id,basket
42,Olej rzepakowy;Kawa;Pomidory;Pomidory;Jogurt naturalny;Makaron pełnoziarnisty
43,Jogurt naturalny;Kawa;Mleko;Gruszki;Herbata;Chleb
44,Banany;Gruszki;Ogórki;Jabłka;Chleb;Ogórki;Ziemniaki
45,Cukier;Chleb;Gruszki;Jogurt naturalny;Makaron pełnoziarnisty
46,Ogórki;Olej rzepakowy;Jabłka;Jogurt naturalny;Mleko;Jogurt naturalny;Cytryny;Ogórki;Mąka
47,Makaron pełnoziarnisty;Chleb;Ziemniaki;Pomidory
48,Papryka czerwona;Cukierki;Czekolada gorzka;Czekolada gorzka;Kasza jaglana;Chleb;Cytryny
49,Marchew;Chleb;Mleko;Ser żółty;Papryka czerwona;Makaron pełnoziarnisty
50,Masło;Pomidory;Makaron pełnoziarnisty;Mleko;Ser żółty;Ciasteczka owsiane;Gruszki
51,Mąka;Chleb;Masło;Masło;Płatki owsiane;Herbata;Papryka czerwona;Chleb;Papryka czerwona
52,Kasza jaglana;Jajka;Mąka;Papryka czerwona;Jabłka;Jogurt naturalny;Herbata
53,Cukierki;Cebula;Banany;Ryż;Sok pomarańczowy
54,Jabłka;Chleb;Chleb;Ryż;Banany;Gruszki
55,Banany;Ser żółty;Ogórki;Mleko;Banany;Jogurt naturalny;Ziemniaki
56,Mleko;Olej rzepakowy;Banany;Ogórki;Ogórki;Ziemniaki
57,Cebula;Marchew;Jajka;Cukier;Cukierki
58,Ziemniaki;Jogurt naturalny;Marchew;Ogórki
59,Papryka czerwona;Ziemniaki;Kasza jaglana;Cebula;Cebula;Ogórki
60,Gruszki;Płatki owsiane;Pomidory;Marchew;Chleb;Cebula;Mąka;Olej rzepakowy
61,Kasza jaglana;Cukier;Ryż;Mleko;Herbata;Jabłka
62,Jajka;Cebula;Banany;Kasza jaglana
63,Mleko;Makaron pełnoziarnisty;Olej rzepakowy;Pomidory;Jabłka;Jabłka;Ogórki
64,Ziemniaki;Kasza jaglana;Płatki owsiane;Cytryny;Ser żółty;Mleko;Sok pomarańczowy
65,Chleb;Chleb;Banany;Gruszki
66,Jajka;Kasza jaglana;Cukier;Marchew;Masło
67,Jogurt naturalny;Ryż;Papryka czerwona;Pomidory;Herbata;Mleko;Chleb
68,Banany;Chleb;Masło;Chleb;Mleko;Czekolada gorzka
69,Ser żółty;Kawa;Olej rzepakowy;Ser żółty;Ziemniaki;Banany
70,Gruszki;Jogurt naturalny;Cukier;Ziemniaki;Ogórki;Papryka czerwona;Jogurt naturalny;Makaron pełnoziarnisty
71,Pomidory;Sok pomarańczowy;Mleko;Ogórki
72,Płatki owsiane;Mleko;Marchew;Masło;Cytryny;Jogurt naturalny;Papryka czerwona
73,Ogórki;Płatki owsiane;Mąka;Banany;Masło;Ziemniaki
74,Czekolada gorzka;Gruszki;Olej rzepakowy;Jogurt naturalny;Cebula;Sok pomarańczowy
75,Cebula;Ser żółty;Chleb;Jabłka;Mleko;Chleb;Gruszki
76,Chleb;Płatki owsiane;Makaron pełnoziarnisty;Cytryny;Winogrona;Ser żółty;Pomidory
77,Ziemniaki;Mleko;Ryż;Kasza jaglana
78,Sok pomarańczowy;Chleb;Mleko;Mąka;Papryka czerwona;Papryka czerwona;Winogrona;Ryż
79,Gruszki;Chleb;Ciasteczka owsiane;Banany
80,Ser żółty;Winogrona;Pomidory;Czekolada gorzka;Mleko;Jabłka;Mleko
81,Cytryny;Kasza jaglana;Cebula;Masło
82,Ser żółty;Mąka;Ser żółty;Marchew;Mleko;Jajka;Jabłka
83,Cytryny;Marchew;Mleko;Sok pomarańczowy;Winogrona;Masło
84,Jajka;Marchew;Chleb;Pomidory;Pomidory;Jogurt naturalny
85,Kasza jaglana;Ziemniaki;Jabłka;Chleb;Cukierki;Mleko
86,Mleko;Papryka czerwona;Mleko;Ogórki;Mleko;Mąka;Jogurt naturalny;Chleb
87,Chleb;Gruszki;Marchew;Chleb;Winogrona;Papryka czerwona
88,Ser żółty;Chleb;Jogurt naturalny;Gruszki;Cebula;Pomidory
89,Ziemniaki;Kasza jaglana;Cebula;Chleb;Makaron pełnoziarnisty;Makaron pełnoziarnisty;Chleb;Jabłka;Kawa
90,Winogrona;Jajka;Makaron pełnoziarnisty;Gruszki;Gruszki;Cebula;Chleb;Ogórki
91,Ogórki;Ogórki;Jogurt naturalny;Herbata;Mleko;Jogurt naturalny;Sok pomarańczowy
92,Ciasteczka owsiane;Chleb;Cytryny;Papryka czerwona;Chleb;Jabłka;Ser żółty;Chleb
93,Ziemniaki;Jogurt naturalny;Masło;Cytryny
94,Chleb;Pomidory;Ciasteczka owsiane;Cebula;Sok pomarańczowy;Jogurt naturalny
95,Jogurt naturalny;Ryż;Banany;Jogurt naturalny;Płatki owsiane;Banany
96,Jabłka;Jogurt naturalny;Jabłka;Marchew;Ogórki
97,Masło;Mąka;Winogrona;Chleb;Kawa;Jogurt naturalny;Marchew
98,Mleko;Ziemniaki;Mleko;Kawa
99,Mleko;Cytryny;Ser żółty;Sok pomarańczowy;Ziemniaki
100,Marchew;Ogórki;Herbata;Cebula;Sok pomarańczowy;Marchew;Gruszki;Mleko
101,Ziemniaki;Cebula;Jogurt naturalny;Chleb;Papryka czerwona;Ciasteczka owsiane;Ziemniaki;Jajka;Jajka
102,Chleb;Mleko;Herbata;Mąka
103,Mleko;Jogurt naturalny;Jogurt naturalny;Ser żółty;Makaron pełnoziarnisty;Chleb;Masło
104,Sok pomarańczowy;Płatki owsiane;Chleb;Ziemniaki;Chleb;Kawa
105,Chleb;Gruszki;Pomidory;Jajka;Ryż;Płatki owsiane
106,Sok pomarańczowy;Mleko;Ciasteczka owsiane;Jogurt naturalny;Banany;Cukier;Ziemniaki
107,Papryka czerwona;Winogrona;Chleb;Kasza jaglana;Banany;Ser żółty;Jajka;Jogurt naturalny;Sok pomarańczowy
108,Herbata;Banany;Papryka czerwona;Chleb;Jajka;Olej rzepakowy;Płatki owsiane;Kawa
109,Banany;Jabłka;Jabłka;Ciasteczka owsiane;Ziemniaki;Ciasteczka owsiane
110,Mleko;Banany;Cukierki;Kawa;Olej rzepakowy;Mleko;Ser żółty
111,Ogórki;Jogurt naturalny;Papryka czerwona;Kawa;Ziemniaki;Ryż;Marchew;Kasza jaglana;Mleko
112,Ciasteczka owsiane;Kawa;Chleb;Kasza jaglana;Jogurt naturalny;Pomidory;Marchew
113,Chleb;Jabłka;Ciasteczka owsiane;Gruszki;Papryka czerwona;Ogórki;Płatki owsiane
114,Mleko;Mleko;Jajka;Kawa;Olej rzepakowy;Chleb;Pomidory
115,Mleko;Ryż;Chleb;Mleko;Masło
116,Banany;Banany;Sok pomarańczowy;Marchew;Chleb;Jajka;Herbata;Chleb
117,Makaron pełnoziarnisty;Pomidory;Mleko;Jabłka;Winogrona;Gruszki
118,Sok pomarańczowy;Jogurt naturalny;Cukier;Papryka czerwona;Winogrona;Makaron pełnoziarnisty;Chleb
119,Gruszki;Chleb;Cukierki;Mleko;Kawa;Jajka
120,Jajka;Chleb;Chleb;Jogurt naturalny;Jabłka;Cebula
121,Jabłka;Gruszki;Mleko;Czekolada gorzka;Sok pomarańczowy;Ogórki;Sok pomarańczowy
122,Mleko;Banany;Gruszki;Cebula;Jabłka;Sok pomarańczowy;Jogurt naturalny
123,Ciasteczka owsiane;Jogurt naturalny;Jogurt naturalny;Sok pomarańczowy
124,Mleko;Winogrona;Płatki owsiane;Mleko;Pomidory
125,Ser żółty;Chleb;Pomidory;Winogrona
126,Mleko;Cytryny;Jabłka;Ryż;Płatki owsiane;Cukierki
127,Papryka czerwona;Chleb;Gruszki;Ogórki
128,Cukier;Ryż;Mleko;Marchew;Banany;Płatki owsiane;Ser żółty;Mleko
129,Ogórki;Cukierki;Kawa;Ogórki;Masło;Jogurt naturalny;Gruszki;Pomidory
130,Ogórki;Kasza jaglana;Czekolada gorzka;Mleko;Czekolada gorzka;Chleb;Cytryny;Mąka;Mleko
131,Mleko;Marchew;Mleko;Jogurt naturalny;Mąka;Jajka;Mleko;Mleko;Ser żółty
132,Chleb;Mleko;Kawa;Jogurt naturalny;Olej rzepakowy;Jogurt naturalny
133,Jajka;Mąka;Banany;Masło;Ryż;Jajka;Jajka;Papryka czerwona;Mleko
134,Ogórki;Gruszki;Ser żółty;Gruszki;Olej rzepakowy;Makaron pełnoziarnisty;Ziemniaki;Jajka;Kawa
135,Ser żółty;Cebula;Gruszki;Ogórki;Jabłka
136,Gruszki;Makaron pełnoziarnisty;Papryka czerwona;Chleb;Cebula
137,Ciasteczka owsiane;Mleko;Chleb;Chleb;Jogurt naturalny;Jogurt naturalny;Cebula;Gruszki
138,Jajka;Winogrona;Mleko;Mleko;Czekolada gorzka;Banany
139,Ogórki;Papryka czerwona;Mleko;Mleko;Chleb;Herbata;Płatki owsiane;Jogurt naturalny;Kawa
140,Ciasteczka owsiane;Mleko;Ogórki;Jajka;Cukierki;Chleb;Czekolada gorzka;Masło
141,Chleb;Masło;Ogórki;Cebula;Chleb;Gruszki
142,Pomidory;Masło;Marchew;Ziemniaki;Płatki owsiane
143,Ser żółty;Mleko;Cebula;Herbata;Chleb;Ziemniaki
144,Makaron pełnoziarnisty;Mleko;Banany;Mleko;Pomidory;Jogurt naturalny;Sok pomarańczowy;Ogórki;Chleb
145,Olej rzepakowy;Ziemniaki;Jajka;Chleb;Płatki owsiane;Banany;Ziemniaki
146,Jajka;Ryż;Jogurt naturalny;Sok pomarańczowy;Chleb;Chleb;Mleko
147,Makaron pełnoziarnisty;Ser żółty;Makaron pełnoziarnisty;Sok pomarańczowy;Chleb;Czekolada gorzka
148,Chleb;Cukierki;Makaron pełnoziarnisty;Chleb;Cebula
149,Chleb;Mleko;Jajka;Jogurt naturalny;Jogurt naturalny;Chleb;Ser żółty
150,Ogórki;Jabłka;Papryka czerwona;Cebula;Sok pomarańczowy
151,Jogurt naturalny;Marchew;Winogrona;Czekolada gorzka
152,Jogurt naturalny;Makaron pełnoziarnisty;Mleko;Gruszki;Sok pomarańczowy;Cukierki
153,Ogórki;Ser żółty;Ser żółty;Marchew;Mąka;Masło;Jabłka;Sok pomarańczowy;Masło
154,Mąka;Kawa;Winogrona;Ziemniaki;Ser żółty;Ziemniaki;Pomidory
155,Płatki owsiane;Masło;Banany;Chleb;Herbata;Chleb;Ogórki
156,Winogrona;Ogórki;Ser żółty;Banany;Olej rzepakowy;Papryka czerwona;Gruszki;Mleko
157,Pomidory;Chleb;Winogrona;Chleb;Chleb;Ogórki
158,Chleb;Mleko;Banany;Marchew;Winogrona
159,Ciasteczka owsiane;Marchew;Cukier;Mleko
160,Gruszki;Makaron pełnoziarnisty;Ryż;Cebula;Ogórki;Jajka
161,Chleb;Makaron pełnoziarnisty;Mleko;Mleko;Pomidory;Chleb
162,Mleko;Banany;Ryż;Chleb;Chleb;Marchew
163,Marchew;Mleko;Ziemniaki;Jabłka;Jogurt naturalny;Ser żółty;Pomidory;Pomidory
164,Pomidory;Ser żółty;Ser żółty;Ogórki;Olej rzepakowy
165,Banany;Chleb;Masło;Mąka;Pomidory;Jogurt naturalny
166,Płatki owsiane;Papryka czerwona;Jajka;Herbata;Ser żółty;Ser żółty;Chleb;Chleb
167,Makaron pełnoziarnisty;Jogurt naturalny;Pomidory;Sok pomarańczowy;Ser żółty;Czekolada gorzka
168,Chleb;Mleko;Papryka czerwona;Cytryny;Czekolada gorzka
169,Chleb;Kasza jaglana;Ziemniaki;Jajka;Chleb;Mleko;Gruszki
170,Ciasteczka owsiane;Banany;Gruszki;Jogurt naturalny;Kasza jaglana;Ryż;Olej rzepakowy;Kasza jaglana;Gruszki
171,Płatki owsiane;Jajka;Pomidory;Herbata
172,Ogórki;Jabłka;Winogrona;Gruszki;Makaron pełnoziarnisty
173,Jabłka;Mleko;Mleko;Ser żółty;Mleko
174,Gruszki;Ogórki;Chleb;Papryka czerwona;Kasza jaglana
175,Sok pomarańczowy;Mleko;Cytryny;Ziemniaki;Chleb;Mleko;Chleb
176,Cebula;Kawa;Mleko;Pomidory;Kawa;Cebula;Mleko
177,Ogórki;Winogrona;Winogrona;Marchew
178,Jajka;Ogórki;Chleb;Masło;Pomidory
179,Jabłka;Płatki owsiane;Mleko;Ryż;Jabłka;Cukierki;Chleb;Płatki owsiane
180,Ogórki;Kawa;Masło;Jabłka;Jogurt naturalny;Pomidory;Mleko;Chleb
181,Gruszki;Pomidory;Ciasteczka owsiane;Ogórki;Jajka;Jogurt naturalny;Marchew
182,Mleko;Mąka;Cytryny;Mąka;Papryka czerwona
183,Papryka czerwona;Ser żółty;Płatki owsiane;Jabłka;Winogrona;Jogurt naturalny;Chleb;Jajka
184,Sok pomarańczowy;Kawa;Chleb;Marchew;Marchew;Mleko
185,Jabłka;Gruszki;Cebula;Masło
186,Chleb;Winogrona;Cukier;Ogórki;Makaron pełnoziarnisty;Jajka;Marchew;Papryka czerwona
187,Chleb;Banany;Płatki owsiane;Jogurt naturalny;Gruszki;Ziemniaki;Płatki owsiane;Mleko;Ser żółty
188,Chleb;Chleb;Ryż;Marchew
189,Cukierki;Mleko;Ser żółty;Chleb;Cytryny
190,Ryż;Pomidory;Herbata;Makaron pełnoziarnisty;Mleko;Jajka
191,Mąka;Chleb;Ogórki;Winogrona;Banany;Marchew;Ziemniaki
192,Cebula;Marchew;Mleko;Jogurt naturalny
193,Pomidory;Jogurt naturalny;Banany;Ogórki;Mleko;Mąka;Chleb
194,Gruszki;Cebula;Cebula;Makaron pełnoziarnisty;Chleb;Jogurt naturalny;Ziemniaki;Marchew;Sok pomarańczowy
195,Cebula;Chleb;Makaron pełnoziarnisty;Marchew;Kawa;Cukierki;Cukier
196,Mąka;Chleb;Sok pomarańczowy;Mleko;Banany;Płatki owsiane;Mleko;Ryż
197,Jogurt naturalny;Ryż;Pomidory;Jabłka;Cukier;Pomidory;Herbata
198,Jabłka;Marchew;Gruszki;Ser żółty;Herbata;Marchew
199,Ciasteczka owsiane;Jajka;Mleko;Herbata;Ogórki;Mleko;Pomidory
200,Banany;Mleko;Mleko;Sok pomarańczowy;Jajka;Ziemniaki;Jajka;Chleb
201,Kawa;Sok pomarańczowy;Chleb;Masło;Banany
202,Mleko;Płatki owsiane;Gruszki;Winogrona;Olej rzepakowy;Gruszki;Winogrona
203,Gruszki;Cebula;Chleb;Ser żółty;Winogrona;Cukier;Ogórki
204,Chleb;Kasza jaglana;Winogrona;Cukier;Chleb;Olej rzepakowy;Czekolada gorzka;Chleb;Jabłka
205,Winogrona;Makaron pełnoziarnisty;Jajka;Makaron pełnoziarnisty;Ogórki;Pomidory;Ziemniaki;Cukierki
206,Banany;Mleko;Pomidory;Ciasteczka owsiane;Jabłka;Płatki owsiane;Ryż
207,Ziemniaki;Jajka;Mleko;Herbata;Marchew;Marchew;Chleb;Jogurt naturalny
208,Ziemniaki;Ser żółty;Ser żółty;Chleb;Ser żółty;Jajka
209,Kasza jaglana;Mleko;Jajka;Winogrona;Jogurt naturalny;Ogórki;Płatki owsiane;Jogurt naturalny
210,Chleb;Jajka;Makaron pełnoziarnisty;Banany;Jogurt naturalny;Winogrona
211,Herbata;Mleko;Sok pomarańczowy;Ryż;Ogórki
212,Marchew;Sok pomarańczowy;Płatki owsiane;Ziemniaki;Winogrona;Mleko;Cebula;Ogórki;Masło
213,Sok pomarańczowy;Banany;Pomidory;Sok pomarańczowy
214,Marchew;Mleko;Banany;Mleko;Mleko;Gruszki;Ciasteczka owsiane;Jajka
215,Kawa;Mleko;Ogórki;Chleb;Mleko;Czekolada gorzka;Chleb
216,Sok pomarańczowy;Płatki owsiane;Płatki owsiane;Jajka;Kasza jaglana;Chleb
217,Marchew;Ryż;Herbata;Cebula;Mąka;Olej rzepakowy;Ryż;Jabłka;Masło
218,Papryka czerwona;Chleb;Herbata;Chleb;Chleb;Cebula;Płatki owsiane
219,Kasza jaglana;Cukier;Banany;Jogurt naturalny;Cukierki;Mleko
220,Jabłka;Mleko;Banany;Ryż;Czekolada gorzka
221,Masło;Cebula;Masło;Sok pomarańczowy;Chleb;Winogrona;Marchew
222,Cukierki;Mleko;Ser żółty;Płatki owsiane;Mleko;Kasza jaglana;Mąka
223,Cukierki;Ser żółty;Chleb;Płatki owsiane;Chleb;Jogurt naturalny;Mleko;Ser żółty;Gruszki
224,Ogórki;Jabłka;Płatki owsiane;Marchew;Kasza jaglana;Pomidory
225,Cukierki;Olej rzepakowy;Mleko;Masło
226,Mleko;Ziemniaki;Banany;Banany;Mleko;Pomidory;Jabłka
227,Marchew;Jajka;Ser żółty;Makaron pełnoziarnisty;Gruszki;Olej rzepakowy;Gruszki
228,Ser żółty;Sok pomarańczowy;Ryż;Winogrona;Mleko;Pomidory;Makaron pełnoziarnisty
229,Chleb;Cebula;Masło;Jajka;Chleb
230,Ryż;Chleb;Mąka;Mleko;Mleko;Kawa
231,Gruszki;Mleko;Herbata;Makaron pełnoziarnisty;Ser żółty;Kawa;Jogurt naturalny
232,Banany;Olej rzepakowy;Masło;Olej rzepakowy;Kasza jaglana;Jogurt naturalny;Sok pomarańczowy;Jogurt naturalny
233,Mleko;Ogórki;Winogrona;Płatki owsiane;Ziemniaki;Marchew
234,Ziemniaki;Jogurt naturalny;Mleko;Winogrona;Cebula;Ser żółty;Jabłka;Winogrona
235,Gruszki;Chleb;Masło;Jogurt naturalny;Jogurt naturalny;Mleko
236,Olej rzepakowy;Jabłka;Jabłka;Ogórki;Jabłka
237,Herbata;Cebula;Jajka;Chleb;Jabłka;Banany;Ciasteczka owsiane
238,Jajka;Chleb;Jajka;Płatki owsiane;Marchew;Jogurt naturalny;Kasza jaglana;Ziemniaki
239,Makaron pełnoziarnisty;Chleb;Chleb;Winogrona;Makaron pełnoziarnisty;Makaron pełnoziarnisty
240,Ogórki;Papryka czerwona;Ziemniaki;Chleb;Chleb
241,Jajka;Makaron pełnoziarnisty;Marchew;Ogórki;Chleb;Ogórki;Chleb
242,Jabłka;Jogurt naturalny;Kasza jaglana;Jogurt naturalny;Pomidory;Mleko;Winogrona
243,Jabłka;Papryka czerwona;Makaron pełnoziarnisty;Kasza jaglana;Makaron pełnoziarnisty;Czekolada gorzka
244,Masło;Banany;Makaron pełnoziarnisty;Pomidory;Mleko;Marchew
245,Banany;Ryż;Ogórki;Chleb;Mleko;Mleko;Papryka czerwona;Makaron pełnoziarnisty
246,Jabłka;Ogórki;Papryka czerwona;Mleko;Masło
247,Mleko;Ogórki;Jabłka;Kasza jaglana
248,Chleb;Chleb;Masło;Mleko
249,Kasza jaglana;Mleko;Jajka;Banany;Pomidory;Chleb;Ser żółty
250,Gruszki;Makaron pełnoziarnisty;Ogórki;Pomidory;Ser żółty;Pomidory;Mleko;Chleb
251,Olej rzepakowy;Sok pomarańczowy;Cebula;Cebula;Kasza jaglana;Jogurt naturalny;Olej rzepakowy;Pomidory
252,Kawa;Banany;Mąka;Jogurt naturalny;Ser żółty;Jabłka;Mleko
253,Cebula;Gruszki;Gruszki;Ziemniaki;Ryż;Marchew
254,Jogurt naturalny;Marchew;Banany;Pomidory;Ziemniaki;Cebula;Pomidory;Pomidory
255,Cytryny;Mleko;Jogurt naturalny;Makaron pełnoziarnisty;Cukierki
256,Jogurt naturalny;Mleko;Chleb;Chleb;Ryż;Ryż;Marchew;Chleb
257,Płatki owsiane;Ser żółty;Masło;Winogrona;Mleko
258,Mleko;Ziemniaki;Cebula;Sok pomarańczowy;Chleb
259,Cebula;Chleb;Banany;Pomidory
260,Marchew;Chleb;Ogórki;Mleko;Winogrona;Ser żółty
261,Ziemniaki;Jabłka;Mleko;Banany;Gruszki;Chleb
262,Płatki owsiane;Mąka;Chleb;Mąka;Olej rzepakowy;Jogurt naturalny
263,Cukierki;Chleb;Cytryny;Ciasteczka owsiane;Ryż
264,Marchew;Jabłka;Jogurt naturalny;Mleko;Ser żółty;Papryka czerwona
265,Jajka;Płatki owsiane;Ogórki;Ziemniaki;Gruszki;Papryka czerwona;Chleb
266,Mąka;Płatki owsiane;Ser żółty;Gruszki;Kawa;Pomidory
267,Jabłka;Herbata;Chleb;Herbata;Mleko;Ziemniaki;Pomidory;Makaron pełnoziarnisty;Papryka czerwona
268,Ogórki;Banany;Mleko;Płatki owsiane;Banany;Chleb;Płatki owsiane
269,Jajka;Gruszki;Cebula;Chleb;Kasza jaglana
270,Banany;Mleko;Marchew;Jogurt naturalny;Gruszki;Papryka czerwona;Mleko
271,Ziemniaki;Winogrona;Herbata;Sok pomarańczowy;Mleko
272,Mleko;Ogórki;Cebula;Herbata;Jogurt naturalny;Cukier;Kasza jaglana;Pomidory
273,Winogrona;Cebula;Mąka;Papryka czerwona;Mleko;Papryka czerwona;Banany;Cebula;Ogórki
274,Jabłka;Ser żółty;Pomidory;Chleb;Mąka;Jogurt naturalny
275,Cebula;Chleb;Chleb;Sok pomarańczowy;Jajka;Ser żółty;Chleb
276,Masło;Papryka czerwona;Mleko;Ser żółty;Makaron pełnoziarnisty;Winogrona;Pomidory
277,Pomidory;Ziemniaki;Marchew;Płatki owsiane;Winogrona;Banany;Ryż;Jogurt naturalny;Jogurt naturalny
278,Sok pomarańczowy;Kasza jaglana;Kasza jaglana;Mąka;Ser żółty;Chleb;Mleko
279,Jogurt naturalny;Cytryny;Ciasteczka owsiane;Winogrona
280,Banany;Ryż;Olej rzepakowy;Ser żółty;Olej rzepakowy;Płatki owsiane;Gruszki
281,Kasza jaglana;Jajka;Ogórki;Sok pomarańczowy;Makaron pełnoziarnisty;Jabłka
282,Ogórki;Cukierki;Cytryny;Mąka
283,Ser żółty;Kawa;Jogurt naturalny;Jogurt naturalny;Masło
284,Cukierki;Makaron pełnoziarnisty;Mleko;Ogórki;Chleb;Jogurt naturalny;Chleb
285,Ziemniaki;Ziemniaki;Cytryny;Kasza jaglana;Cebula
286,Papryka czerwona;Marchew;Marchew;Chleb;Ziemniaki;Mleko;Winogrona;Gruszki
287,Gruszki;Mleko;Jogurt naturalny;Banany
288,Cytryny;Herbata;Ryż;Jogurt naturalny;Ogórki;Jabłka;Mleko;Chleb;Ser żółty
289,Cebula;Ryż;Pomidory;Jogurt naturalny;Czekolada gorzka;Jogurt naturalny
290,Ziemniaki;Mleko;Ogórki;Winogrona;Jogurt naturalny;Ryż;Cukierki;Makaron pełnoziarnisty
291,Jajka;Mąka;Ciasteczka owsiane;Ser żółty;Chleb;Ziemniaki
292,Jogurt naturalny;Gruszki;Winogrona;Ogórki;Ciasteczka owsiane;Jogurt naturalny;Chleb
293,Pomidory;Ziemniaki;Mleko;Ryż;Pomidory;Pomidory;Ciasteczka owsiane;Gruszki;Jabłka
294,Mąka;Ogórki;Mleko;Chleb;Gruszki;Winogrona
295,Kasza jaglana;Winogrona;Pomidory;Kasza jaglana
296,Jajka;Papryka czerwona;Herbata;Chleb;Masło;Jogurt naturalny;Banany;Chleb;Banany
297,Cebula;Ogórki;Mleko;Jogurt naturalny;Gruszki
298,Mleko;Pomidory;Winogrona;Mleko;Jabłka;Chleb;Marchew
299,Mleko;Masło;Winogrona;Cytryny;Cebula;Banany;Cytryny;Płatki owsiane
300,Ogórki;Jabłka;Gruszki;Chleb;Jabłka;Mąka
301,Mleko;Ogórki;Winogrona;Kasza jaglana;Ser żółty;Gruszki;Chleb
302,Banany;Pomidory;Masło;Płatki owsiane;Mleko;Gruszki
303,Winogrona;Ziemniaki;Winogrona;Gruszki;Mleko;Ser żółty
304,Makaron pełnoziarnisty;Chleb;Mleko;Mleko;Cebula;Ser żółty;Jabłka
305,Cebula;Mleko;Mleko;Jabłka;Gruszki;Sok pomarańczowy;Płatki owsiane
306,Mleko;Cukier;Mleko;Chleb
307,Cebula;Cebula;Ziemniaki;Kasza jaglana;Ziemniaki;Ser żółty
308,Pomidory;Ser żółty;Cukierki;Ser żółty;Makaron pełnoziarnisty;Chleb;Jabłka;Ciasteczka owsiane;Chleb
309,Mąka;Ciasteczka owsiane;Olej rzepakowy;Pomidory;Płatki owsiane;Chleb
310,Ogórki;Ogórki;Ser żółty;Sok pomarańczowy;Ogórki;Masło;Ciasteczka owsiane;Banany
311,Mąka;Mleko;Czekolada gorzka;Pomidory;Papryka czerwona;Kawa;Ziemniaki;Cukierki
