id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
77,oliwa z oliwek,0.196,ser żółty,0.418,0.075,0.383,0.915
78,chleb pełnoziarnisty,0.414,jogurt naturalny,0.434,0.169,0.408,0.941
79,pomidory,0.196,płatki owsiane,0.210,0.045,0.230,1.093
80,płatki owsiane,0.210,ryż brązowy,0.412,0.070,0.333,0.809
81,pomidory,0.196,jabłka,0.407,0.057,0.291,0.715
82,ogórki,0.396,mleko,0.434,0.162,0.409,0.943
83,ziemniaki,0.401,ser żółty,0.418,0.159,0.397,0.949
84,jajka,0.432,ryż brązowy,0.412,0.171,0.396,0.961
85,ryż brązowy,0.412,banany,0.389,0.149,0.362,0.930
86,pomidory,0.196,kurczak,0.192,0.049,0.250,1.302
87,jabłka,0.407,ogórki,0.396,0.150,0.369,0.931
88,pomidory,0.196,mleko,0.434,0.082,0.418,0.964
89,mleko,0.434,kurczak,0.192,0.068,0.157,0.816
90,oliwa z oliwek,0.196,jogurt naturalny,0.434,0.085,0.434,0.999
91,oliwa z oliwek,0.196,banany,0.389,0.069,0.352,0.905
92,pomidory,0.196,jajka,0.432,0.070,0.357,0.827
93,płatki owsiane,0.210,mleko,0.434,0.079,0.376,0.867
94,płatki owsiane,0.210,ogórki,0.396,0.074,0.352,0.890
95,oliwa z oliwek,0.196,chleb pełnoziarnisty,0.414,0.075,0.383,0.924
96,pomidory,0.196,oliwa z oliwek,0.196,0.042,0.214,1.093
97,oliwa z oliwek,0.196,płatki owsiane,0.210,0.045,0.230,1.093
98,ziemniaki,0.401,banany,0.389,0.146,0.364,0.936
99,ser żółty,0.418,makaron pełnoziarnisty,0.183,0.063,0.151,0.824
100,jajka,0.432,chleb pełnoziarnisty,0.414,0.180,0.417,1.006
101,pomidory,0.196,ryż brązowy,0.412,0.063,0.321,0.780
102,jabłka,0.407,makaron pełnoziarnisty,0.183,0.066,0.162,0.886
103,chleb pełnoziarnisty,0.414,banany,0.389,0.158,0.382,0.981
104,ryż brązowy,0.412,chleb pełnoziarnisty,0.414,0.176,0.427,1.032
105,pomidory;jajka,0.070,ryż brązowy,0.412,0.021,0.300,0.728
106,pomidory;ryż brązowy,0.063,jajka,0.432,0.021,0.333,0.772
107,oliwa z oliwek;ryż brązowy,0.070,mleko,0.434,0.026,0.371,0.856
108,oliwa z oliwek;mleko,0.075,ryż brązowy,0.412,0.026,0.347,0.841
109,ryż brązowy;mleko,0.181,oliwa z oliwek,0.196,0.026,0.144,0.733
110,ser żółty;ryż brązowy,0.171,kurczak,0.192,0.023,0.135,0.701
111,ser żółty;kurczak,0.065,ryż brązowy,0.412,0.023,0.354,0.859
112,ryż brązowy;kurczak,0.060,ser żółty,0.418,0.023,0.383,0.917
113,jajka;ryż brązowy,0.171,makaron pełnoziarnisty,0.183,0.026,0.152,0.831
114,jajka;makaron pełnoziarnisty,0.067,ryż brązowy,0.412,0.026,0.388,0.942
115,ryż brązowy;makaron pełnoziarnisty,0.067,jajka,0.432,0.026,0.388,0.898
116,jabłka;płatki owsiane,0.082,mleko,0.434,0.028,0.341,0.787
117,jabłka;mleko,0.170,płatki owsiane,0.210,0.028,0.165,0.784
118,płatki owsiane;mleko,0.079,jabłka,0.407,0.028,0.354,0.871
119,oliwa z oliwek;jajka,0.071,banany,0.389,0.024,0.338,0.869
120,oliwa z oliwek;banany,0.069,jajka,0.432,0.024,0.348,0.805
121,jajka;banany,0.157,oliwa z oliwek,0.196,0.024,0.153,0.780
122,płatki owsiane;jajka,0.080,ryż brązowy,0.412,0.025,0.313,0.758
123,płatki owsiane;ryż brązowy,0.070,jajka,0.432,0.025,0.357,0.827
124,ziemniaki;chleb pełnoziarnisty,0.164,mleko,0.434,0.073,0.445,1.026
125,ziemniaki;mleko,0.178,chleb pełnoziarnisty,0.414,0.073,0.410,0.991
126,chleb pełnoziarnisty;mleko,0.177,ziemniaki,0.401,0.073,0.412,1.029
127,chleb pełnoziarnisty;banany,0.158,makaron pełnoziarnisty,0.183,0.021,0.133,0.726
128,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,banany,0.389,0.021,0.300,0.771
129,banany;makaron pełnoziarnisty,0.057,chleb pełnoziarnisty,0.414,0.021,0.368,0.890
130,jajka;chleb pełnoziarnisty,0.180,jogurt naturalny,0.434,0.064,0.356,0.819
131,jajka;jogurt naturalny,0.180,chleb pełnoziarnisty,0.414,0.064,0.356,0.859
132,chleb pełnoziarnisty;jogurt naturalny,0.169,jajka,0.432,0.064,0.379,0.877
133,ser żółty;jajka,0.176,jogurt naturalny,0.434,0.077,0.438,1.008
134,ser żółty;jogurt naturalny,0.175,jajka,0.432,0.077,0.440,1.019
135,jajka;jogurt naturalny,0.180,ser żółty,0.418,0.077,0.428,1.023
136,płatki owsiane;ogórki,0.074,mleko,0.434,0.024,0.324,0.747
137,płatki owsiane;mleko,0.079,ogórki,0.396,0.024,0.304,0.767
138,ogórki;mleko,0.162,płatki owsiane,0.210,0.024,0.148,0.705
139,ogórki;banany,0.156,makaron pełnoziarnisty,0.183,0.021,0.135,0.736
140,ogórki;makaron pełnoziarnisty,0.070,banany,0.389,0.021,0.300,0.771
141,banany;makaron pełnoziarnisty,0.057,ogórki,0.396,0.021,0.368,0.930
142,ziemniaki;jabłka,0.160,jajka,0.432,0.065,0.406,0.940
143,ziemniaki;jajka,0.177,jabłka,0.407,0.065,0.367,0.902
144,jabłka;jajka,0.167,ziemniaki,0.401,0.065,0.389,0.971
145,pomidory;jajka,0.070,mleko,0.434,0.023,0.329,0.757
146,ziemniaki;kurczak,0.065,jabłka,0.407,0.020,0.308,0.756
147,jabłka;kurczak,0.066,ziemniaki,0.401,0.020,0.303,0.756
148,pomidory;jogurt naturalny,0.074,ogórki,0.396,0.021,0.284,0.717
149,pomidory;ogórki,0.068,jogurt naturalny,0.434,0.021,0.309,0.712
150,ser żółty;jogurt naturalny,0.175,mleko,0.434,0.080,0.457,1.053
151,ser żółty;mleko,0.194,jogurt naturalny,0.434,0.080,0.412,0.950
152,jogurt naturalny;mleko,0.184,ser żółty,0.418,0.080,0.435,1.040
153,ziemniaki;makaron pełnoziarnisty,0.062,ser żółty,0.418,0.020,0.323,0.772
154,ser żółty;makaron pełnoziarnisty,0.063,ziemniaki,0.401,0.020,0.317,0.792
155,jabłka;ser żółty,0.163,jogurt naturalny,0.434,0.070,0.429,0.990
156,jabłka;jogurt naturalny,0.177,ser żółty,0.418,0.070,0.395,0.946
157,ser żółty;jogurt naturalny,0.175,jabłka,0.407,0.070,0.400,0.983
158,jabłka;mleko,0.170,makaron pełnoziarnisty,0.183,0.023,0.135,0.739
159,jabłka;makaron pełnoziarnisty,0.066,mleko,0.434,0.023,0.348,0.803
160,mleko;makaron pełnoziarnisty,0.071,jabłka,0.407,0.023,0.324,0.796
161,ziemniaki;kurczak,0.065,mleko,0.434,0.021,0.323,0.744
162,mleko;kurczak,0.068,ziemniaki,0.401,0.021,0.309,0.770
163,jogurt naturalny;ogórki,0.162,banany,0.389,0.062,0.383,0.984
164,jogurt naturalny;banany,0.156,ogórki,0.396,0.062,0.397,1.004
165,ogórki;banany,0.156,jogurt naturalny,0.434,0.062,0.397,0.916
166,pomidory;jabłka,0.057,ogórki,0.396,0.020,0.351,0.886
167,pomidory;ogórki,0.068,jabłka,0.407,0.020,0.294,0.723
168,ziemniaki;płatki owsiane,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
169,ziemniaki;chleb pełnoziarnisty,0.164,płatki owsiane,0.210,0.031,0.189,0.900
170,płatki owsiane;chleb pełnoziarnisty,0.073,ziemniaki,0.401,0.031,0.425,1.059
171,ziemniaki;jabłka,0.160,ryż brązowy,0.412,0.062,0.388,0.941
172,ziemniaki;ryż brązowy,0.156,jabłka,0.407,0.062,0.397,0.977
173,jabłka;ryż brązowy,0.175,ziemniaki,0.401,0.062,0.354,0.884
174,oliwa z oliwek;ser żółty,0.075,jogurt naturalny,0.434,0.028,0.373,0.860
175,oliwa z oliwek;jogurt naturalny,0.085,ser żółty,0.418,0.028,0.329,0.788
176,ser żółty;jogurt naturalny,0.175,oliwa z oliwek,0.196,0.028,0.160,0.816
177,ziemniaki;jajka,0.177,jogurt naturalny,0.434,0.076,0.429,0.989
178,ziemniaki;jogurt naturalny,0.165,jajka,0.432,0.076,0.461,1.066
179,jajka;jogurt naturalny,0.180,ziemniaki,0.401,0.076,0.422,1.053
180,ser żółty;kurczak,0.065,mleko,0.434,0.025,0.385,0.886
181,mleko;kurczak,0.068,ser żółty,0.418,0.025,0.368,0.880
182,pomidory;chleb pełnoziarnisty,0.076,ogórki,0.396,0.027,0.355,0.897
183,pomidory;ogórki,0.068,chleb pełnoziarnisty,0.414,0.027,0.397,0.959
184,chleb pełnoziarnisty;ogórki,0.163,pomidory,0.196,0.027,0.166,0.845
185,jabłka;ser żółty,0.163,banany,0.389,0.067,0.411,1.057
186,jabłka;banany,0.160,ser żółty,0.418,0.067,0.419,1.002
187,ser żółty;banany,0.163,jabłka,0.407,0.067,0.411,1.010
188,jabłka;chleb pełnoziarnisty,0.162,jogurt naturalny,0.434,0.074,0.457,1.053
189,jabłka;jogurt naturalny,0.177,chleb pełnoziarnisty,0.414,0.074,0.418,1.010
190,chleb pełnoziarnisty;jogurt naturalny,0.169,jabłka,0.407,0.074,0.438,1.076
191,ryż brązowy;jogurt naturalny,0.172,mleko,0.434,0.075,0.436,1.005
192,ryż brązowy;mleko,0.181,jogurt naturalny,0.434,0.075,0.414,0.955
193,jogurt naturalny;mleko,0.184,ryż brązowy,0.412,0.075,0.408,0.989
194,ser żółty;jajka,0.176,banany,0.389,0.068,0.386,0.993
195,ser żółty;banany,0.163,jajka,0.432,0.068,0.417,0.966
196,jajka;banany,0.157,ser żółty,0.418,0.068,0.433,1.036
197,banany;mleko,0.165,makaron pełnoziarnisty,0.183,0.024,0.145,0.795
198,mleko;makaron pełnoziarnisty,0.071,banany,0.389,0.024,0.338,0.869
199,banany;makaron pełnoziarnisty,0.057,mleko,0.434,0.024,0.421,0.970
200,pomidory;ryż brązowy,0.063,ogórki,0.396,0.021,0.333,0.842
201,pomidory;ogórki,0.068,ryż brązowy,0.412,0.021,0.309,0.750
202,ziemniaki;jogurt naturalny,0.165,mleko,0.434,0.075,0.455,1.047
203,ziemniaki;mleko,0.178,jogurt naturalny,0.434,0.075,0.421,0.971
204,jogurt naturalny;mleko,0.184,ziemniaki,0.401,0.075,0.408,1.016
205,chleb pełnoziarnisty;ogórki,0.163,makaron pełnoziarnisty,0.183,0.026,0.160,0.872
206,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,ogórki,0.396,0.026,0.371,0.938
207,ogórki;makaron pełnoziarnisty,0.070,chleb pełnoziarnisty,0.414,0.026,0.371,0.897
208,jabłka;ryż brązowy,0.175,mleko,0.434,0.070,0.400,0.922
209,jabłka;mleko,0.170,ryż brązowy,0.412,0.070,0.412,0.999
210,ryż brązowy;mleko,0.181,jabłka,0.407,0.070,0.387,0.950
211,chleb pełnoziarnisty;jogurt naturalny,0.169,kurczak,0.192,0.026,0.154,0.801
212,chleb pełnoziarnisty;kurczak,0.076,jogurt naturalny,0.434,0.026,0.342,0.788
213,jogurt naturalny;kurczak,0.076,chleb pełnoziarnisty,0.414,0.026,0.342,0.826
214,ziemniaki;oliwa z oliwek,0.071,mleko,0.434,0.025,0.352,0.811
215,ziemniaki;mleko,0.178,oliwa z oliwek,0.196,0.025,0.140,0.717
216,oliwa z oliwek;mleko,0.075,ziemniaki,0.401,0.025,0.333,0.831
217,oliwa z oliwek;jabłka,0.066,ser żółty,0.418,0.024,0.364,0.870
218,oliwa z oliwek;ser żółty,0.075,jabłka,0.407,0.024,0.320,0.786
219,jabłka;ser żółty,0.163,oliwa z oliwek,0.196,0.024,0.147,0.751
220,jajka;mleko,0.171,makaron pełnoziarnisty,0.183,0.022,0.129,0.703
221,jajka;makaron pełnoziarnisty,0.067,mleko,0.434,0.022,0.328,0.757
222,mleko;makaron pełnoziarnisty,0.071,jajka,0.432,0.022,0.310,0.717
223,ryż brązowy;chleb pełnoziarnisty,0.176,mleko,0.434,0.078,0.443,1.021
224,ryż brązowy;mleko,0.181,chleb pełnoziarnisty,0.414,0.078,0.431,1.041
225,chleb pełnoziarnisty;mleko,0.177,ryż brązowy,0.412,0.078,0.441,1.070
226,pomidory;ser żółty,0.065,jajka,0.432,0.020,0.308,0.712
227,ziemniaki;ryż brązowy,0.156,chleb pełnoziarnisty,0.414,0.068,0.436,1.053
228,ziemniaki;chleb pełnoziarnisty,0.164,ryż brązowy,0.412,0.068,0.415,1.006
229,ryż brązowy;chleb pełnoziarnisty,0.176,ziemniaki,0.401,0.068,0.386,0.964
230,ziemniaki;ogórki,0.153,banany,0.389,0.062,0.405,1.042
231,ziemniaki;banany,0.146,ogórki,0.396,0.062,0.425,1.072
232,ogórki;banany,0.156,ziemniaki,0.401,0.062,0.397,0.991
233,jabłka;jajka,0.167,ogórki,0.396,0.051,0.305,0.771
234,jabłka;ogórki,0.150,jajka,0.432,0.051,0.340,0.787
235,jajka;ogórki,0.155,jabłka,0.407,0.051,0.329,0.808
236,ogórki;kurczak,0.065,mleko,0.434,0.020,0.308,0.709
237,mleko;kurczak,0.068,ogórki,0.396,0.020,0.294,0.743
238,ziemniaki;jajka,0.177,banany,0.389,0.062,0.350,0.900
239,ziemniaki;banany,0.146,jajka,0.432,0.062,0.425,0.983
240,jajka;banany,0.157,ziemniaki,0.401,0.062,0.395,0.985
241,ser żółty;płatki owsiane,0.078,jajka,0.432,0.032,0.410,0.950
242,ser żółty;jajka,0.176,płatki owsiane,0.210,0.032,0.182,0.866
243,płatki owsiane;jajka,0.080,ser żółty,0.418,0.032,0.400,0.957
244,jajka;chleb pełnoziarnisty,0.180,banany,0.389,0.067,0.372,0.957
245,jajka;banany,0.157,chleb pełnoziarnisty,0.414,0.067,0.427,1.031
246,chleb pełnoziarnisty;banany,0.158,jajka,0.432,0.067,0.424,0.982
247,ser żółty;ryż brązowy,0.171,mleko,0.434,0.076,0.444,1.024
248,ser żółty;mleko,0.194,ryż brązowy,0.412,0.076,0.392,0.951
249,ryż brązowy;mleko,0.181,ser żółty,0.418,0.076,0.420,1.005
250,płatki owsiane;ryż brązowy,0.070,chleb pełnoziarnisty,0.414,0.023,0.329,0.794
251,płatki owsiane;chleb pełnoziarnisty,0.073,ryż brązowy,0.412,0.023,0.315,0.765
252,oliwa z oliwek;chleb pełnoziarnisty,0.075,mleko,0.434,0.024,0.320,0.737
253,oliwa z oliwek;mleko,0.075,chleb pełnoziarnisty,0.414,0.024,0.320,0.773
254,ziemniaki;pomidory,0.075,jogurt naturalny,0.434,0.024,0.320,0.737
255,ziemniaki;jogurt naturalny,0.165,pomidory,0.196,0.024,0.145,0.742
256,pomidory;jogurt naturalny,0.074,ziemniaki,0.401,0.024,0.324,0.809
257,ziemniaki;pomidory,0.075,ser żółty,0.418,0.026,0.347,0.829
258,ziemniaki;ser żółty,0.159,pomidory,0.196,0.026,0.164,0.834
259,pomidory;ser żółty,0.065,ziemniaki,0.401,0.026,0.400,0.998
260,ziemniaki;jogurt naturalny,0.165,kurczak,0.192,0.025,0.152,0.789
261,ziemniaki;kurczak,0.065,jogurt naturalny,0.434,0.025,0.385,0.886
262,jogurt naturalny;kurczak,0.076,ziemniaki,0.401,0.025,0.329,0.820
263,ser żółty;makaron pełnoziarnisty,0.063,chleb pełnoziarnisty,0.414,0.020,0.317,0.767
264,ser żółty;kurczak,0.065,chleb pełnoziarnisty,0.414,0.020,0.308,0.743
265,pomidory;ser żółty,0.065,chleb pełnoziarnisty,0.414,0.023,0.354,0.855
266,pomidory;chleb pełnoziarnisty,0.076,ser żółty,0.418,0.023,0.303,0.724
267,ser żółty;chleb pełnoziarnisty,0.160,pomidory,0.196,0.023,0.144,0.733
268,chleb pełnoziarnisty;ogórki,0.163,mleko,0.434,0.064,0.393,0.905
269,chleb pełnoziarnisty;mleko,0.177,ogórki,0.396,0.064,0.362,0.913
270,ogórki;mleko,0.162,chleb pełnoziarnisty,0.414,0.064,0.395,0.954
271,płatki owsiane;chleb pełnoziarnisty,0.073,ogórki,0.396,0.024,0.329,0.830
272,płatki owsiane;ogórki,0.074,chleb pełnoziarnisty,0.414,0.024,0.324,0.783
273,chleb pełnoziarnisty;ogórki,0.163,płatki owsiane,0.210,0.024,0.147,0.701
274,oliwa z oliwek;mleko,0.075,kurczak,0.192,0.020,0.267,1.389
275,oliwa z oliwek;kurczak,0.047,mleko,0.434,0.020,0.426,0.980
276,mleko;kurczak,0.068,oliwa z oliwek,0.196,0.020,0.294,1.501
277,pomidory;ser żółty,0.065,ogórki,0.396,0.020,0.308,0.777
278,pomidory;ogórki,0.068,ser żółty,0.418,0.020,0.294,0.704
279,chleb pełnoziarnisty;jogurt naturalny,0.169,ogórki,0.396,0.065,0.385,0.971
280,chleb pełnoziarnisty;ogórki,0.163,jogurt naturalny,0.434,0.065,0.399,0.919
281,jogurt naturalny;ogórki,0.162,chleb pełnoziarnisty,0.414,0.065,0.401,0.969
282,oliwa z oliwek;jabłka,0.066,ryż brązowy,0.412,0.026,0.394,0.956
283,oliwa z oliwek;ryż brązowy,0.070,jabłka,0.407,0.026,0.371,0.913
284,jabłka;ryż brązowy,0.175,oliwa z oliwek,0.196,0.026,0.149,0.758
285,ziemniaki;płatki owsiane,0.080,ogórki,0.396,0.026,0.325,0.821
286,ziemniaki;ogórki,0.153,płatki owsiane,0.210,0.026,0.170,0.809
287,płatki owsiane;ogórki,0.074,ziemniaki,0.401,0.026,0.351,0.876
288,ser żółty;mleko,0.194,makaron pełnoziarnisty,0.183,0.030,0.155,0.845
289,ser żółty;makaron pełnoziarnisty,0.063,mleko,0.434,0.030,0.476,1.097
290,mleko;makaron pełnoziarnisty,0.071,ser żółty,0.418,0.030,0.423,1.011
291,jogurt naturalny;mleko,0.184,kurczak,0.192,0.027,0.147,0.764
292,jogurt naturalny;kurczak,0.076,mleko,0.434,0.027,0.355,0.819
293,mleko;kurczak,0.068,jogurt naturalny,0.434,0.027,0.397,0.915
294,jabłka;ryż brązowy,0.175,makaron pełnoziarnisty,0.183,0.029,0.166,0.906
295,jabłka;makaron pełnoziarnisty,0.066,ryż brązowy,0.412,0.029,0.439,1.066
296,ryż brązowy;makaron pełnoziarnisty,0.067,jabłka,0.407,0.029,0.433,1.063
297,ziemniaki;ser żółty,0.159,jajka,0.432,0.064,0.403,0.932
298,ziemniaki;jajka,0.177,ser żółty,0.418,0.064,0.362,0.865
299,ser żółty;jajka,0.176,ziemniaki,0.401,0.064,0.364,0.907
300,pomidory;ryż brązowy,0.063,chleb pełnoziarnisty,0.414,0.023,0.365,0.882
301,pomidory;chleb pełnoziarnisty,0.076,ryż brązowy,0.412,0.023,0.303,0.735
302,ryż brązowy;kurczak,0.060,jogurt naturalny,0.434,0.022,0.367,0.845
303,jogurt naturalny;kurczak,0.076,ryż brązowy,0.412,0.022,0.289,0.703
304,ser żółty;jajka,0.176,makaron pełnoziarnisty,0.183,0.024,0.136,0.745
305,ser żółty;makaron pełnoziarnisty,0.063,jajka,0.432,0.024,0.381,0.882
306,jajka;makaron pełnoziarnisty,0.067,ser żółty,0.418,0.024,0.358,0.857
307,jabłka;jajka,0.167,chleb pełnoziarnisty,0.414,0.059,0.353,0.853
308,jabłka;chleb pełnoziarnisty,0.162,jajka,0.432,0.059,0.364,0.843
309,jajka;chleb pełnoziarnisty,0.180,jabłka,0.407,0.059,0.328,0.805
310,ziemniaki;płatki owsiane,0.080,jajka,0.432,0.030,0.375,0.868
311,ziemniaki;jajka,0.177,płatki owsiane,0.210,0.030,0.169,0.807
312,płatki owsiane;jajka,0.080,ziemniaki,0.401,0.030,0.375,0.935
313,ziemniaki;ser żółty,0.159,mleko,0.434,0.081,0.509,1.174
314,ziemniaki;mleko,0.178,ser żółty,0.418,0.081,0.455,1.089
315,ser żółty;mleko,0.194,ziemniaki,0.401,0.081,0.418,1.041
316,ziemniaki;oliwa z oliwek,0.071,ser żółty,0.418,0.028,0.394,0.943
317,ziemniaki;ser żółty,0.159,oliwa z oliwek,0.196,0.028,0.176,0.898
318,oliwa z oliwek;ser żółty,0.075,ziemniaki,0.401,0.028,0.373,0.931
319,pomidory;jogurt naturalny,0.074,kurczak,0.192,0.020,0.270,1.408
320,pomidory;kurczak,0.049,jogurt naturalny,0.434,0.020,0.408,0.940
321,jogurt naturalny;kurczak,0.076,pomidory,0.196,0.020,0.263,1.343
322,ziemniaki;jabłka,0.160,mleko,0.434,0.077,0.481,1.109
323,ziemniaki;mleko,0.178,jabłka,0.407,0.077,0.433,1.063
324,jabłka;mleko,0.170,ziemniaki,0.401,0.077,0.453,1.130
325,jabłka;płatki owsiane,0.082,ryż brązowy,0.412,0.026,0.317,0.770
326,jabłka;ryż brązowy,0.175,płatki owsiane,0.210,0.026,0.149,0.707
327,płatki owsiane;ryż brązowy,0.070,jabłka,0.407,0.026,0.371,0.913
328,płatki owsiane;jajka,0.080,mleko,0.434,0.025,0.313,0.720
329,płatki owsiane;mleko,0.079,jajka,0.432,0.025,0.316,0.733
330,ser żółty;ogórki,0.172,banany,0.389,0.071,0.413,1.061
331,ser żółty;banany,0.163,ogórki,0.396,0.071,0.436,1.100
332,ogórki;banany,0.156,ser żółty,0.418,0.071,0.455,1.089
333,ryż brązowy;ogórki,0.169,mleko,0.434,0.074,0.438,1.009
334,ryż brązowy;mleko,0.181,ogórki,0.396,0.074,0.409,1.032
335,ogórki;mleko,0.162,ryż brązowy,0.412,0.074,0.457,1.109
336,jabłka;jogurt naturalny,0.177,banany,0.389,0.058,0.328,0.842
337,jabłka;banany,0.160,jogurt naturalny,0.434,0.058,0.363,0.835
338,jogurt naturalny;banany,0.156,jabłka,0.407,0.058,0.372,0.914
339,oliwa z oliwek;jogurt naturalny,0.085,kurczak,0.192,0.020,0.235,1.225
340,oliwa z oliwek;kurczak,0.047,jogurt naturalny,0.434,0.020,0.426,0.980
341,jogurt naturalny;kurczak,0.076,oliwa z oliwek,0.196,0.020,0.263,1.343
342,oliwa z oliwek;jabłka,0.066,jogurt naturalny,0.434,0.030,0.455,1.047
