id,support,pattern
184,0.009,white bread;salty snack
185,0.021,bottled beer;coffee
186,0.009,waffles;fruit/vegetable juice
187,0.016,canned beer;ham
188,0.010,curd;beverages
189,0.008,packaged fruit/vegetables;sausage
190,0.016,yogurt;hygiene articles
191,0.050,curd;rolls/buns
192,0.011,cream cheese;dessert
193,0.018,frozen vegetables;pip fruit
194,0.012,citrus fruit;ice cream
195,0.015,pastry;sugar
196,0.009,cat food;fruit/vegetable juice
197,0.056,sausage;root vegetables
198,0.008,tropical fruit;pickled vegetables
199,0.026,pastry;fruit/vegetable juice
200,0.008,sliced cheese;onions
201,0.014,citrus fruit;oil
202,0.009,salty snack;coffee
203,0.011,salt;whole milk
204,0.009,pastry;herbs
205,0.014,cat food;tropical fruit
206,0.008,candy;butter
207,0.072,pip fruit;other vegetables
208,0.010,yogurt;pot plants
209,0.014,long life bakery product;bottled water
210,0.008,bottled water;seasonal products
211,0.018,soft cheese;other vegetables
212,0.009,liquor (appetizer);whole milk
213,0.016,chocolate;whipped/sour cream
214,0.012,hygiene articles;bottled water
215,0.010,dessert;coffee
216,0.011,napkins;frankfurter
217,0.017,newspapers;margarine
218,0.024,yogurt;berries
219,0.019,newspapers;chicken
220,0.014,curd;uht-milk
221,0.010,bottled beer;meat
222,0.055,bottled beer;soda
223,0.044,fruit/vegetable juice;soda
224,0.027,hygiene articles;whole milk
225,0.052,other vegetables;newspapers
226,0.046,pastry;tropical fruit
227,0.010,processed cheese;sausage
228,0.010,fruit/vegetable juice;meat
229,0.034,chicken;soda
230,0.016,hard cheese;root vegetables
231,0.008,beef;meat
232,0.023,white bread;sausage
233,0.120,yogurt;other vegetables
234,0.043,beef;soda
235,0.027,napkins;soda
236,0.010,hygiene articles;newspapers
237,0.191,other vegetables;whole milk
238,0.010,dog food;whole milk
239,0.016,specialty chocolate;bottled water
240,0.008,hard cheese;cream cheese
241,0.016,yogurt;specialty chocolate
242,0.012,processed cheese;bottled water
243,0.008,sliced cheese;whipped/sour cream
244,0.094,other vegetables;bottled water
245,0.033,onions;rolls/buns
246,0.019,frankfurter;fruit/vegetable juice
247,0.010,margarine;sugar
248,0.008,ice cream;margarine
249,0.018,pastry;cream cheese
250,0.008,hard cheese;fruit/vegetable juice
251,0.016,fruit/vegetable juice;berries
252,0.011,napkins;butter
253,0.017,brown bread;dessert
254,0.017,frozen vegetables;pastry
255,0.008,waffles;cream cheese
256,0.015,hard cheese;tropical fruit
257,0.057,tropical fruit;root vegetables
258,0.038,canned beer;pastry
259,0.017,chocolate;pastry
260,0.011,hamburger meat;fruit/vegetable juice
261,0.019,hamburger meat;tropical fruit
262,0.016,pot plants;whole milk
263,0.011,shopping bags;frozen meals
264,0.011,beef;berries
265,0.020,specialty bar;rolls/buns
266,0.019,chicken;butter
267,0.013,uht-milk;domestic eggs
268,0.009,shopping bags;misc. beverages
269,0.019,yogurt;grapes
270,0.013,tropical fruit;hygiene articles
271,0.011,pip fruit;grapes
272,0.008,onions;napkins
273,0.008,beef;ham
274,0.012,pork;cream cheese
275,0.011,bottled beer;candy
276,0.014,spread cheese;whole milk
277,0.009,whipped/sour cream;chewing gum
278,0.011,whipped/sour cream;salty snack
279,0.009,curd;sugar
280,0.033,pip fruit;bottled beer
281,0.009,canned beer;hygiene articles
282,0.012,soft cheese;soda
283,0.010,yogurt;pickled vegetables
284,0.010,frozen vegetables;berries
285,0.027,canned beer;frankfurter
286,0.009,butter milk;fruit/vegetable juice
287,0.011,uht-milk;butter
288,0.014,newspapers;dessert
289,0.049,yogurt;bottled beer
290,0.057,yogurt;pip fruit
291,0.020,shopping bags;cream cheese
292,0.014,shopping bags;onions
293,0.014,canned beer;berries
294,0.009,uht-milk;chocolate
295,0.009,pasta;root vegetables
296,0.025,beef;pastry
297,0.008,flour;brown bread
298,0.019,beef;canned beer
299,0.013,misc. beverages;root vegetables
300,0.012,bottled beer;oil
301,0.010,brown bread;waffles
302,0.008,domestic eggs;ice cream
303,0.011,domestic eggs;oil
304,0.033,butter;root vegetables
305,0.011,bottled beer;ice cream
306,0.036,yogurt;coffee
307,0.008,chocolate;onions
308,0.012,white bread;curd
309,0.018,frozen vegetables;frankfurter
310,0.014,newspapers;salty snack
311,0.008,domestic eggs;candy
312,0.024,pip fruit;coffee
313,0.012,yogurt;baking powder
314,0.022,tropical fruit;berries
315,0.009,curd;long life bakery product
316,0.009,flour;sausage
317,0.010,white bread;dessert
318,0.022,sliced cheese;other vegetables
319,0.009,liquor (appetizer);soda
320,0.014,onions;citrus fruit
321,0.011,bottled beer;specialty chocolate
322,0.017,butter milk;root vegetables
323,0.008,pork;herbs
324,0.017,tropical fruit;meat
325,0.008,long life bakery product;chocolate
326,0.012,uht-milk;margarine
327,0.016,citrus fruit;ham
328,0.012,citrus fruit;grapes
329,0.025,canned beer;butter
330,0.011,onions;fruit/vegetable juice
331,0.014,citrus fruit;candy
332,0.010,long life bakery product;domestic eggs
333,0.021,oil;soda
334,0.011,soft cheese;root vegetables
335,0.013,sliced cheese;pastry
336,0.091,rolls/buns;root vegetables
337,0.048,cream cheese;whole milk
338,0.010,shopping bags;sugar
339,0.055,frankfurter;rolls/buns
340,0.008,beef;oil
341,0.019,pork;fruit/vegetable juice
342,0.023,brown bread;pork
343,0.008,white wine;bottled water
344,0.008,shopping bags;processed cheese
345,0.008,bottled water;semi-finished bread
346,0.015,brown bread;chicken
347,0.020,brown bread;domestic eggs
348,0.037,ham;whole milk
349,0.045,yogurt;butter
350,0.008,salt;soda
351,0.008,grapes;chicken
352,0.008,long life bakery product;chicken
353,0.028,brown bread;citrus fruit
354,0.009,frozen fish;rolls/buns
355,0.082,tropical fruit;soda
356,0.011,liquor;soda
357,0.020,beef;frankfurter
358,0.008,pip fruit;pasta
359,0.016,tropical fruit;ham
360,0.009,roll products;other vegetables
361,0.042,yogurt;frankfurter
362,0.046,citrus fruit;tropical fruit
363,0.018,other vegetables;red/blush wine
364,0.011,yogurt;pasta
365,0.034,newspapers;bottled water
366,0.039,fruit/vegetable juice;root vegetables
367,0.020,rolls/buns;oil
368,0.041,uht-milk;whole milk
369,0.015,whipped/sour cream;napkins
370,0.028,root vegetables;coffee
371,0.008,chocolate;berries
372,0.019,candy;soda
373,0.018,frozen vegetables;bottled beer
374,0.014,long life bakery product;citrus fruit
375,0.023,whipped/sour cream;margarine
376,0.015,cream cheese;butter
377,0.017,other vegetables;semi-finished bread
378,0.030,soda;dessert
379,0.009,zwieback;whole milk
380,0.056,pork;other vegetables
381,0.044,domestic eggs;soda
382,0.015,pot plants;other vegetables
383,0.011,pip fruit;specialty chocolate
384,0.008,napkins;berries
385,0.014,pork;napkins
386,0.011,canned fish;soda
387,0.087,pip fruit;whole milk
388,0.015,sausage;misc. beverages
389,0.016,shopping bags;napkins
390,0.151,yogurt;whole milk
391,0.010,sliced cheese;pip fruit
392,0.009,specialty bar;fruit/vegetable juice
393,0.015,uht-milk;frankfurter
394,0.032,hamburger meat;rolls/buns
395,0.038,chocolate;other vegetables
396,0.014,yogurt;soft cheese
397,0.013,frozen vegetables;coffee
398,0.027,pip fruit;frankfurter
399,0.013,pickled vegetables;rolls/buns
400,0.077,other vegetables;citrus fruit
401,0.024,brown bread;newspapers
402,0.008,ham;margarine
403,0.018,curd;margarine
404,0.014,napkins;newspapers
405,0.013,domestic eggs;meat
406,0.015,shopping bags;butter milk
407,0.008,onions;dessert
408,0.022,citrus fruit;coffee
409,0.011,pastry;oil
410,0.009,beef;ice cream
411,0.013,whipped/sour cream;sugar
412,0.011,canned beer;specialty chocolate
413,0.017,whipped/sour cream;hamburger meat
414,0.008,chewing gum;coffee
415,0.012,other vegetables;frozen fish
416,0.018,pickled vegetables;whole milk
417,0.009,citrus fruit;pickled vegetables
418,0.008,uht-milk;salty snack
419,0.036,curd;tropical fruit
420,0.022,domestic eggs;frankfurter
421,0.016,yogurt;white wine
422,0.009,canned fish;yogurt
423,0.012,frozen meals;pip fruit
424,0.047,shopping bags;root vegetables
425,0.013,flour;rolls/buns
426,0.023,shopping bags;fruit/vegetable juice
427,0.009,hamburger meat;chicken
428,0.015,sausage;ice cream
429,0.034,domestic eggs;tropical fruit
430,0.011,domestic eggs;ham
431,0.019,beef;shopping bags
432,0.029,candy;whole milk
433,0.015,frozen vegetables;domestic eggs
434,0.021,beef;bottled beer
435,0.023,beef;whipped/sour cream
436,0.011,ice cream;butter
437,0.009,pastry;chewing gum
438,0.014,chocolate;fruit/vegetable juice
439,0.009,soft cheese;pip fruit
440,0.015,bottled beer;ham
441,0.025,sausage;coffee
442,0.015,pip fruit;onions
443,0.021,napkins;bottled water
444,0.011,onions;chicken
445,0.011,frozen meals;fruit/vegetable juice
446,0.018,uht-milk;sausage
447,0.013,oil;root vegetables
448,0.012,white bread;chicken
449,0.010,other vegetables;seasonal products
450,0.013,beef;coffee
451,0.009,bottled water;red/blush wine
452,0.023,pip fruit;butter
453,0.010,sliced cheese;fruit/vegetable juice
454,0.025,bottled beer;frankfurter
455,0.024,yogurt;onions
456,0.010,rolls/buns;seasonal products
457,0.021,yogurt;ham
458,0.014,sausage;grapes
459,0.034,pork;root vegetables
460,0.012,long life bakery product;pork
461,0.023,rolls/buns;misc. beverages
462,0.013,sausage;candy
463,0.008,roll products;soda
464,0.032,shopping bags;pip fruit
465,0.012,pip fruit;ham
466,0.012,newspapers;sugar
467,0.025,waffles;rolls/buns
468,0.009,beef;grapes
469,0.032,curd;sausage
470,0.070,pastry;rolls/buns
471,0.009,yogurt;condensed milk
472,0.015,whipped/sour cream;cream cheese
473,0.054,other vegetables;domestic eggs
474,0.008,chicken;berries
475,0.026,hard cheese;other vegetables
476,0.020,frozen vegetables;whipped/sour cream
477,0.009,canned vegetables;rolls/buns
478,0.014,brown bread;chocolate
479,0.011,white bread;beverages
480,0.020,chocolate;root vegetables
481,0.009,long life bakery product;newspapers
482,0.012,packaged fruit/vegetables;rolls/buns
483,0.013,whipped/sour cream;onions
484,0.009,pot plants;soda
485,0.023,newspapers;butter
486,0.009,beef;candy
487,0.008,curd;hard cheese
488,0.012,pastry;ice cream
489,0.010,ham;butter
490,0.008,rolls/buns;cling film/bags
491,0.041,whole milk;dessert
492,0.015,frozen meals;root vegetables
493,0.019,white bread;citrus fruit
494,0.009,margarine;salty snack
495,0.022,berries;root vegetables
496,0.011,curd;salty snack
497,0.016,domestic eggs;butter
498,0.010,newspapers;misc. beverages
499,0.010,pastry;red/blush wine
500,0.017,chocolate;frankfurter
501,0.147,other vegetables;rolls/buns
502,0.069,shopping bags;rolls/buns
503,0.019,soft cheese;whole milk
504,0.023,other vegetables;candy
505,0.042,rolls/buns;chicken
506,0.008,frozen vegetables;hard cheese
507,0.040,whipped/sour cream;root vegetables
508,0.014,margarine;coffee
509,0.011,shopping bags;candy
510,0.035,whipped/sour cream;bottled water
511,0.034,shopping bags;canned beer
512,0.112,bottled water;whole milk
513,0.009,hamburger meat;margarine
514,0.010,white bread;frozen vegetables
515,0.018,bottled beer;cream cheese
516,0.025,other vegetables;grapes
517,0.017,citrus fruit;sugar
518,0.012,fruit/vegetable juice;cream cheese
519,0.008,shopping bags;grapes
520,0.010,shopping bags;hygiene articles
521,0.055,whole milk;coffee
522,0.009,pork;meat
523,0.008,ice cream;frankfurter
524,0.042,yogurt;brown bread
525,0.015,grapes;root vegetables
526,0.015,beverages;bottled water
527,0.008,bottled water;pasta
528,0.008,napkins;dessert
529,0.024,cat food;other vegetables
530,0.015,canned fish;whole milk
531,0.020,onions;root vegetables
532,0.046,pork;soda
533,0.009,frankfurter;dessert
534,0.008,white wine;fruit/vegetable juice
535,0.066,butter;whole milk
536,0.015,uht-milk;canned beer
537,0.070,domestic eggs;whole milk
538,0.021,pastry;coffee
539,0.017,hygiene articles;soda
540,0.021,bottled water;cream cheese
541,0.017,shopping bags;uht-milk
542,0.009,soft cheese;tropical fruit
543,0.012,domestic eggs;napkins
544,0.019,white bread;shopping bags
545,0.008,curd;specialty bar
546,0.024,bottled beer;fruit/vegetable juice
547,0.047,canned beer;root vegetables
548,0.040,canned beer;bottled water
549,0.073,shopping bags;other vegetables
550,0.031,sausage;frankfurter
551,0.028,frozen meals;rolls/buns
552,0.030,oil;whole milk
553,0.016,citrus fruit;specialty chocolate
554,0.019,citrus fruit;napkins
555,0.008,pork;cat food
556,0.008,frankfurter;red/blush wine
557,0.019,yogurt;specialty bar
558,0.062,fruit/vegetable juice;whole milk
559,0.008,coffee;meat
560,0.021,other vegetables;chewing gum
561,0.010,butter milk;bottled beer
562,0.009,yogurt;frozen dessert
563,0.016,waffles;sausage
564,0.021,sausage;sugar
565,0.018,beef;pork
566,0.034,yogurt;frozen vegetables
567,0.021,beef;butter
568,0.010,cat food;bottled beer
569,0.013,curd;frozen vegetables
570,0.048,white bread;whole milk
571,0.012,frozen meals;canned beer
572,0.008,chocolate;napkins
573,0.008,spread cheese;soda
574,0.016,white bread;brown bread
575,0.014,frozen fish;whole milk
576,0.017,beverages;root vegetables
577,0.016,onions;bottled water
578,0.017,shopping bags;berries
579,0.011,canned beer;waffles
580,0.008,pork;specialty chocolate
581,0.008,white wine;newspapers
582,0.020,frankfurter;coffee
583,0.009,pip fruit;specialty bar
584,0.009,frozen vegetables;onions
585,0.019,hard cheese;soda
586,0.019,pastry;dessert
587,0.008,canned fish;tropical fruit
588,0.010,domestic eggs;sugar
589,0.009,white bread;fruit/vegetable juice
590,0.025,tropical fruit;cream cheese
591,0.030,citrus fruit;frankfurter
592,0.067,other vegetables;canned beer
593,0.023,specialty chocolate;soda
594,0.016,beef;domestic eggs
595,0.012,bottled water;misc. beverages
596,0.009,mustard;rolls/buns
597,0.014,white bread;domestic eggs
598,0.023,white bread;tropical fruit
599,0.008,brown bread;candy
600,0.039,uht-milk;other vegetables
601,0.008,white wine;frankfurter
602,0.018,sliced cheese;soda
603,0.028,frozen meals;other vegetables
604,0.053,brown bread;rolls/buns
605,0.011,napkins;margarine
606,0.010,semi-finished bread;root vegetables
607,0.077,sausage;soda
608,0.029,rolls/buns;berries
609,0.093,other vegetables;sausage
610,0.042,canned beer;tropical fruit
611,0.030,frozen vegetables;root vegetables
612,0.039,frankfurter;root vegetables
613,0.008,curd;oil
614,0.012,canned vegetables;whole milk
615,0.009,beverages;margarine
616,0.010,whipped/sour cream;specialty bar
617,0.012,chocolate;butter
618,0.076,yogurt;tropical fruit
619,0.020,semi-finished bread;whole milk
620,0.008,salt;rolls/buns
621,0.012,bottled beer;misc. beverages
622,0.012,frozen meals;pastry
623,0.008,packaged fruit/vegetables;tropical fruit
624,0.015,sausage;meat
625,0.017,frozen vegetables;pork
626,0.014,whipped/sour cream;waffles
627,0.010,domestic eggs;specialty chocolate
628,0.044,pip fruit;tropical fruit
629,0.072,yogurt;root vegetables
630,0.011,brown bread;grapes
631,0.027,citrus fruit;butter
632,0.014,canned beer;dessert
633,0.015,packaged fruit/vegetables;whole milk
634,0.020,shopping bags;chicken
635,0.024,citrus fruit;domestic eggs
636,0.009,condensed milk;soda
637,0.010,misc. beverages;coffee
638,0.010,domestic eggs;waffles
639,0.030,shopping bags;pastry
640,0.018,sausage;berries
641,0.045,pip fruit;root vegetables
642,0.015,other vegetables;baking powder
643,0.035,shopping bags;citrus fruit
644,0.012,curd;cream cheese
645,0.008,beef;onions
646,0.011,ham;frankfurter
647,0.016,frankfurter;chicken
648,0.009,frozen vegetables;frozen meals
649,0.010,curd;chocolate
650,0.024,long life bakery product;soda
651,0.013,citrus fruit;meat
652,0.014,tropical fruit;specialty bar
653,0.011,curd;hamburger meat
654,0.027,yogurt;dessert
655,0.027,brown bread;pip fruit
656,0.042,whipped/sour cream;tropical fruit
657,0.087,canned beer;whole milk
658,0.016,pip fruit;dessert
659,0.008,rolls/buns;candles
660,0.010,pet care;whole milk
661,0.015,sausage;ham
662,0.065,citrus fruit;soda
663,0.011,beverages;citrus fruit
664,0.030,chocolate;soda
665,0.008,ice cream;newspapers
666,0.035,rolls/buns;dessert
667,0.013,seasonal products;whole milk
668,0.009,cake bar;soda
669,0.014,pastry;ham
670,0.011,pastry;hygiene articles
671,0.013,sausage;hygiene articles
672,0.018,rolls/buns;red/blush wine
673,0.043,rolls/buns;coffee
674,0.009,hard cheese;frankfurter
675,0.055,yogurt;shopping bags
676,0.035,whole milk;meat
677,0.151,whole milk;soda
678,0.015,whipped/sour cream;dessert
679,0.009,pork;sugar
680,0.008,beef;frozen meals
681,0.066,yogurt;bottled water
682,0.116,tropical fruit;whole milk
683,0.037,pastry;citrus fruit
684,0.010,condensed milk;rolls/buns
685,0.041,pip fruit;bottled water
686,0.009,hygiene articles;frankfurter
687,0.029,other vegetables;salty snack
688,0.015,pip fruit;waffles
689,0.009,waffles;margarine
690,0.039,whipped/sour cream;sausage
691,0.013,grapes;bottled water
692,0.008,curd;misc. beverages
693,0.034,salty snack;whole milk
694,0.008,photo/film;soda
695,0.018,hamburger meat;sausage
696,0.010,canned beer;specialty bar
697,0.009,ice cream;fruit/vegetable juice
698,0.024,yogurt;waffles
699,0.021,pastry;chicken
700,0.012,citrus fruit;hygiene articles
701,0.031,pip fruit;whipped/sour cream
702,0.009,frozen vegetables;sugar
703,0.013,ham;newspapers
704,0.014,pastry;meat
705,0.048,yogurt;whipped/sour cream
706,0.017,yogurt;ice cream
707,0.012,beverages;pastry
708,0.009,beverages;domestic eggs
709,0.011,onions;butter
710,0.035,brown bread;sausage
711,0.011,frozen meals;whipped/sour cream
712,0.079,rolls/buns;bottled water
713,0.070,brown bread;whole milk
714,0.010,ham;fruit/vegetable juice
715,0.008,house keeping products;whole milk
716,0.021,herbs;whole milk
717,0.028,beverages;whole milk
718,0.018,whipped/sour cream;chicken
719,0.013,hamburger meat;canned beer
720,0.014,canned beer;ice cream
721,0.027,whipped/sour cream;pastry
722,0.020,flour;whole milk
723,0.012,frozen vegetables;dessert
724,0.021,whipped/sour cream;domestic eggs
725,0.009,grapes;butter
726,0.034,canned beer;citrus fruit
727,0.010,pork;misc. beverages
728,0.017,beverages;tropical fruit
729,0.008,frankfurter;meat
730,0.016,tropical fruit;candy
731,0.051,frankfurter;soda
732,0.012,pip fruit;ice cream
733,0.030,whipped/sour cream;citrus fruit
734,0.012,brown bread;salty snack
735,0.024,shopping bags;margarine
736,0.031,domestic eggs;bottled water
737,0.011,specialty chocolate;frankfurter
738,0.018,pastry;berries
739,0.008,dish cleaner;rolls/buns
740,0.036,napkins;rolls/buns
741,0.011,uht-milk;newspapers
742,0.035,brown bread;tropical fruit
743,0.050,other vegetables;margarine
744,0.016,flour;other vegetables
745,0.009,beef;dessert
746,0.009,long life bakery product;butter
747,0.047,pastry;root vegetables
748,0.011,uht-milk;fruit/vegetable juice
749,0.010,dish cleaner;whole milk
750,0.010,sausage;herbs
751,0.011,beef;butter milk
752,0.043,napkins;whole milk
753,0.015,tropical fruit;grapes
754,0.008,ice cream;coffee
755,0.011,shopping bags;ice cream
756,0.009,specialty chocolate;butter
757,0.038,canned beer;sausage
758,0.033,sausage;butter
759,0.042,yogurt;pork
760,0.029,pip fruit;pork
761,0.012,beverages;brown bread
762,0.013,long life bakery product;bottled beer
763,0.010,chicken;cream cheese
764,0.024,shopping bags;whipped/sour cream
765,0.008,long life bakery product;coffee
766,0.015,onions;bottled beer
767,0.033,beef;root vegetables
768,0.025,specialty bar;whole milk
769,0.008,canned beer;chewing gum
770,0.015,citrus fruit;berries
771,0.009,canned fish;root vegetables
772,0.011,whipped/sour cream;ice cream
773,0.009,hard cheese;bottled beer
774,0.009,onions;coffee
775,0.017,pork;frankfurter
776,0.035,hamburger meat;other vegetables
777,0.011,detergent;soda
778,0.060,brown bread;other vegetables
779,0.063,pastry;soda
780,0.015,beverages;sausage
781,0.058,whipped/sour cream;rolls/buns
782,0.009,white bread;hamburger meat
783,0.035,domestic eggs;root vegetables
784,0.008,detergent;root vegetables
785,0.010,tropical fruit;frozen fish
786,0.021,tropical fruit;waffles
787,0.022,pip fruit;domestic eggs
788,0.009,newspapers;oil
789,0.012,pasta;soda
790,0.020,pip fruit;chicken
791,0.013,pastry;specialty chocolate
792,0.013,tropical fruit;chewing gum
793,0.008,turkey;other vegetables
794,0.019,sausage;napkins
795,0.008,soft cheese;shopping bags
796,0.041,pip fruit;pastry
797,0.017,soft cheese;rolls/buns
798,0.008,whipped/sour cream;hygiene articles
799,0.013,beverages;whipped/sour cream
800,0.038,frankfurter;bottled water
801,0.030,brown bread;canned beer
802,0.027,frozen vegetables;bottled water
803,0.010,beef;napkins
804,0.008,sliced cheese;bottled beer
805,0.017,uht-milk;pip fruit
806,0.043,yogurt;domestic eggs
807,0.045,citrus fruit;bottled water
808,0.046,citrus fruit;root vegetables
809,0.011,packaged fruit/vegetables;other vegetables
810,0.091,shopping bags;whole milk
811,0.058,yogurt;pastry
812,0.037,shopping bags;sausage
813,0.008,hamburger meat;cream cheese
814,0.018,frozen meals;tropical fruit
815,0.012,other vegetables;pasta
816,0.022,curd;pip fruit
817,0.011,chocolate;coffee
818,0.012,pork;oil
819,0.021,yogurt;frozen meals
820,0.012,canned beer;grapes
821,0.040,other vegetables;cream cheese
822,0.013,frozen vegetables;butter
823,0.012,other vegetables;spread cheese
824,0.022,whole milk;red/blush wine
825,0.012,brown bread;uht-milk
826,0.026,canned beer;domestic eggs
827,0.011,brown bread;hamburger meat
828,0.033,frozen meals;whole milk
829,0.016,brown bread;margarine
830,0.009,pork;hard cheese
831,0.009,candles;whole milk
832,0.031,yogurt;chicken
833,0.019,curd;newspapers
834,0.015,shopping bags;salty snack
835,0.009,yogurt;seasonal products
836,0.044,pastry;bottled water
837,0.054,fruit/vegetable juice;rolls/buns
838,0.010,white bread;cream cheese
839,0.058,yogurt;citrus fruit
840,0.050,rolls/buns;butter
841,0.016,frozen meals;sausage
842,0.016,domestic eggs;chicken
843,0.013,domestic eggs;berries
844,0.012,canned beer;candy
845,0.008,canned fish;citrus fruit
846,0.034,pip fruit;citrus fruit
847,0.008,sliced cheese;frankfurter
848,0.026,beef;bottled water
849,0.067,canned beer;rolls/buns
850,0.012,rolls/buns;herbs
851,0.008,fruit/vegetable juice;candy
852,0.088,tropical fruit;rolls/buns
853,0.026,bottled beer;newspapers
854,0.019,curd;fruit/vegetable juice
855,0.120,rolls/buns;soda
856,0.014,other vegetables;detergent
857,0.049,sausage;bottled water
858,0.008,domestic eggs;hygiene articles
859,0.014,brown bread;cream cheese
860,0.023,rolls/buns;meat
861,0.017,misc. beverages;soda
862,0.014,pork;coffee
863,0.008,canned vegetables;other vegetables
864,0.018,white bread;canned beer
865,0.012,long life bakery product;frankfurter
866,0.027,rolls/buns;sugar
867,0.012,white bread;margarine
868,0.013,shopping bags;waffles
869,0.011,frozen meals;brown bread
870,0.024,pork;bottled beer
871,0.010,shopping bags;chewing gum
872,0.024,beverages;rolls/buns
873,0.012,frozen vegetables;napkins
874,0.008,fruit/vegetable juice;grapes
875,0.050,chicken;whole milk
876,0.017,chocolate;bottled beer
877,0.014,onions;frankfurter
878,0.008,yogurt;frozen fish
879,0.008,turkey;soda
