id,support,pattern
302,0.05,pomidory;chleb;mleko;makaron
303,0.06,kawa;chleb;sól;majonez
304,0.04,pomidory;jajka;majonez;cukier
305,0.01,pomidory;olej;majonez;cukier
306,0.07,olej;mleko;jajka;cukier
307,0.1,pomidory;olej;mleko;makaron
308,0.03,pomidory;kukurydza;majonez;cukier
309,0.07,pomidory;makaron;jajka;majonez
310,0.05,olej;makaron;majonez;cukier
311,0.05,chleb;makaron;jajka;cukier
312,0.06,kukurydza;mleko;makaron;majonez
313,0.06,kawa;kukurydza;chleb;mleko
314,0.04,pomidory;kukurydza;mleko;majonez
315,0.08,kawa;pomidory;olej;mleko
316,0.05,chleb;jajka;majonez;cukier
317,0.07,pomidory;kukurydza;chleb;makaron
318,0.08,kawa;kukurydza;jajka;cukier
319,0.08,pomidory;kukurydza;olej;sól
320,0.05,kukurydza;olej;mleko;jajka
321,0.1,pomidory;olej;makaron;jajka
322,0.07,kawa;pomidory;mleko;cukier
323,0.06,pomidory;kukurydza;sól;cukier
324,0.05,kawa;kukurydza;makaron;majonez
325,0.08,kukurydza;mleko;jajka;cukier
326,0.04,kukurydza;mleko;jajka;sól
327,0.02,kawa;kukurydza;olej;chleb
328,0.09,kukurydza;makaron;majonez;cukier
329,0.07,olej;chleb;makaron;sól
330,0.08,kukurydza;makaron;sól;majonez
331,0.04,pomidory;olej;chleb;majonez
332,0.06,kukurydza;mleko;makaron;jajka
333,0.06,kukurydza;mleko;jajka;majonez
334,0.04,kukurydza;olej;mleko;majonez
335,0.1,olej;mleko;makaron;jajka
336,0.05,olej;mleko;jajka;majonez
337,0.06,chleb;makaron;jajka;sól
338,0.04,kawa;kukurydza;jajka;sól
339,0.08,pomidory;olej;makaron;majonez
340,0.06,kawa;pomidory;olej;majonez
341,0.07,pomidory;kukurydza;mleko;jajka
342,0.05,pomidory;jajka;sól;cukier
343,0.04,kawa;mleko;sól;cukier
344,0.02,kawa;makaron;sól;cukier
345,0.09,olej;mleko;makaron;majonez
346,0.1,pomidory;kukurydza;makaron;cukier
347,0.08,olej;makaron;jajka;cukier
348,0.08,kukurydza;jajka;majonez;cukier
349,0.05,makaron;jajka;majonez;cukier
350,0.07,kawa;pomidory;kukurydza;sól
351,0.04,kawa;chleb;mleko;cukier
352,0.09,pomidory;chleb;mleko;jajka
353,0.05,pomidory;mleko;jajka;sól
354,0.07,kawa;olej;chleb;makaron
355,0.05,kawa;chleb;makaron;majonez
356,0.08,kawa;pomidory;chleb;jajka
357,0.08,kukurydza;chleb;makaron;cukier
358,0.05,kukurydza;chleb;sól;majonez
359,0.03,kawa;kukurydza;olej;majonez
360,0.05,kukurydza;makaron;jajka;sól
361,0.02,olej;jajka;majonez;cukier
362,0.1,kukurydza;makaron;jajka;cukier
363,0.04,olej;chleb;makaron;cukier
364,0.05,kawa;kukurydza;olej;jajka
365,0.09,kawa;olej;chleb;sól
366,0.05,pomidory;olej;chleb;mleko
367,0.04,pomidory;chleb;sól;cukier
368,0.1,olej;makaron;jajka;sól
369,0.05,pomidory;olej;mleko;cukier
370,0.07,kawa;kukurydza;mleko;makaron
371,0.04,kawa;kukurydza;makaron;jajka
372,0.07,pomidory;kukurydza;chleb;cukier
373,0.08,kukurydza;jajka;sól;majonez
374,0.05,kukurydza;olej;sól;cukier
375,0.05,kukurydza;chleb;majonez;cukier
376,0.06,chleb;mleko;sól;cukier
377,0.06,kawa;chleb;mleko;sól
378,0.05,kukurydza;chleb;makaron;sól
379,0.07,kawa;pomidory;mleko;sól
380,0.1,pomidory;olej;chleb;jajka
381,0.07,chleb;mleko;jajka;majonez
382,0.06,pomidory;chleb;jajka;majonez
383,0.08,pomidory;olej;jajka;sól
384,0.08,pomidory;olej;jajka;cukier
385,0.03,olej;chleb;majonez;cukier
386,0.06,olej;chleb;sól;majonez
387,0.02,pomidory;chleb;mleko;majonez
388,0.08,kawa;chleb;jajka;sól
389,0.03,kawa;chleb;jajka;cukier
390,0.07,pomidory;olej;mleko;sól
391,0.09,kukurydza;sól;majonez;cukier
392,0.05,kawa;makaron;jajka;cukier
393,0.07,mleko;jajka;sól;majonez
394,0.06,makaron;sól;majonez;cukier
395,0.1,pomidory;kukurydza;mleko;makaron
396,0.06,pomidory;chleb;makaron;cukier
397,0.02,kawa;jajka;majonez;cukier
398,0.08,pomidory;olej;chleb;makaron
399,0.09,kawa;pomidory;jajka;sól
400,0.11,olej;makaron;jajka;majonez
401,0.06,pomidory;olej;mleko;majonez
402,0.07,pomidory;mleko;makaron;cukier
403,0.1,makaron;jajka;sól;majonez
404,0.04,kawa;kukurydza;mleko;sól
405,0.1,kawa;olej;sól;majonez
406,0.05,olej;chleb;mleko;majonez
407,0.04,pomidory;kukurydza;olej;chleb
408,0.06,chleb;mleko;makaron;cukier
409,0.08,kawa;pomidory;kukurydza;cukier
410,0.08,pomidory;kukurydza;chleb;jajka
411,0.04,kawa;chleb;mleko;makaron
412,0.05,kawa;pomidory;makaron;cukier
413,0.06,pomidory;chleb;jajka;sól
414,0.02,pomidory;chleb;sól;majonez
415,0.07,kawa;pomidory;makaron;jajka
416,0.06,kukurydza;olej;jajka;majonez
417,0.03,olej;chleb;sól;cukier
418,0.07,kukurydza;olej;makaron;jajka
419,0.01,pomidory;mleko;majonez;cukier
420,0.05,pomidory;mleko;sól;majonez
421,0.08,pomidory;makaron;sól;majonez
422,0.06,chleb;mleko;sól;majonez
423,0.01,olej;mleko;sól;cukier
424,0.03,kukurydza;olej;chleb;majonez
425,0.07,kawa;pomidory;jajka;majonez
426,0.06,pomidory;kukurydza;chleb;mleko
427,0.08,pomidory;kukurydza;olej;makaron
428,0.04,chleb;makaron;majonez;cukier
429,0.03,pomidory;makaron;majonez;cukier
430,0.08,pomidory;kukurydza;makaron;sól
431,0.04,pomidory;olej;sól;cukier
432,0.04,kawa;pomidory;chleb;majonez
433,0.09,kawa;olej;mleko;jajka
434,0.07,kawa;mleko;makaron;majonez
435,0.05,chleb;mleko;majonez;cukier
436,0.05,kawa;olej;makaron;cukier
437,0.07,mleko;makaron;jajka;cukier
438,0.07,pomidory;mleko;makaron;jajka
439,0.06,kawa;chleb;makaron;sól
440,0.06,kawa;pomidory;sól;majonez
441,0.07,kawa;kukurydza;olej;sól
442,0.04,kawa;olej;majonez;cukier
443,0.02,pomidory;chleb;majonez;cukier
444,0.05,chleb;sól;majonez;cukier
445,0.07,kawa;pomidory;kukurydza;makaron
446,0.06,kawa;olej;chleb;majonez
447,0.09,kawa;olej;jajka;majonez
448,0.08,kawa;jajka;sól;majonez
449,0.05,kukurydza;olej;jajka;sól
450,0.09,kawa;pomidory;olej;jajka
451,0.02,kawa;pomidory;majonez;cukier
452,0.05,kawa;kukurydza;sól;cukier
453,0.09,kukurydza;chleb;mleko;jajka
454,0.05,olej;mleko;jajka;sól
455,0.07,chleb;mleko;makaron;jajka
456,0.08,chleb;jajka;sól;majonez
457,0.12,olej;makaron;sól;majonez
458,0.07,kukurydza;chleb;mleko;cukier
459,0.06,kawa;mleko;makaron;sól
460,0.12,pomidory;olej;makaron;sól
461,0.05,kawa;pomidory;kukurydza;chleb
462,0.04,kukurydza;olej;chleb;sól
463,0.03,kukurydza;olej;mleko;sól
464,0.07,pomidory;kukurydza;olej;cukier
465,0.03,mleko;jajka;majonez;cukier
466,0.05,kawa;pomidory;olej;cukier
467,0.06,mleko;sól;majonez;cukier
468,0.02,kawa;chleb;majonez;cukier
469,0.08,pomidory;chleb;makaron;jajka
470,0.04,mleko;makaron;sól;cukier
471,0.04,kawa;kukurydza;chleb;majonez
472,0.06,kawa;kukurydza;mleko;majonez
473,0.04,olej;chleb;mleko;sól
474,0.06,olej;chleb;jajka;cukier
475,0.07,kawa;kukurydza;jajka;majonez
476,0.08,olej;chleb;jajka;sól
477,0.02,pomidory;sól;majonez;cukier
478,0.05,pomidory;jajka;sól;majonez
479,0.07,pomidory;olej;jajka;majonez
480,0.08,kukurydza;mleko;makaron;sól
481,0.04,kawa;mleko;majonez;cukier
482,0.06,kukurydza;chleb;jajka;sól
483,0.07,olej;chleb;makaron;majonez
484,0.06,kukurydza;chleb;makaron;jajka
485,0.09,kukurydza;chleb;jajka;majonez
486,0.06,chleb;jajka;sól;cukier
487,0.05,pomidory;chleb;mleko;cukier
488,0.1,kawa;chleb;mleko;jajka
489,0.08,olej;mleko;makaron;sól
490,0.07,pomidory;olej;chleb;sól
491,0.06,kawa;olej;mleko;cukier
492,0.06,pomidory;kukurydza;mleko;sól
493,0.05,kukurydza;olej;sól;majonez
494,0.05,kawa;kukurydza;makaron;sól
495,0.04,kawa;pomidory;sól;cukier
496,0.08,kukurydza;chleb;mleko;makaron
497,0.05,kukurydza;olej;majonez;cukier
498,0.05,mleko;makaron;majonez;cukier
499,0.08,kukurydza;makaron;sól;cukier
500,0.04,kawa;chleb;sól;cukier
501,0.08,kukurydza;olej;makaron;cukier
502,0.06,kawa;pomidory;chleb;makaron
503,0.05,kukurydza;olej;chleb;makaron
504,0.07,kawa;chleb;mleko;majonez
505,0.06,pomidory;kukurydza;olej;jajka
506,0.04,kawa;sól;majonez;cukier
507,0.06,olej;chleb;mleko;makaron
508,0.04,olej;makaron;sól;cukier
509,0.03,kawa;kukurydza;chleb;sól
510,0.04,kawa;kukurydza;sól;majonez
511,0.06,chleb;makaron;sól;majonez
512,0.09,olej;chleb;makaron;jajka
513,0.08,olej;chleb;jajka;majonez
514,0.03,pomidory;chleb;mleko;sól
515,0.03,kawa;kukurydza;chleb;cukier
516,0.07,pomidory;makaron;jajka;sól
517,0.06,chleb;mleko;jajka;sól
518,0.08,pomidory;makaron;jajka;cukier
519,0.03,pomidory;kukurydza;olej;majonez
520,0.07,kawa;olej;chleb;jajka
521,0.08,pomidory;kukurydza;olej;mleko
522,0.06,kawa;pomidory;mleko;majonez
523,0.03,kukurydza;chleb;makaron;majonez
524,0.03,kukurydza;olej;chleb;mleko
525,0.04,pomidory;mleko;jajka;majonez
526,0.04,olej;jajka;sól;cukier
527,0.08,kukurydza;olej;makaron;sól
528,0.03,kawa;makaron;majonez;cukier
529,0.07,kawa;mleko;jajka;cukier
530,0.03,pomidory;mleko;sól;cukier
531,0.06,kukurydza;mleko;sól;majonez
532,0.06,jajka;sól;majonez;cukier
533,0.04,kawa;pomidory;kukurydza;majonez
534,0.05,kawa;kukurydza;majonez;cukier
535,0.05,makaron;jajka;sól;cukier
536,0.11,kawa;pomidory;mleko;jajka
537,0.09,kukurydza;jajka;sól;cukier
538,0.1,kawa;olej;mleko;makaron
539,0.07,kawa;olej;mleko;sól
540,0.1,kawa;olej;makaron;jajka
541,0.07,pomidory;kukurydza;mleko;cukier
542,0.09,pomidory;kukurydza;jajka;cukier
543,0.09,kawa;olej;jajka;sól
544,0.09,kawa;makaron;sól;majonez
545,0.04,pomidory;kukurydza;makaron;majonez
546,0.11,kukurydza;mleko;makaron;cukier
547,0.08,kawa;mleko;jajka;sól
548,0.06,kukurydza;makaron;jajka;majonez
549,0.08,kawa;kukurydza;makaron;cukier
550,0.07,olej;mleko;sól;majonez
551,0.07,kawa;pomidory;kukurydza;jajka
552,0.09,pomidory;olej;mleko;jajka
553,0.05,pomidory;olej;chleb;cukier
554,0.07,olej;mleko;makaron;cukier
555,0.07,kawa;pomidory;chleb;sól
556,0.1,kawa;olej;makaron;majonez
557,0.07,kukurydza;mleko;majonez;cukier
558,0.09,kawa;pomidory;kukurydza;mleko
559,0.03,olej;mleko;majonez;cukier
560,0.02,kawa;kukurydza;chleb;makaron
561,0.02,pomidory;kukurydza;makaron;jajka;sól
562,0.02,olej;chleb;mleko;jajka;cukier
563,0.01,pomidory;kukurydza;olej;makaron;majonez
564,0.03,kukurydza;olej;makaron;jajka;majonez
565,0.01,kawa;pomidory;kukurydza;majonez;sól
566,0.04,kukurydza;chleb;mleko;majonez;cukier
567,0.01,pomidory;olej;jajka;majonez;cukier
568,0.05,pomidory;olej;makaron;jajka;cukier
569,0.04,kawa;kukurydza;olej;makaron;cukier
570,0.05,kawa;olej;chleb;makaron;jajka
571,0.01,pomidory;mleko;jajka;sól;cukier
572,0.05,kawa;olej;chleb;jajka;majonez
573,0.05,kawa;olej;mleko;jajka;sól
574,0.05,kawa;pomidory;kukurydza;olej;sól
575,0.01,pomidory;kukurydza;olej;chleb;mleko
576,0.03,pomidory;makaron;jajka;sól;cukier
577,0.03,kawa;pomidory;olej;chleb;majonez
578,0.04,pomidory;chleb;makaron;jajka;majonez
579,0.01,kawa;mleko;makaron;sól;cukier
580,0.04,olej;mleko;makaron;jajka;sól
581,0.02,kawa;kukurydza;olej;jajka;sól
582,0.05,chleb;makaron;jajka;majonez;sól
583,0.02,kawa;pomidory;kukurydza;chleb;cukier
584,0.03,kukurydza;olej;jajka;sól;cukier
585,0.03,kawa;pomidory;kukurydza;mleko;sól
586,0.03,pomidory;mleko;makaron;jajka;majonez
587,0.03,mleko;makaron;majonez;sól;cukier
588,0.02,kawa;kukurydza;olej;majonez;cukier
589,0.04,kawa;mleko;makaron;jajka;cukier
590,0.01,pomidory;kukurydza;chleb;jajka;majonez
591,0.04,chleb;mleko;jajka;majonez;sól
592,0.01,pomidory;kukurydza;mleko;jajka;sól
593,0.01,pomidory;kukurydza;chleb;mleko;sól
594,0.07,kawa;olej;jajka;majonez;sól
595,0.02,kawa;pomidory;kukurydza;olej;chleb
596,0.04,pomidory;olej;mleko;jajka;cukier
597,0.03,chleb;mleko;makaron;jajka;sól
598,0.02,kawa;olej;makaron;majonez;cukier
599,0.03,pomidory;kukurydza;olej;chleb;jajka
600,0.02,pomidory;kukurydza;mleko;sól;cukier
601,0.02,kawa;kukurydza;chleb;jajka;cukier
602,0.01,olej;chleb;jajka;majonez;cukier
603,0.05,kukurydza;mleko;majonez;sól;cukier
604,0.01,kawa;mleko;jajka;majonez;cukier
605,0.02,pomidory;olej;chleb;mleko;cukier
606,0.06,kukurydza;chleb;mleko;makaron;cukier
607,0.04,kawa;pomidory;kukurydza;olej;makaron
608,0.04,olej;mleko;jajka;majonez;sól
609,0.01,kawa;pomidory;mleko;majonez;cukier
610,0.05,kawa;pomidory;mleko;makaron;cukier
611,0.01,kawa;chleb;jajka;majonez;cukier
612,0.02,kawa;pomidory;olej;sól;cukier
613,0.03,kawa;kukurydza;makaron;majonez;sól
614,0.01,olej;chleb;makaron;sól;cukier
615,0.03,kukurydza;olej;mleko;makaron;jajka
616,0.05,pomidory;kukurydza;olej;jajka;cukier
617,0.03,mleko;jajka;majonez;sól;cukier
618,0.04,olej;chleb;mleko;makaron;majonez
619,0.02,kukurydza;olej;majonez;sól;cukier
620,0.04,kawa;pomidory;chleb;jajka;majonez
621,0.02,pomidory;olej;chleb;majonez;sól
622,0.05,kawa;pomidory;makaron;majonez;sól
623,0.01,kawa;olej;mleko;sól;cukier
624,0.05,kawa;pomidory;mleko;jajka;sól
625,0.06,kukurydza;makaron;majonez;sól;cukier
626,0.02,pomidory;chleb;mleko;jajka;majonez
627,0.02,pomidory;kukurydza;olej;mleko;majonez
628,0.03,pomidory;chleb;mleko;makaron;jajka
629,0.04,kawa;olej;chleb;mleko;sól
630,0.03,kukurydza;olej;mleko;makaron;sól
631,0.03,pomidory;kukurydza;mleko;jajka;cukier
632,0.01,kawa;pomidory;majonez;sól;cukier
633,0.05,kawa;olej;chleb;majonez;sól
634,0.02,pomidory;kukurydza;makaron;majonez;cukier
635,0.02,kawa;pomidory;olej;chleb;mleko
636,0.03,pomidory;kukurydza;olej;sól;cukier
637,0.04,kukurydza;chleb;jajka;majonez;sól
638,0.01,kukurydza;olej;mleko;majonez;sól
639,0.02,olej;mleko;makaron;majonez;cukier
640,0.04,kukurydza;olej;makaron;majonez;sól
641,0.02,kawa;pomidory;kukurydza;chleb;sól
642,0.05,kawa;pomidory;olej;makaron;majonez
643,0.05,pomidory;olej;mleko;makaron;majonez
644,0.03,kukurydza;chleb;makaron;majonez;cukier
645,0.01,kawa;kukurydza;olej;mleko;majonez
646,0.03,kawa;kukurydza;olej;sól;cukier
647,0.03,kawa;chleb;mleko;sól;cukier
648,0.03,kawa;pomidory;olej;jajka;cukier
649,0.03,chleb;mleko;makaron;majonez;cukier
650,0.07,kawa;olej;makaron;jajka;sól
651,0.06,kawa;chleb;mleko;jajka;majonez
652,0.03,kawa;pomidory;olej;mleko;cukier
653,0.02,pomidory;kukurydza;mleko;makaron;majonez
654,0.02,kukurydza;olej;chleb;sól;cukier
655,0.06,kawa;pomidory;olej;jajka;sól
656,0.03,kawa;pomidory;kukurydza;makaron;sól
657,0.02,kukurydza;chleb;makaron;majonez;sól
658,0.01,pomidory;olej;chleb;majonez;cukier
659,0.02,kukurydza;chleb;mleko;jajka;sól
660,0.05,pomidory;olej;mleko;makaron;jajka
661,0.05,kawa;pomidory;chleb;mleko;jajka
662,0.04,pomidory;olej;jajka;majonez;sól
