id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
32,domestic eggs;rolls/buns;root vegetables;shopping bags,0.004,newspapers,0.140,0.003,0.750,5.357
33,chocolate;other vegetables;pip fruit;rolls/buns,0.005,bottled water;whole milk,0.112,0.003,0.600,5.357
34,beef;pork;soda;yogurt,0.005,root vegetables;whole milk,0.113,0.003,0.600,5.310
35,bottled water;pork;soda;yogurt,0.005,root vegetables;whole milk,0.113,0.003,0.600,5.310
36,pork;shopping bags;soda;yogurt,0.005,root vegetables;whole milk,0.113,0.003,0.600,5.310
37,canned beer;rolls/buns;shopping bags;soda,0.005,margarine,0.117,0.003,0.600,5.128
38,dessert;sausage;white bread,0.004,other vegetables;rolls/buns,0.147,0.003,0.750,5.102
39,dessert;shopping bags;white bread,0.004,other vegetables;rolls/buns,0.147,0.003,0.750,5.102
40,brown bread;butter milk;whole milk,0.004,other vegetables;rolls/buns,0.147,0.003,0.750,5.102
41,beef;pork;sausage,0.004,other vegetables;rolls/buns,0.147,0.003,0.750,5.102
42,butter milk;shopping bags;yogurt,0.005,beef,0.120,0.003,0.600,5.000
43,sausage;shopping bags;white bread,0.005,other vegetables;yogurt,0.120,0.003,0.600,5.000
44,coffee;other vegetables;whipped/sour cream;whole milk,0.005,beef,0.120,0.003,0.600,5.000
45,pork;shopping bags;soda;yogurt,0.005,beef,0.120,0.003,0.600,5.000
46,curd;meat;whole milk,0.005,other vegetables;yogurt,0.120,0.003,0.600,5.000
47,sausage;soft cheese;whole milk,0.005,other vegetables;yogurt,0.120,0.003,0.600,5.000
48,berries;bottled water;sausage,0.005,other vegetables;yogurt,0.120,0.003,0.600,5.000
49,fruit/vegetable juice;pork;rolls/buns;whole milk,0.005,beef,0.120,0.003,0.600,5.000
50,pork;rolls/buns;soda;whole milk;yogurt,0.005,beef,0.120,0.003,0.600,5.000
51,sausage;uht-milk;whole milk;yogurt,0.005,rolls/buns;soda,0.120,0.003,0.600,5.000
52,pastry;soda;whipped/sour cream;whole milk,0.005,other vegetables;yogurt,0.120,0.003,0.600,5.000
53,rolls/buns;sausage;uht-milk;whole milk,0.005,other vegetables;yogurt,0.120,0.003,0.600,5.000
54,bottled water;other vegetables;root vegetables;sausage;whole milk,0.005,rolls/buns;soda,0.120,0.003,0.600,5.000
55,sliced cheese;waffles,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
56,berries;bottled water;pork,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
57,other vegetables;sausage;soft cheese,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
58,beverages;pork;yogurt,0.004,soda;whole milk,0.151,0.003,0.750,4.967
59,beef;pork;rolls/buns;soda,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
60,rolls/buns;sausage;soda;uht-milk,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
61,rolls/buns;sausage;uht-milk;yogurt,0.004,soda;whole milk,0.151,0.003,0.750,4.967
62,beef;pork;root vegetables;soda,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
63,brown bread;rolls/buns;sausage;shopping bags,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
64,bottled water;brown bread;shopping bags;yogurt,0.004,soda;whole milk,0.151,0.003,0.750,4.967
65,other vegetables;pork;root vegetables;shopping bags,0.004,soda;whole milk,0.151,0.003,0.750,4.967
66,bottled water;pork;root vegetables;soda,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
67,bottled water;pork;root vegetables;yogurt,0.004,soda;whole milk,0.151,0.003,0.750,4.967
68,brown bread;citrus fruit;shopping bags;soda,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
69,other vegetables;pastry;soda;whipped/sour cream,0.004,whole milk;yogurt,0.151,0.003,0.750,4.967
70,brown bread;cream cheese;yogurt,0.005,curd,0.121,0.003,0.600,4.959
71,curd;domestic eggs;rolls/buns;yogurt,0.003,sausage,0.206,0.003,1.000,4.854
72,misc. beverages;other vegetables;rolls/buns;root vegetables,0.003,sausage,0.206,0.003,1.000,4.854
73,red/blush wine;rolls/buns;yogurt,0.005,other vegetables;soda,0.124,0.003,0.600,4.839
74,beef;coffee;other vegetables;whole milk,0.004,whipped/sour cream,0.155,0.003,0.750,4.839
75,chicken;pork;root vegetables,0.005,other vegetables;soda,0.124,0.003,0.600,4.839
76,frankfurter;hamburger meat;other vegetables;whole milk,0.004,whipped/sour cream,0.155,0.003,0.750,4.839
77,pork;root vegetables;shopping bags;whole milk,0.005,other vegetables;soda,0.124,0.003,0.600,4.839
78,canned beer;coffee;rolls/buns;whole milk,0.005,other vegetables;soda,0.124,0.003,0.600,4.839
79,pork;shopping bags;tropical fruit;whole milk,0.005,other vegetables;soda,0.124,0.003,0.600,4.839
80,coffee;frankfurter;rolls/buns;whole milk,0.005,other vegetables;soda,0.124,0.003,0.600,4.839
81,butter;chocolate;whole milk,0.007,other vegetables;yogurt,0.120,0.004,0.571,4.762
82,onions;other vegetables;tropical fruit;whole milk,0.004,bottled beer,0.159,0.003,0.750,4.717
83,sausage;tropical fruit;waffles;whole milk,0.004,bottled beer,0.159,0.003,0.750,4.717
84,bottled water;soda;whipped/sour cream;yogurt,0.004,bottled beer,0.159,0.003,0.750,4.717
85,bottled water;sausage;waffles;whole milk,0.004,bottled beer,0.159,0.003,0.750,4.717
86,chocolate;other vegetables;waffles,0.003,bottled water,0.214,0.003,1.000,4.673
87,berries;other vegetables;pip fruit;pork,0.003,bottled water,0.214,0.003,1.000,4.673
88,other vegetables;rolls/buns;root vegetables;sausage;soda;whole milk,0.003,bottled water,0.214,0.003,1.000,4.673
89,curd;margarine;whipped/sour cream,0.004,canned beer,0.165,0.003,0.750,4.545
90,domestic eggs;oil;other vegetables,0.005,pork,0.132,0.003,0.600,4.545
91,chicken;other vegetables;root vegetables;whole milk,0.005,pork,0.132,0.003,0.600,4.545
92,beef;root vegetables;soda;yogurt,0.005,pork,0.132,0.003,0.600,4.545
93,berries;bottled water;other vegetables;pip fruit,0.005,pork,0.132,0.003,0.600,4.545
94,root vegetables;shopping bags;soda;tropical fruit,0.005,pork,0.132,0.003,0.600,4.545
95,beef;shopping bags;soda;yogurt,0.005,pork,0.132,0.003,0.600,4.545
96,chicken;other vegetables;root vegetables;soda,0.005,pork,0.132,0.003,0.600,4.545
97,frankfurter;frozen vegetables;root vegetables;whole milk,0.004,canned beer,0.165,0.003,0.750,4.545
98,bottled water;meat;pastry,0.005,domestic eggs,0.133,0.003,0.600,4.511
99,pork;rolls/buns;root vegetables;yogurt,0.005,domestic eggs,0.133,0.003,0.600,4.511
100,dessert;red/blush wine,0.005,pastry,0.178,0.004,0.800,4.494
101,berries;brown bread;soda,0.004,shopping bags,0.168,0.003,0.750,4.464
102,beef;butter milk;other vegetables,0.004,shopping bags,0.168,0.003,0.750,4.464
103,pork;root vegetables;soda;tropical fruit,0.004,shopping bags,0.168,0.003,0.750,4.464
104,chicken;curd;rolls/buns;whole milk,0.004,shopping bags,0.168,0.003,0.750,4.464
105,dessert;rolls/buns;white bread;whole milk,0.004,shopping bags,0.168,0.003,0.750,4.464
106,brown bread;citrus fruit;soda;yogurt,0.004,shopping bags,0.168,0.003,0.750,4.464
107,brown bread;curd;other vegetables;yogurt,0.004,shopping bags,0.168,0.003,0.750,4.464
108,brown bread;rolls/buns;sausage;whole milk;yogurt,0.004,shopping bags,0.168,0.003,0.750,4.464
109,bottled water;brown bread;soda;whole milk;yogurt,0.004,shopping bags,0.168,0.003,0.750,4.464
110,brown bread;citrus fruit;soda;whole milk;yogurt,0.004,shopping bags,0.168,0.003,0.750,4.464
111,brown bread;citrus fruit;other vegetables;whole milk;yogurt,0.004,shopping bags,0.168,0.003,0.750,4.464
112,pork;sausage;shopping bags,0.006,soda;whole milk,0.151,0.004,0.667,4.415
113,other vegetables;pork;white bread,0.006,soda;whole milk,0.151,0.004,0.667,4.415
114,sausage;shopping bags;white bread,0.005,brown bread,0.136,0.003,0.600,4.412
115,meat;sausage;tropical fruit,0.005,brown bread,0.136,0.003,0.600,4.412
116,canned beer;curd;shopping bags,0.005,brown bread,0.136,0.003,0.600,4.412
117,bottled beer;misc. beverages;other vegetables,0.005,brown bread,0.136,0.003,0.600,4.412
118,newspapers;root vegetables;sausage;soda,0.005,brown bread,0.136,0.003,0.600,4.412
119,bottled water;canned beer;frankfurter;soda,0.005,brown bread,0.136,0.003,0.600,4.412
120,canned beer;other vegetables;pastry;soda,0.005,brown bread,0.136,0.003,0.600,4.412
121,curd;other vegetables;shopping bags;yogurt,0.005,brown bread,0.136,0.003,0.600,4.412
122,beef;other vegetables;rolls/buns;tropical fruit,0.005,brown bread,0.136,0.003,0.600,4.412
123,bottled water;shopping bags;soda;whole milk;yogurt,0.005,brown bread,0.136,0.003,0.600,4.412
124,pastry;rolls/buns;soda;whole milk;yogurt,0.005,brown bread,0.136,0.003,0.600,4.412
125,citrus fruit;shopping bags;soda;whole milk;yogurt,0.005,brown bread,0.136,0.003,0.600,4.412
126,citrus fruit;other vegetables;shopping bags;whole milk;yogurt,0.005,brown bread,0.136,0.003,0.600,4.412
127,berries;bottled water;pork,0.004,pip fruit,0.171,0.003,0.750,4.386
128,beverages;bottled water;pastry,0.004,pip fruit,0.171,0.003,0.750,4.386
129,coffee;curd;root vegetables,0.005,frankfurter,0.138,0.003,0.600,4.348
130,curd;root vegetables;whipped/sour cream,0.005,frankfurter,0.138,0.003,0.600,4.348
131,bottled water;brown bread;canned beer;soda,0.005,frankfurter,0.138,0.003,0.600,4.348
132,beef;curd;rolls/buns;whole milk,0.005,frankfurter,0.138,0.003,0.600,4.348
133,misc. beverages;other vegetables;soda;whole milk,0.005,frankfurter,0.138,0.003,0.600,4.348
134,hamburger meat;other vegetables;whipped/sour cream;whole milk,0.005,frankfurter,0.138,0.003,0.600,4.348
135,bottled water;other vegetables;pip fruit;soda;whole milk,0.005,frankfurter,0.138,0.003,0.600,4.348
136,grapes;sliced cheese,0.003,root vegetables,0.231,0.003,1.000,4.329
137,bottled water;canned beer;salty snack,0.003,root vegetables,0.231,0.003,1.000,4.329
138,brown bread;misc. beverages;sausage,0.003,root vegetables,0.231,0.003,1.000,4.329
139,citrus fruit;soda;specialty bar,0.005,newspapers,0.140,0.003,0.600,4.286
140,berries;butter;yogurt,0.005,newspapers,0.140,0.003,0.600,4.286
141,pip fruit;rolls/buns;salty snack,0.005,newspapers,0.140,0.003,0.600,4.286
142,hamburger meat;sausage;whipped/sour cream,0.005,newspapers,0.140,0.003,0.600,4.286
143,domestic eggs;root vegetables;tropical fruit;whole milk,0.005,newspapers,0.140,0.003,0.600,4.286
144,beef;brown bread;curd,0.003,tropical fruit,0.234,0.003,1.000,4.274
145,chicken;waffles;yogurt,0.004,pastry,0.178,0.003,0.750,4.213
146,pip fruit;root vegetables;specialty chocolate,0.004,pastry,0.178,0.003,0.750,4.213
147,beverages;bottled water;pip fruit,0.004,pastry,0.178,0.003,0.750,4.213
148,butter milk;chicken;whole milk,0.004,pastry,0.178,0.003,0.750,4.213
149,bottled water;curd;rolls/buns;whole milk,0.007,brown bread,0.136,0.004,0.571,4.202
150,beef;curd;frankfurter,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
151,other vegetables;pip fruit;semi-finished bread,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
152,domestic eggs;frozen meals;other vegetables,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
153,fruit/vegetable juice;other vegetables;sugar,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
154,bottled beer;hamburger meat;sausage,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
155,beef;canned beer;pastry,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
156,dessert;shopping bags;white bread,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
157,frozen vegetables;onions;other vegetables,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
158,sausage;soda;uht-milk;yogurt,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
159,brown bread;pastry;soda;yogurt,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
160,bottled beer;citrus fruit;sausage;yogurt,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
161,pastry;root vegetables;sausage;yogurt,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
162,brown bread;other vegetables;pastry;sausage,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
163,bottled beer;domestic eggs;other vegetables;tropical fruit,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
164,bottled water;chocolate;other vegetables;pip fruit,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
165,bottled beer;brown bread;other vegetables;tropical fruit,0.004,rolls/buns;whole milk,0.179,0.003,0.750,4.190
166,pork;soda;white bread,0.005,other vegetables;whole milk,0.191,0.004,0.800,4.188
167,red/blush wine;tropical fruit;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
168,coffee;misc. beverages;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
169,domestic eggs;uht-milk;yogurt,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
170,frankfurter;uht-milk;yogurt,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
171,sausage;shopping bags;white bread,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
172,pip fruit;semi-finished bread;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
173,dessert;white bread;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
174,sausage;white bread;whole milk;yogurt,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
175,brown bread;pastry;sausage;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
176,coffee;frankfurter;soda;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
177,beef;frankfurter;soda;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
178,bottled beer;domestic eggs;tropical fruit;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
179,bottled water;chocolate;pip fruit;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
180,domestic eggs;root vegetables;sausage;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
181,sausage;uht-milk;whole milk;yogurt,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
182,bottled water;root vegetables;sausage;soda;whole milk,0.005,other vegetables;rolls/buns,0.147,0.003,0.600,4.082
183,shopping bags;specialty chocolate;yogurt,0.004,citrus fruit,0.185,0.003,0.750,4.054
184,frankfurter;specialty chocolate;yogurt,0.004,citrus fruit,0.185,0.003,0.750,4.054
185,long life bakery product;meat;rolls/buns,0.004,citrus fruit,0.185,0.003,0.750,4.054
186,brown bread;soda;specialty chocolate,0.004,citrus fruit,0.185,0.003,0.750,4.054
187,canned beer;frankfurter;rolls/buns;yogurt,0.004,citrus fruit,0.185,0.003,0.750,4.054
188,bottled water;specialty chocolate;whole milk;yogurt,0.004,citrus fruit,0.185,0.003,0.750,4.054
189,soda;specialty chocolate;whole milk;yogurt,0.004,citrus fruit,0.185,0.003,0.750,4.054
190,brown bread;shopping bags;soda;whole milk;yogurt,0.004,citrus fruit,0.185,0.003,0.750,4.054
191,margarine;rolls/buns;root vegetables;whole milk,0.006,canned beer,0.165,0.004,0.667,4.040
192,pastry;spread cheese,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
193,brown bread;curd;root vegetables,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
194,hamburger meat;newspapers;sausage,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
195,bottled water;meat;pastry,0.005,soda;whole milk,0.151,0.003,0.600,3.974
196,curd;meat;other vegetables,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
197,brown bread;chicken;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
198,chicken;pork;root vegetables,0.005,soda;whole milk,0.151,0.003,0.600,3.974
199,berries;bottled water;sausage,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
200,butter;pastry;pip fruit,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
201,margarine;newspapers;shopping bags,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
202,beverages;other vegetables;pork,0.005,soda;whole milk,0.151,0.003,0.600,3.974
203,beef;pork;shopping bags,0.005,soda;whole milk,0.151,0.003,0.600,3.974
204,berries;pip fruit;sausage,0.005,soda;whole milk,0.151,0.003,0.600,3.974
205,brown bread;frankfurter;shopping bags,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
206,hamburger meat;sausage;whipped/sour cream,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
207,citrus fruit;hamburger meat;pip fruit,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
208,beverages;pork;soda,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
209,cream cheese;ham;other vegetables,0.005,soda;whole milk,0.151,0.003,0.600,3.974
210,beef;pork;rolls/buns;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
211,bottled water;frankfurter;other vegetables;pip fruit,0.005,soda;whole milk,0.151,0.003,0.600,3.974
212,bottled water;pip fruit;root vegetables;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
213,canned beer;coffee;other vegetables;rolls/buns,0.005,soda;whole milk,0.151,0.003,0.600,3.974
214,brown bread;pastry;rolls/buns;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
215,butter;other vegetables;soda;whipped/sour cream,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
216,butter;other vegetables;whipped/sour cream;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
217,brown bread;citrus fruit;other vegetables;soda,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
218,bottled beer;bottled water;rolls/buns;root vegetables,0.005,soda;whole milk,0.151,0.003,0.600,3.974
219,bottled water;brown bread;other vegetables;shopping bags,0.005,soda;whole milk,0.151,0.003,0.600,3.974
220,coffee;frankfurter;other vegetables;rolls/buns,0.005,soda;whole milk,0.151,0.003,0.600,3.974
221,beef;frankfurter;other vegetables;rolls/buns,0.005,soda;whole milk,0.151,0.003,0.600,3.974
222,pork;rolls/buns;root vegetables;soda,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
223,pork;rolls/buns;root vegetables;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
224,bottled water;brown bread;rolls/buns;shopping bags,0.005,soda;whole milk,0.151,0.003,0.600,3.974
225,other vegetables;pork;shopping bags;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
226,pork;root vegetables;shopping bags;soda,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
227,brown bread;citrus fruit;shopping bags;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
228,curd;other vegetables;root vegetables;soda,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
229,bottled water;other vegetables;pork;soda,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
230,brown bread;citrus fruit;other vegetables;shopping bags,0.005,whole milk;yogurt,0.151,0.003,0.600,3.974
231,bottled water;brown bread;rolls/buns;yogurt,0.005,soda;whole milk,0.151,0.003,0.600,3.974
232,bottled water;other vegetables;rolls/buns;root vegetables;sausage,0.005,soda;whole milk,0.151,0.003,0.600,3.974
233,meat;oil,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
234,cat food;uht-milk,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
235,fruit/vegetable juice;herbs,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
236,bottled water;curd cheese,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
237,cat food;sugar,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
238,pastry;uht-milk;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
239,beef;coffee;whipped/sour cream,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
240,canned beer;domestic eggs;meat,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
241,butter;chocolate;rolls/buns,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
242,bottled water;chocolate;pastry,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
243,cat food;tropical fruit;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
244,bottled water;frankfurter;grapes,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
245,pip fruit;rolls/buns;semi-finished bread,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
246,pip fruit;red/blush wine;rolls/buns,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
247,pastry;red/blush wine;rolls/buns,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
248,curd;meat;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
249,sausage;soft cheese;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
250,coffee;frankfurter;pip fruit,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
251,brown bread;butter milk;rolls/buns,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
252,frankfurter;misc. beverages;soda,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
253,bottled water;soft cheese;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
254,domestic eggs;meat;root vegetables,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
255,soda;soft cheese;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
256,frozen vegetables;onions;rolls/buns,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
257,baking powder;rolls/buns;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
258,frozen vegetables;soda;uht-milk,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
259,cat food;sausage;tropical fruit,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
260,citrus fruit;domestic eggs;whipped/sour cream,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
261,brown bread;canned beer;meat,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
262,butter;canned beer;fruit/vegetable juice,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
263,cream cheese;ham;soda,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
264,pastry;root vegetables;sausage;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
265,bottled beer;frankfurter;rolls/buns;soda,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
266,pip fruit;sausage;whipped/sour cream;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
267,bottled water;pastry;rolls/buns;root vegetables,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
268,butter;soda;whipped/sour cream;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
269,brown bread;citrus fruit;soda;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
270,bottled water;pastry;pip fruit;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
271,beef;frankfurter;rolls/buns;soda,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
272,bottled beer;pastry;rolls/buns;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
273,bottled beer;domestic eggs;rolls/buns;tropical fruit,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
274,domestic eggs;rolls/buns;root vegetables;sausage,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
275,pastry;soda;whipped/sour cream;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
276,rolls/buns;sausage;uht-milk;yogurt,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
277,bottled beer;brown bread;rolls/buns;tropical fruit,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
278,bottled water;rolls/buns;root vegetables;sausage;soda,0.004,other vegetables;whole milk,0.191,0.003,0.750,3.927
279,beef;beverages;whole milk,0.005,whipped/sour cream,0.155,0.003,0.600,3.871
280,canned beer;curd;margarine,0.005,whipped/sour cream,0.155,0.003,0.600,3.871
281,canned beer;waffles;whole milk,0.005,whipped/sour cream,0.155,0.003,0.600,3.871
282,canned beer;ice cream;other vegetables,0.005,whipped/sour cream,0.155,0.003,0.600,3.871
283,hamburger meat;newspapers;sausage,0.005,whipped/sour cream,0.155,0.003,0.600,3.871
284,brown bread;frankfurter;sausage,0.005,whipped/sour cream,0.155,0.003,0.600,3.871
