id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
33,oliwa z oliwek,0.196,kurczak,0.192,0.047,0.240,1.249
34,oliwa z oliwek;ogórki,0.063,kurczak,0.192,0.015,0.238,1.240
35,ziemniaki;makaron pełnoziarnisty,0.062,pomidory,0.196,0.015,0.242,1.234
36,jajka;kurczak,0.080,makaron pełnoziarnisty,0.183,0.018,0.225,1.230
37,ziemniaki;makaron pełnoziarnisty,0.062,płatki owsiane,0.210,0.016,0.258,1.229
38,płatki owsiane;jogurt naturalny,0.079,pomidory,0.196,0.019,0.241,1.227
39,oliwa z oliwek;jogurt naturalny,0.085,kurczak,0.192,0.020,0.235,1.225
40,jajka;mleko,0.171,ziemniaki,0.401,0.084,0.491,1.225
41,pomidory;jogurt naturalny,0.074,płatki owsiane,0.210,0.019,0.257,1.223
42,ziemniaki;oliwa z oliwek,0.071,pomidory,0.196,0.017,0.239,1.222
43,mleko;makaron pełnoziarnisty,0.071,pomidory,0.196,0.017,0.239,1.222
44,oliwa z oliwek;płatki owsiane,0.045,makaron pełnoziarnisty,0.183,0.010,0.222,1.214
45,pomidory;płatki owsiane,0.045,makaron pełnoziarnisty,0.183,0.010,0.222,1.214
46,jajka;kurczak,0.080,oliwa z oliwek,0.196,0.019,0.238,1.212
47,ziemniaki;płatki owsiane,0.080,pomidory,0.196,0.019,0.238,1.212
48,ziemniaki;oliwa z oliwek,0.071,płatki owsiane,0.210,0.018,0.254,1.207
49,pomidory;mleko,0.082,kurczak,0.192,0.019,0.232,1.207
50,ziemniaki;pomidory,0.075,płatki owsiane,0.210,0.019,0.253,1.206
51,pomidory;ogórki,0.068,makaron pełnoziarnisty,0.183,0.015,0.221,1.205
52,ziemniaki;ryż brązowy,0.156,ogórki,0.396,0.074,0.474,1.198
53,płatki owsiane,0.210,makaron pełnoziarnisty,0.183,0.046,0.219,1.197
54,ogórki;kurczak,0.065,chleb pełnoziarnisty,0.414,0.032,0.492,1.189
55,ryż brązowy;kurczak,0.060,makaron pełnoziarnisty,0.183,0.013,0.217,1.184
56,pomidory;banany,0.066,kurczak,0.192,0.015,0.227,1.184
57,jabłka;chleb pełnoziarnisty,0.162,ryż brązowy,0.412,0.079,0.488,1.184
58,ser żółty;płatki owsiane,0.078,oliwa z oliwek,0.196,0.018,0.231,1.177
59,ziemniaki;kurczak,0.065,pomidory,0.196,0.015,0.231,1.177
60,ogórki;kurczak,0.065,oliwa z oliwek,0.196,0.015,0.231,1.177
61,ziemniaki;ogórki,0.153,ryż brązowy,0.412,0.074,0.484,1.174
62,ziemniaki;ser żółty,0.159,mleko,0.434,0.081,0.509,1.174
63,pomidory,0.196,makaron pełnoziarnisty,0.183,0.042,0.214,1.171
64,ser żółty;ryż brązowy,0.171,ogórki,0.396,0.079,0.462,1.167
65,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,pomidory,0.196,0.016,0.229,1.166
66,płatki owsiane;banany,0.067,kurczak,0.192,0.015,0.224,1.166
67,jogurt naturalny;makaron pełnoziarnisty,0.057,oliwa z oliwek,0.196,0.013,0.228,1.164
68,banany;makaron pełnoziarnisty,0.057,oliwa z oliwek,0.196,0.013,0.228,1.164
69,banany;kurczak,0.066,pomidory,0.196,0.015,0.227,1.160
70,banany;kurczak,0.066,oliwa z oliwek,0.196,0.015,0.227,1.160
71,ziemniaki;pomidory,0.075,oliwa z oliwek,0.196,0.017,0.227,1.156
72,oliwa z oliwek;chleb pełnoziarnisty,0.075,pomidory,0.196,0.017,0.227,1.156
73,jabłka;makaron pełnoziarnisty,0.066,płatki owsiane,0.210,0.016,0.242,1.154
74,jabłka;kurczak,0.066,płatki owsiane,0.210,0.016,0.242,1.154
75,ryż brązowy;banany,0.149,ogórki,0.396,0.068,0.456,1.152
76,pomidory;chleb pełnoziarnisty,0.076,makaron pełnoziarnisty,0.183,0.016,0.211,1.150
77,ziemniaki;płatki owsiane,0.080,oliwa z oliwek,0.196,0.018,0.225,1.148
78,kurczak;makaron pełnoziarnisty,0.040,chleb pełnoziarnisty,0.414,0.019,0.475,1.147
79,oliwa z oliwek;ser żółty,0.075,płatki owsiane,0.210,0.018,0.240,1.143
80,płatki owsiane;banany,0.067,pomidory,0.196,0.015,0.224,1.142
81,płatki owsiane;banany,0.067,oliwa z oliwek,0.196,0.015,0.224,1.142
82,ryż brązowy;makaron pełnoziarnisty,0.067,pomidory,0.196,0.015,0.224,1.142
83,pomidory;chleb pełnoziarnisty,0.076,oliwa z oliwek,0.196,0.017,0.224,1.141
84,płatki owsiane,0.210,kurczak,0.192,0.046,0.219,1.141
85,kurczak,0.192,makaron pełnoziarnisty,0.183,0.040,0.208,1.138
86,oliwa z oliwek;pomidory,0.042,płatki owsiane,0.210,0.010,0.238,1.134
87,oliwa z oliwek;płatki owsiane,0.045,pomidory,0.196,0.010,0.222,1.134
88,pomidory;płatki owsiane,0.045,oliwa z oliwek,0.196,0.010,0.222,1.134
89,pomidory;ryż brązowy,0.063,mleko,0.434,0.031,0.492,1.134
90,pomidory;kurczak,0.049,chleb pełnoziarnisty,0.414,0.023,0.469,1.134
91,pomidory;makaron pełnoziarnisty,0.042,płatki owsiane,0.210,0.010,0.238,1.134
92,pomidory;mleko,0.082,makaron pełnoziarnisty,0.183,0.017,0.207,1.133
93,oliwa z oliwek;banany,0.069,kurczak,0.192,0.015,0.217,1.132
94,jabłka;mleko,0.170,ziemniaki,0.401,0.077,0.453,1.130
95,ogórki;mleko,0.162,ser żółty,0.418,0.076,0.469,1.122
96,płatki owsiane;jogurt naturalny,0.079,kurczak,0.192,0.017,0.215,1.121
97,jabłka;płatki owsiane,0.082,oliwa z oliwek,0.196,0.018,0.220,1.120
98,oliwa z oliwek;ryż brązowy,0.070,jogurt naturalny,0.434,0.034,0.486,1.119
99,ryż brązowy;ogórki,0.169,ser żółty,0.418,0.079,0.467,1.118
100,ser żółty;ogórki,0.172,ryż brązowy,0.412,0.079,0.459,1.115
101,jabłka;ogórki,0.150,banany,0.389,0.065,0.433,1.114
102,płatki owsiane;makaron pełnoziarnisty,0.046,oliwa z oliwek,0.196,0.010,0.217,1.109
103,płatki owsiane;makaron pełnoziarnisty,0.046,pomidory,0.196,0.010,0.217,1.109
104,ziemniaki;jabłka,0.160,mleko,0.434,0.077,0.481,1.109
105,ogórki;mleko,0.162,ryż brązowy,0.412,0.074,0.457,1.109
106,pomidory;jogurt naturalny,0.074,makaron pełnoziarnisty,0.183,0.015,0.203,1.108
107,ryż brązowy;kurczak,0.060,oliwa z oliwek,0.196,0.013,0.217,1.105
108,pomidory;jogurt naturalny,0.074,oliwa z oliwek,0.196,0.016,0.216,1.103
109,ryż brązowy;chleb pełnoziarnisty,0.176,jabłka,0.407,0.079,0.449,1.103
110,jabłka;ser żółty,0.163,mleko,0.434,0.078,0.479,1.103
111,ser żółty;banany,0.163,ogórki,0.396,0.071,0.436,1.100
112,pomidory;ser żółty,0.065,mleko,0.434,0.031,0.477,1.099
113,jabłka;mleko,0.170,ser żółty,0.418,0.078,0.459,1.098
114,ser żółty;makaron pełnoziarnisty,0.063,mleko,0.434,0.030,0.476,1.097
115,ziemniaki;jajka,0.177,mleko,0.434,0.084,0.475,1.093
116,oliwa z oliwek,0.196,pomidory,0.196,0.042,0.214,1.093
117,pomidory,0.196,płatki owsiane,0.210,0.045,0.230,1.093
118,oliwa z oliwek,0.196,płatki owsiane,0.210,0.045,0.230,1.093
119,ogórki;makaron pełnoziarnisty,0.070,pomidory,0.196,0.015,0.214,1.093
120,ogórki;makaron pełnoziarnisty,0.070,oliwa z oliwek,0.196,0.015,0.214,1.093
121,ziemniaki;pomidory,0.075,makaron pełnoziarnisty,0.183,0.015,0.200,1.093
122,ziemniaki;płatki owsiane,0.080,makaron pełnoziarnisty,0.183,0.016,0.200,1.093
123,pomidory;ser żółty,0.065,makaron pełnoziarnisty,0.183,0.013,0.200,1.093
124,ziemniaki;mleko,0.178,jajka,0.432,0.084,0.472,1.092
125,ryż brązowy;ogórki,0.169,ziemniaki,0.401,0.074,0.438,1.092
126,jabłka;ryż brązowy,0.175,chleb pełnoziarnisty,0.414,0.079,0.451,1.090
127,pomidory;jogurt naturalny,0.074,mleko,0.434,0.035,0.473,1.090
128,ser żółty;chleb pełnoziarnisty,0.160,ogórki,0.396,0.069,0.431,1.089
129,ogórki;banany,0.156,ser żółty,0.418,0.071,0.455,1.089
130,ziemniaki;mleko,0.178,ser żółty,0.418,0.081,0.455,1.089
131,płatki owsiane;jogurt naturalny,0.079,jabłka,0.407,0.035,0.443,1.089
132,chleb pełnoziarnisty;ogórki,0.163,ryż brązowy,0.412,0.073,0.448,1.087
133,pomidory;jabłka,0.057,płatki owsiane,0.210,0.013,0.228,1.086
134,banany;makaron pełnoziarnisty,0.057,płatki owsiane,0.210,0.013,0.228,1.086
135,pomidory;banany,0.066,płatki owsiane,0.210,0.015,0.227,1.082
136,banany;kurczak,0.066,płatki owsiane,0.210,0.015,0.227,1.082
137,płatki owsiane;banany,0.067,chleb pełnoziarnisty,0.414,0.030,0.448,1.082
138,ser żółty;chleb pełnoziarnisty,0.160,ryż brązowy,0.412,0.071,0.444,1.077
139,chleb pełnoziarnisty;jogurt naturalny,0.169,jabłka,0.407,0.074,0.438,1.076
140,pomidory;jabłka,0.057,oliwa z oliwek,0.196,0.012,0.211,1.074
141,oliwa z oliwek;płatki owsiane,0.045,chleb pełnoziarnisty,0.414,0.020,0.444,1.074
142,kurczak;makaron pełnoziarnisty,0.040,ogórki,0.396,0.017,0.425,1.073
143,ziemniaki;banany,0.146,ogórki,0.396,0.062,0.425,1.072
144,jabłka;mleko,0.170,jogurt naturalny,0.434,0.079,0.465,1.071
145,płatki owsiane;chleb pełnoziarnisty,0.073,kurczak,0.192,0.015,0.205,1.070
146,chleb pełnoziarnisty;mleko,0.177,ryż brązowy,0.412,0.078,0.441,1.070
147,oliwa z oliwek;banany,0.069,jogurt naturalny,0.434,0.032,0.464,1.069
148,jabłka;ogórki,0.150,ser żółty,0.418,0.067,0.447,1.069
149,jabłka;chleb pełnoziarnisty,0.162,mleko,0.434,0.075,0.463,1.067
150,jabłka;makaron pełnoziarnisty,0.066,ryż brązowy,0.412,0.029,0.439,1.066
151,jabłka;płatki owsiane,0.082,makaron pełnoziarnisty,0.183,0.016,0.195,1.066
152,ziemniaki;jogurt naturalny,0.165,jajka,0.432,0.076,0.461,1.066
153,jajka;makaron pełnoziarnisty,0.067,płatki owsiane,0.210,0.015,0.224,1.066
154,chleb pełnoziarnisty;kurczak,0.076,jajka,0.432,0.035,0.461,1.066
155,jabłka;mleko,0.170,chleb pełnoziarnisty,0.414,0.075,0.441,1.066
156,jogurt naturalny;kurczak,0.076,płatki owsiane,0.210,0.017,0.224,1.065
157,ziemniaki;banany,0.146,ser żółty,0.418,0.065,0.445,1.065
158,ziemniaki;ser żółty,0.159,ogórki,0.396,0.067,0.421,1.064
159,ryż brązowy;makaron pełnoziarnisty,0.067,jabłka,0.407,0.029,0.433,1.063
160,jajka;ryż brązowy,0.171,ser żółty,0.418,0.076,0.444,1.063
161,chleb pełnoziarnisty;kurczak,0.076,ogórki,0.396,0.032,0.421,1.063
162,ziemniaki;mleko,0.178,jabłka,0.407,0.077,0.433,1.063
163,jajka;ogórki,0.155,banany,0.389,0.064,0.413,1.061
164,ser żółty;ogórki,0.172,banany,0.389,0.071,0.413,1.061
165,oliwa z oliwek;ogórki,0.063,jogurt naturalny,0.434,0.029,0.460,1.061
166,płatki owsiane;banany,0.067,makaron pełnoziarnisty,0.183,0.013,0.194,1.060
167,jajka;ryż brązowy,0.171,chleb pełnoziarnisty,0.414,0.075,0.439,1.059
168,jogurt naturalny;makaron pełnoziarnisty,0.057,chleb pełnoziarnisty,0.414,0.025,0.439,1.059
169,płatki owsiane;chleb pełnoziarnisty,0.073,ziemniaki,0.401,0.031,0.425,1.059
170,banany;mleko,0.165,ser żółty,0.418,0.073,0.442,1.058
171,oliwa z oliwek;ogórki,0.063,płatki owsiane,0.210,0.014,0.222,1.058
172,ogórki;banany,0.156,ryż brązowy,0.412,0.068,0.436,1.058
173,jajka;kurczak,0.080,chleb pełnoziarnisty,0.414,0.035,0.438,1.057
174,jabłka;ser żółty,0.163,banany,0.389,0.067,0.411,1.057
175,płatki owsiane;chleb pełnoziarnisty,0.073,banany,0.389,0.030,0.411,1.056
176,jogurt naturalny;mleko,0.184,jabłka,0.407,0.079,0.429,1.055
177,oliwa z oliwek;jajka,0.071,ziemniaki,0.401,0.030,0.423,1.054
178,ziemniaki;ryż brązowy,0.156,jajka,0.432,0.071,0.455,1.054
179,ser żółty;jogurt naturalny,0.175,mleko,0.434,0.080,0.457,1.053
180,jajka;jogurt naturalny,0.180,ziemniaki,0.401,0.076,0.422,1.053
181,pomidory;płatki owsiane,0.045,ziemniaki,0.401,0.019,0.422,1.053
182,ziemniaki;ryż brązowy,0.156,chleb pełnoziarnisty,0.414,0.068,0.436,1.053
183,ser żółty;makaron pełnoziarnisty,0.063,oliwa z oliwek,0.196,0.013,0.206,1.053
184,ser żółty;makaron pełnoziarnisty,0.063,pomidory,0.196,0.013,0.206,1.053
185,jabłka;chleb pełnoziarnisty,0.162,jogurt naturalny,0.434,0.074,0.457,1.053
186,oliwa z oliwek;makaron pełnoziarnisty,0.036,ogórki,0.396,0.015,0.417,1.052
187,oliwa z oliwek;jabłka,0.066,banany,0.389,0.027,0.409,1.052
188,ser żółty;chleb pełnoziarnisty,0.160,mleko,0.434,0.073,0.456,1.051
189,ziemniaki;ser żółty,0.159,banany,0.389,0.065,0.409,1.051
190,pomidory;ogórki,0.068,płatki owsiane,0.210,0.015,0.221,1.050
191,płatki owsiane;jogurt naturalny,0.079,mleko,0.434,0.036,0.456,1.050
192,płatki owsiane;mleko,0.079,jogurt naturalny,0.434,0.036,0.456,1.050
193,ser żółty;jajka,0.176,ryż brązowy,0.412,0.076,0.432,1.048
194,ziemniaki;ogórki,0.153,ser żółty,0.418,0.067,0.438,1.048
195,ryż brązowy;chleb pełnoziarnisty,0.176,ogórki,0.396,0.073,0.415,1.047
196,ziemniaki;jogurt naturalny,0.165,mleko,0.434,0.075,0.455,1.047
197,oliwa z oliwek;jabłka,0.066,jogurt naturalny,0.434,0.030,0.455,1.047
198,jogurt naturalny;banany,0.156,oliwa z oliwek,0.196,0.032,0.205,1.047
199,mleko;kurczak,0.068,makaron pełnoziarnisty,0.183,0.013,0.191,1.045
200,ziemniaki;chleb pełnoziarnisty,0.164,jajka,0.432,0.074,0.451,1.044
201,ryż brązowy;ogórki,0.169,chleb pełnoziarnisty,0.414,0.073,0.432,1.043
202,ziemniaki;jogurt naturalny,0.165,jabłka,0.407,0.070,0.424,1.042
203,ziemniaki;ogórki,0.153,banany,0.389,0.062,0.405,1.042
204,ziemniaki;pomidory,0.075,kurczak,0.192,0.015,0.200,1.042
205,kurczak;makaron pełnoziarnisty,0.040,jajka,0.432,0.018,0.450,1.042
206,pomidory;jajka,0.070,kurczak,0.192,0.014,0.200,1.042
207,ser żółty;chleb pełnoziarnisty,0.160,jajka,0.432,0.072,0.450,1.042
208,ser żółty;mleko,0.194,ziemniaki,0.401,0.081,0.418,1.041
209,chleb pełnoziarnisty;mleko,0.177,jabłka,0.407,0.075,0.424,1.041
210,ryż brązowy;mleko,0.181,chleb pełnoziarnisty,0.414,0.078,0.431,1.041
211,jogurt naturalny;mleko,0.184,ser żółty,0.418,0.080,0.435,1.040
212,jabłka;ser żółty,0.163,ogórki,0.396,0.067,0.411,1.038
213,jajka;banany,0.157,ser żółty,0.418,0.068,0.433,1.036
214,jajka;ryż brązowy,0.171,ziemniaki,0.401,0.071,0.415,1.035
215,oliwa z oliwek;banany,0.069,płatki owsiane,0.210,0.015,0.217,1.035
216,pomidory;jajka,0.070,chleb pełnoziarnisty,0.414,0.030,0.429,1.035
217,ryż brązowy;ogórki,0.169,banany,0.389,0.068,0.402,1.034
218,płatki owsiane;ogórki,0.074,pomidory,0.196,0.015,0.203,1.034
219,płatki owsiane;mleko,0.079,pomidory,0.196,0.016,0.203,1.033
220,ser żółty;kurczak,0.065,jajka,0.432,0.029,0.446,1.033
221,ryż brązowy;mleko,0.181,ogórki,0.396,0.074,0.409,1.032
222,ser żółty;banany,0.163,mleko,0.434,0.073,0.448,1.032
223,jabłka;chleb pełnoziarnisty,0.162,ziemniaki,0.401,0.067,0.414,1.031
224,jajka;banany,0.157,chleb pełnoziarnisty,0.414,0.067,0.427,1.031
225,pomidory;kurczak,0.049,ogórki,0.396,0.020,0.408,1.031
226,oliwa z oliwek;banany,0.069,makaron pełnoziarnisty,0.183,0.013,0.188,1.030
227,jajka;banany,0.157,ogórki,0.396,0.064,0.408,1.029
228,ser żółty;ryż brązowy,0.171,jajka,0.432,0.076,0.444,1.029
229,jajka;ogórki,0.155,chleb pełnoziarnisty,0.414,0.066,0.426,1.029
230,chleb pełnoziarnisty;mleko,0.177,ziemniaki,0.401,0.073,0.412,1.029
231,jabłka;jogurt naturalny,0.177,mleko,0.434,0.079,0.446,1.028
232,jabłka;banany,0.160,ogórki,0.396,0.065,0.406,1.026
233,ogórki;kurczak,0.065,płatki owsiane,0.210,0.014,0.215,1.026
234,ziemniaki;kurczak,0.065,płatki owsiane,0.210,0.014,0.215,1.026
235,ziemniaki;chleb pełnoziarnisty,0.164,mleko,0.434,0.073,0.445,1.026
236,ryż brązowy;banany,0.149,jajka,0.432,0.066,0.443,1.025
237,jajka;chleb pełnoziarnisty,0.180,ziemniaki,0.401,0.074,0.411,1.025
238,banany;mleko,0.165,chleb pełnoziarnisty,0.414,0.070,0.424,1.025
239,płatki owsiane;jajka,0.080,makaron pełnoziarnisty,0.183,0.015,0.188,1.025
240,ser żółty;ryż brązowy,0.171,mleko,0.434,0.076,0.444,1.024
241,ogórki;banany,0.156,jabłka,0.407,0.065,0.417,1.024
242,jajka;jogurt naturalny,0.180,ser żółty,0.418,0.077,0.428,1.023
243,chleb pełnoziarnisty;ogórki,0.163,kurczak,0.192,0.032,0.196,1.022
244,ryż brązowy;banany,0.149,jabłka,0.407,0.062,0.416,1.022
245,pomidory;jabłka,0.057,ryż brązowy,0.412,0.024,0.421,1.022
246,jajka;mleko,0.171,ryż brązowy,0.412,0.072,0.421,1.022
247,ryż brązowy;chleb pełnoziarnisty,0.176,mleko,0.434,0.078,0.443,1.021
248,chleb pełnoziarnisty;banany,0.158,mleko,0.434,0.070,0.443,1.021
249,oliwa z oliwek;mleko,0.075,ser żółty,0.418,0.032,0.427,1.021
250,ziemniaki;oliwa z oliwek,0.071,chleb pełnoziarnisty,0.414,0.030,0.423,1.021
251,ryż brązowy;kurczak,0.060,pomidory,0.196,0.012,0.200,1.020
252,oliwa z oliwek;mleko,0.075,pomidory,0.196,0.015,0.200,1.020
253,ser żółty;kurczak,0.065,oliwa z oliwek,0.196,0.013,0.200,1.020
254,jajka;banany,0.157,ryż brązowy,0.412,0.066,0.420,1.020
255,chleb pełnoziarnisty;jogurt naturalny,0.169,ryż brązowy,0.412,0.071,0.420,1.020
256,ser żółty;jogurt naturalny,0.175,jajka,0.432,0.077,0.440,1.019
257,ziemniaki;makaron pełnoziarnisty,0.062,ogórki,0.396,0.025,0.403,1.018
258,ser żółty;ogórki,0.172,mleko,0.434,0.076,0.442,1.018
259,jajka;ogórki,0.155,ryż brązowy,0.412,0.065,0.419,1.018
260,chleb pełnoziarnisty;mleko,0.177,banany,0.389,0.070,0.395,1.017
261,jogurt naturalny;mleko,0.184,ziemniaki,0.401,0.075,0.408,1.016
262,jabłka;płatki owsiane,0.082,kurczak,0.192,0.016,0.195,1.016
263,jabłka;ogórki,0.150,ziemniaki,0.401,0.061,0.407,1.014
264,oliwa z oliwek;mleko,0.075,jogurt naturalny,0.434,0.033,0.440,1.014
265,jajka;chleb pełnoziarnisty,0.180,kurczak,0.192,0.035,0.194,1.013
266,chleb pełnoziarnisty;ogórki,0.163,ser żółty,0.418,0.069,0.423,1.013
267,jabłka;ser żółty,0.163,ryż brązowy,0.412,0.068,0.417,1.013
268,ziemniaki;jabłka,0.160,chleb pełnoziarnisty,0.414,0.067,0.419,1.011
269,jajka;chleb pełnoziarnisty,0.180,ryż brązowy,0.412,0.075,0.417,1.011
270,mleko;makaron pełnoziarnisty,0.071,ser żółty,0.418,0.030,0.423,1.011
271,pomidory;jabłka,0.057,jogurt naturalny,0.434,0.025,0.439,1.011
272,ryż brązowy;makaron pełnoziarnisty,0.067,kurczak,0.192,0.013,0.194,1.011
273,płatki owsiane;mleko,0.079,ziemniaki,0.401,0.032,0.405,1.010
274,ser żółty;banany,0.163,jabłka,0.407,0.067,0.411,1.010
275,jabłka;jogurt naturalny,0.177,chleb pełnoziarnisty,0.414,0.074,0.418,1.010
276,ziemniaki;jajka,0.177,chleb pełnoziarnisty,0.414,0.074,0.418,1.010
277,oliwa z oliwek;pomidory,0.042,ziemniaki,0.401,0.017,0.405,1.009
278,ryż brązowy;ogórki,0.169,mleko,0.434,0.074,0.438,1.009
279,chleb pełnoziarnisty;jogurt naturalny,0.169,mleko,0.434,0.074,0.438,1.009
280,ziemniaki;kurczak,0.065,makaron pełnoziarnisty,0.183,0.012,0.185,1.009
281,ryż brązowy;jogurt naturalny,0.172,oliwa z oliwek,0.196,0.034,0.198,1.009
282,ziemniaki;jabłka,0.160,jogurt naturalny,0.434,0.070,0.438,1.008
283,ser żółty;jajka,0.176,jogurt naturalny,0.434,0.077,0.438,1.008
284,ziemniaki;makaron pełnoziarnisty,0.062,kurczak,0.192,0.012,0.194,1.008
285,jogurt naturalny;kurczak,0.076,makaron pełnoziarnisty,0.183,0.014,0.184,1.007
286,ziemniaki;chleb pełnoziarnisty,0.164,ryż brązowy,0.412,0.068,0.415,1.006
287,oliwa z oliwek;jajka,0.071,jogurt naturalny,0.434,0.031,0.437,1.006
288,ryż brązowy;jogurt naturalny,0.172,mleko,0.434,0.075,0.436,1.005
289,ryż brązowy;mleko,0.181,ser żółty,0.418,0.076,0.420,1.005
290,ziemniaki;ser żółty,0.159,jabłka,0.407,0.065,0.409,1.004
291,ziemniaki;chleb pełnoziarnisty,0.164,jabłka,0.407,0.067,0.409,1.004
292,oliwa z oliwek,0.196,makaron pełnoziarnisty,0.183,0.036,0.184,1.004
293,jogurt naturalny;banany,0.156,ogórki,0.396,0.062,0.397,1.004
294,jajka;mleko,0.171,chleb pełnoziarnisty,0.414,0.071,0.415,1.003
295,ser żółty;ryż brązowy,0.171,chleb pełnoziarnisty,0.414,0.071,0.415,1.003
296,jabłka;banany,0.160,ser żółty,0.418,0.067,0.419,1.002
297,jabłka;chleb pełnoziarnisty,0.162,banany,0.389,0.063,0.389,1.000
298,jabłka;mleko,0.170,ryż brązowy,0.412,0.070,0.412,0.999
299,płatki owsiane;makaron pełnoziarnisty,0.046,chleb pełnoziarnisty,0.414,0.019,0.413,0.998
300,jajka;ogórki,0.155,ziemniaki,0.401,0.062,0.400,0.998
301,oliwa z oliwek;chleb pełnoziarnisty,0.075,ziemniaki,0.401,0.030,0.400,0.998
302,pomidory;ser żółty,0.065,ziemniaki,0.401,0.026,0.400,0.998
303,oliwa z oliwek;płatki owsiane,0.045,ziemniaki,0.401,0.018,0.400,0.998
304,ryż brązowy;jogurt naturalny,0.172,chleb pełnoziarnisty,0.414,0.071,0.413,0.997
305,pomidory;banany,0.066,ogórki,0.396,0.026,0.394,0.995
306,ser żółty;banany,0.163,ziemniaki,0.401,0.065,0.399,0.994
307,jabłka;ser żółty,0.163,ziemniaki,0.401,0.065,0.399,0.994
308,ser żółty;jajka,0.176,banany,0.389,0.068,0.386,0.993
309,jajka;ryż brązowy,0.171,banany,0.389,0.066,0.386,0.992
310,pomidory;jabłka,0.057,banany,0.389,0.022,0.386,0.992
311,pomidory;ryż brązowy,0.063,kurczak,0.192,0.012,0.190,0.992
312,ogórki;banany,0.156,ziemniaki,0.401,0.062,0.397,0.991
313,ziemniaki;mleko,0.178,chleb pełnoziarnisty,0.414,0.073,0.410,0.991
314,płatki owsiane;banany,0.067,jabłka,0.407,0.027,0.403,0.990
315,jabłka;ser żółty,0.163,jogurt naturalny,0.434,0.070,0.429,0.990
316,ziemniaki;jajka,0.177,jogurt naturalny,0.434,0.076,0.429,0.989
317,jogurt naturalny;mleko,0.184,ryż brązowy,0.412,0.075,0.408,0.989
318,ser żółty;mleko,0.194,ogórki,0.396,0.076,0.392,0.989
319,ryż brązowy;banany,0.149,chleb pełnoziarnisty,0.414,0.061,0.409,0.989
320,ogórki;jogurt naturalny,0.162,ryż brązowy,0.412,0.066,0.407,0.989
321,jabłka;jajka,0.167,ryż brązowy,0.412,0.068,0.407,0.988
