id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
45,oliwa z oliwek,0,196,jogurt naturalny,0,434,0,085,0,434,0,999
46,ziemniaki,0,401,jajka;mleko,0,171,0,084,0,209,1,225
47,jajka,0,432,ziemniaki;mleko,0,178,0,084,0,194,1,092
48,ziemniaki;jajka,0,177,mleko,0,434,0,084,0,475,1,093
49,jabłka,0,407,płatki owsiane,0,210,0,082,0,201,0,959
50,pomidory,0,196,mleko,0,434,0,082,0,418,0,964
51,ziemniaki,0,401,ser żółty;mleko,0,194,0,081,0,202,1,041
52,ser żółty,0,418,ziemniaki;mleko,0,178,0,081,0,194,1,089
53,ziemniaki;ser żółty,0,159,mleko,0,434,0,081,0,509,1,174
54,ziemniaki,0,401,płatki owsiane,0,210,0,080,0,200,0,950
55,płatki owsiane,0,210,jajka,0,432,0,080,0,381,0,882
56,jajka,0,432,kurczak,0,192,0,080,0,185,0,965
57,ser żółty,0,418,jogurt naturalny;mleko,0,184,0,080,0,191,1,040
58,jogurt naturalny,0,434,ser żółty;mleko,0,194,0,080,0,184,0,950
59,ser żółty;jogurt naturalny,0,175,mleko,0,434,0,080,0,457,1,053
60,płatki owsiane,0,210,jogurt naturalny,0,434,0,079,0,376,0,867
61,płatki owsiane,0,210,mleko,0,434,0,079,0,376,0,867
62,ser żółty,0,418,ryż brązowy;ogórki,0,169,0,079,0,189,1,118
63,ryż brązowy,0,412,ser żółty;ogórki,0,172,0,079,0,192,1,115
64,ser żółty;ryż brązowy,0,171,ogórki,0,396,0,079,0,462,1,167
65,jabłka,0,407,jogurt naturalny;mleko,0,184,0,079,0,194,1,055
66,jogurt naturalny,0,434,jabłka;mleko,0,170,0,079,0,182,1,071
67,jabłka;jogurt naturalny,0,177,mleko,0,434,0,079,0,446,1,028
68,jabłka,0,407,ryż brązowy;chleb pełnoziarnisty,0,176,0,079,0,194,1,103
69,ryż brązowy,0,412,jabłka;chleb pełnoziarnisty,0,162,0,079,0,192,1,184
70,jabłka;ryż brązowy,0,175,chleb pełnoziarnisty,0,414,0,079,0,451,1,090
71,ser żółty,0,418,płatki owsiane,0,210,0,078,0,187,0,889
72,ryż brązowy,0,412,chleb pełnoziarnisty;mleko,0,177,0,078,0,189,1,070
73,chleb pełnoziarnisty,0,414,ryż brązowy;mleko,0,181,0,078,0,188,1,041
74,ryż brązowy;chleb pełnoziarnisty,0,176,mleko,0,434,0,078,0,443,1,021
75,jabłka,0,407,ser żółty;mleko,0,194,0,078,0,192,0,988
76,ser żółty,0,418,jabłka;mleko,0,170,0,078,0,187,1,098
77,jabłka;ser żółty,0,163,mleko,0,434,0,078,0,479,1,103
78,ser żółty,0,418,jajka;jogurt naturalny,0,180,0,077,0,184,1,023
79,jajka,0,432,ser żółty;jogurt naturalny,0,175,0,077,0,178,1,019
80,ser żółty;jajka,0,176,jogurt naturalny,0,434,0,077,0,438,1,008
81,ziemniaki,0,401,jabłka;mleko,0,170,0,077,0,192,1,130
82,jabłka,0,407,ziemniaki;mleko,0,178,0,077,0,189,1,063
83,ziemniaki;jabłka,0,160,mleko,0,434,0,077,0,481,1,109
84,pomidory,0,196,chleb pełnoziarnisty,0,414,0,076,0,388,0,937
85,chleb pełnoziarnisty,0,414,kurczak,0,192,0,076,0,184,0,956
86,jogurt naturalny,0,434,kurczak,0,192,0,076,0,175,0,912
87,ziemniaki,0,401,jajka;jogurt naturalny,0,180,0,076,0,190,1,053
88,jajka,0,432,ziemniaki;jogurt naturalny,0,165,0,076,0,176,1,066
89,ziemniaki;jajka,0,177,jogurt naturalny,0,434,0,076,0,429,0,989
90,ser żółty,0,418,ryż brązowy;mleko,0,181,0,076,0,182,1,005
91,ryż brązowy,0,412,ser żółty;mleko,0,194,0,076,0,184,0,951
92,ser żółty;ryż brązowy,0,171,mleko,0,434,0,076,0,444,1,024
93,ser żółty,0,418,ogórki;mleko,0,162,0,076,0,182,1,122
94,ogórki,0,396,ser żółty;mleko,0,194,0,076,0,192,0,989
95,ser żółty;ogórki,0,172,mleko,0,434,0,076,0,442,1,018
96,ser żółty,0,418,jajka;ryż brązowy,0,171,0,076,0,182,1,063
97,jajka,0,432,ser żółty;ryż brązowy,0,171,0,076,0,176,1,029
98,ser żółty;jajka,0,176,ryż brązowy,0,412,0,076,0,432,1,048
99,ziemniaki,0,401,pomidory,0,196,0,075,0,187,0,954
100,oliwa z oliwek,0,196,mleko,0,434,0,075,0,383,0,882
101,oliwa z oliwek,0,196,ser żółty,0,418,0,075,0,383,0,915
102,oliwa z oliwek,0,196,chleb pełnoziarnisty,0,414,0,075,0,383,0,924
103,ryż brązowy,0,412,jogurt naturalny;mleko,0,184,0,075,0,182,0,989
104,jogurt naturalny,0,434,ryż brązowy;mleko,0,181,0,075,0,173,0,955
105,ryż brązowy;jogurt naturalny,0,172,mleko,0,434,0,075,0,436,1,005
106,ziemniaki,0,401,jogurt naturalny;mleko,0,184,0,075,0,187,1,016
107,jogurt naturalny,0,434,ziemniaki;mleko,0,178,0,075,0,173,0,971
108,ziemniaki;jogurt naturalny,0,165,mleko,0,434,0,075,0,455,1,047
109,jajka,0,432,ryż brązowy;chleb pełnoziarnisty,0,176,0,075,0,174,0,986
110,ryż brązowy,0,412,jajka;chleb pełnoziarnisty,0,180,0,075,0,182,1,011
111,jajka;ryż brązowy,0,171,chleb pełnoziarnisty,0,414,0,075,0,439,1,059
112,jabłka,0,407,chleb pełnoziarnisty;mleko,0,177,0,075,0,184,1,041
113,chleb pełnoziarnisty,0,414,jabłka;mleko,0,170,0,075,0,181,1,066
114,jabłka;chleb pełnoziarnisty,0,162,mleko,0,434,0,075,0,463,1,067
115,pomidory,0,196,jogurt naturalny,0,434,0,074,0,378,0,870
116,płatki owsiane,0,210,ogórki,0,396,0,074,0,352,0,890
117,jabłka,0,407,chleb pełnoziarnisty;jogurt naturalny,0,169,0,074,0,182,1,076
118,chleb pełnoziarnisty,0,414,jabłka;jogurt naturalny,0,177,0,074,0,179,1,010
119,jabłka;chleb pełnoziarnisty,0,162,jogurt naturalny,0,434,0,074,0,457,1,053
120,ryż brązowy,0,412,ogórki;mleko,0,162,0,074,0,180,1,109
121,ogórki,0,396,ryż brązowy;mleko,0,181,0,074,0,187,1,032
122,ryż brązowy;ogórki,0,169,mleko,0,434,0,074,0,438,1,009
123,ziemniaki,0,401,jajka;chleb pełnoziarnisty,0,180,0,074,0,185,1,025
124,jajka,0,432,ziemniaki;chleb pełnoziarnisty,0,164,0,074,0,171,1,044
125,ziemniaki;jajka,0,177,chleb pełnoziarnisty,0,414,0,074,0,418,1,010
126,ziemniaki,0,401,ryż brązowy;ogórki,0,169,0,074,0,185,1,092
127,ryż brązowy,0,412,ziemniaki;ogórki,0,153,0,074,0,180,1,174
128,ziemniaki;ryż brązowy,0,156,ogórki,0,396,0,074,0,474,1,198
129,chleb pełnoziarnisty,0,414,jogurt naturalny;mleko,0,184,0,074,0,179,0,971
130,jogurt naturalny,0,434,chleb pełnoziarnisty;mleko,0,177,0,074,0,171,0,963
131,chleb pełnoziarnisty;jogurt naturalny,0,169,mleko,0,434,0,074,0,438,1,009
132,płatki owsiane,0,210,chleb pełnoziarnisty,0,414,0,073,0,348,0,840
133,ziemniaki,0,401,chleb pełnoziarnisty;mleko,0,177,0,073,0,182,1,029
134,chleb pełnoziarnisty,0,414,ziemniaki;mleko,0,178,0,073,0,176,0,991
135,ziemniaki;chleb pełnoziarnisty,0,164,mleko,0,434,0,073,0,445,1,026
136,ser żółty,0,418,chleb pełnoziarnisty;mleko,0,177,0,073,0,175,0,987
137,chleb pełnoziarnisty,0,414,ser żółty;mleko,0,194,0,073,0,176,0,909
138,ser żółty;chleb pełnoziarnisty,0,160,mleko,0,434,0,073,0,456,1,051
139,ser żółty,0,418,banany;mleko,0,165,0,073,0,175,1,058
140,mleko,0,434,ser żółty;banany,0,163,0,073,0,168,1,032
141,ser żółty;mleko,0,194,banany,0,389,0,073,0,376,0,967
142,ryż brązowy,0,412,chleb pełnoziarnisty;ogórki,0,163,0,073,0,177,1,087
143,chleb pełnoziarnisty,0,414,ryż brązowy;ogórki,0,169,0,073,0,176,1,043
144,ryż brązowy;chleb pełnoziarnisty,0,176,ogórki,0,396,0,073,0,415,1,047
145,jajka,0,432,ryż brązowy;mleko,0,181,0,072,0,167,0,921
146,ryż brązowy,0,412,jajka;mleko,0,171,0,072,0,175,1,022
147,jajka;ryż brązowy,0,171,mleko,0,434,0,072,0,421,0,970
148,ser żółty,0,418,jajka;chleb pełnoziarnisty,0,180,0,072,0,172,0,957
149,jajka,0,432,ser żółty;chleb pełnoziarnisty,0,160,0,072,0,167,1,042
150,ser żółty;jajka,0,176,chleb pełnoziarnisty,0,414,0,072,0,409,0,988
151,ziemniaki,0,401,oliwa z oliwek,0,196,0,071,0,177,0,903
152,oliwa z oliwek,0,196,jajka,0,432,0,071,0,362,0,839
153,mleko,0,434,makaron pełnoziarnisty,0,183,0,071,0,164,0,894
154,ser żółty,0,418,ogórki;banany,0,156,0,071,0,170,1,089
155,ogórki,0,396,ser żółty;banany,0,163,0,071,0,179,1,100
156,ser żółty;ogórki,0,172,banany,0,389,0,071,0,413,1,061
157,jabłka,0,407,jajka;jogurt naturalny,0,180,0,071,0,174,0,969
158,jajka,0,432,jabłka;jogurt naturalny,0,177,0,071,0,164,0,929
159,jabłka;jajka,0,167,jogurt naturalny,0,434,0,071,0,425,0,980
160,ziemniaki,0,401,jajka;ryż brązowy,0,171,0,071,0,177,1,035
161,jajka,0,432,ziemniaki;ryż brązowy,0,156,0,071,0,164,1,054
162,ziemniaki;jajka,0,177,ryż brązowy,0,412,0,071,0,401,0,974
163,ryż brązowy,0,412,chleb pełnoziarnisty;jogurt naturalny,0,169,0,071,0,172,1,020
164,chleb pełnoziarnisty,0,414,ryż brązowy;jogurt naturalny,0,172,0,071,0,171,0,997
165,ryż brązowy;chleb pełnoziarnisty,0,176,jogurt naturalny,0,434,0,071,0,403,0,930
166,jajka,0,432,chleb pełnoziarnisty;mleko,0,177,0,071,0,164,0,929
167,chleb pełnoziarnisty,0,414,jajka;mleko,0,171,0,071,0,171,1,003
168,jajka;chleb pełnoziarnisty,0,180,mleko,0,434,0,071,0,394,0,909
169,ser żółty,0,418,ryż brązowy;chleb pełnoziarnisty,0,176,0,071,0,170,0,965
170,ryż brązowy,0,412,ser żółty;chleb pełnoziarnisty,0,160,0,071,0,172,1,077
171,ser żółty;ryż brązowy,0,171,chleb pełnoziarnisty,0,414,0,071,0,415,1,003
172,chleb pełnoziarnisty,0,414,makaron pełnoziarnisty,0,183,0,070,0,169,0,924
173,oliwa z oliwek,0,196,ryż brązowy,0,412,0,070,0,357,0,867
174,ogórki,0,396,makaron pełnoziarnisty,0,183,0,070,0,177,0,966
175,płatki owsiane,0,210,ryż brązowy,0,412,0,070,0,333,0,809
176,pomidory,0,196,jajka,0,432,0,070,0,357,0,827
177,jabłka,0,407,ser żółty;jogurt naturalny,0,175,0,070,0,172,0,983
178,ser żółty,0,418,jabłka;jogurt naturalny,0,177,0,070,0,167,0,946
179,jabłka;ser żółty,0,163,jogurt naturalny,0,434,0,070,0,429,0,990
180,jabłka,0,407,ryż brązowy;mleko,0,181,0,070,0,172,0,950
181,ryż brązowy,0,412,jabłka;mleko,0,170,0,070,0,170,0,999
182,jabłka;ryż brązowy,0,175,mleko,0,434,0,070,0,400,0,922
183,ziemniaki,0,401,jabłka;jogurt naturalny,0,177,0,070,0,175,0,986
184,jabłka,0,407,ziemniaki;jogurt naturalny,0,165,0,070,0,172,1,042
185,ziemniaki;jabłka,0,160,jogurt naturalny,0,434,0,070,0,438,1,008
186,chleb pełnoziarnisty,0,414,banany;mleko,0,165,0,070,0,169,1,025
187,mleko,0,434,chleb pełnoziarnisty;banany,0,158,0,070,0,161,1,021
188,chleb pełnoziarnisty;mleko,0,177,banany,0,389,0,070,0,395,1,017
189,jajka,0,432,jogurt naturalny;mleko,0,184,0,070,0,162,0,881
190,jogurt naturalny,0,434,jajka;mleko,0,171,0,070,0,161,0,943
191,jajka;jogurt naturalny,0,180,mleko,0,434,0,070,0,389,0,896
192,ser żółty,0,418,jajka;mleko,0,171,0,070,0,167,0,979
193,jajka,0,432,ser żółty;mleko,0,194,0,070,0,162,0,835
194,ser żółty;jajka,0,176,mleko,0,434,0,070,0,398,0,916
195,oliwa z oliwek,0,196,banany,0,389,0,069,0,352,0,905
196,ser żółty,0,418,chleb pełnoziarnisty;ogórki,0,163,0,069,0,165,1,013
197,chleb pełnoziarnisty,0,414,ser żółty;ogórki,0,172,0,069,0,167,0,969
198,ser żółty;chleb pełnoziarnisty,0,160,ogórki,0,396,0,069,0,431,1,089
199,ser żółty,0,418,ryż brązowy;jogurt naturalny,0,172,0,069,0,165,0,960
200,ryż brązowy,0,412,ser żółty;jogurt naturalny,0,175,0,069,0,167,0,957
201,ser żółty;ryż brązowy,0,171,jogurt naturalny,0,434,0,069,0,404,0,930
202,jabłka,0,407,ryż brązowy;jogurt naturalny,0,172,0,069,0,170,0,986
203,ryż brązowy,0,412,jabłka;jogurt naturalny,0,177,0,069,0,167,0,946
204,jabłka;ryż brązowy,0,175,jogurt naturalny,0,434,0,069,0,394,0,908
205,pomidory,0,196,ogórki,0,396,0,068,0,347,0,876
206,mleko,0,434,kurczak,0,192,0,068,0,157,0,816
207,ser żółty,0,418,jajka;banany,0,157,0,068,0,163,1,036
208,jajka,0,432,ser żółty;banany,0,163,0,068,0,157,0,966
209,ser żółty;jajka,0,176,banany,0,389,0,068,0,386,0,993
210,ziemniaki,0,401,ryż brązowy;chleb pełnoziarnisty,0,176,0,068,0,170,0,964
211,ryż brązowy,0,412,ziemniaki;chleb pełnoziarnisty,0,164,0,068,0,165,1,006
212,ziemniaki;ryż brązowy,0,156,chleb pełnoziarnisty,0,414,0,068,0,436,1,053
213,ryż brązowy,0,412,ogórki;banany,0,156,0,068,0,165,1,058
214,ogórki,0,396,ryż brązowy;banany,0,149,0,068,0,172,1,152
215,ryż brązowy;ogórki,0,169,banany,0,389,0,068,0,402,1,034
216,jabłka,0,407,jajka;ryż brązowy,0,171,0,068,0,167,0,977
217,jajka,0,432,jabłka;ryż brązowy,0,175,0,068,0,157,0,899
218,jabłka;jajka,0,167,ryż brązowy,0,412,0,068,0,407,0,988
219,jabłka,0,407,ser żółty;ryż brązowy,0,171,0,068,0,167,0,977
220,ser żółty,0,418,jabłka;ryż brązowy,0,175,0,068,0,163,0,930
221,jabłka;ser żółty,0,163,ryż brązowy,0,412,0,068,0,417,1,013
222,ryż brązowy,0,412,makaron pełnoziarnisty,0,183,0,067,0,163,0,889
223,płatki owsiane,0,210,banany,0,389,0,067,0,319,0,820
224,jajka,0,432,makaron pełnoziarnisty,0,183,0,067,0,155,0,848
225,jabłka,0,407,ser żółty;banany,0,163,0,067,0,165,1,010
226,ser żółty,0,418,jabłka;banany,0,160,0,067,0,160,1,002
227,jabłka;ser żółty,0,163,banany,0,389,0,067,0,411,1,057
228,jajka,0,432,chleb pełnoziarnisty;banany,0,158,0,067,0,155,0,982
229,chleb pełnoziarnisty,0,414,jajka;banany,0,157,0,067,0,162,1,031
230,jajka;chleb pełnoziarnisty,0,180,banany,0,389,0,067,0,372,0,957
231,ziemniaki,0,401,jabłka;chleb pełnoziarnisty,0,162,0,067,0,167,1,031
232,jabłka,0,407,ziemniaki;chleb pełnoziarnisty,0,164,0,067,0,165,1,004
233,ziemniaki;jabłka,0,160,chleb pełnoziarnisty,0,414,0,067,0,419,1,011
234,jajka,0,432,ryż brązowy;jogurt naturalny,0,172,0,067,0,155,0,902
235,ryż brązowy,0,412,jajka;jogurt naturalny,0,180,0,067,0,163,0,903
236,jajka;ryż brązowy,0,171,jogurt naturalny,0,434,0,067,0,392,0,903
237,ziemniaki,0,401,ser żółty;ogórki,0,172,0,067,0,167,0,971
238,ser żółty,0,418,ziemniaki;ogórki,0,153,0,067,0,160,1,048
239,ziemniaki;ser żółty,0,159,ogórki,0,396,0,067,0,421,1,064
240,jabłka,0,407,ser żółty;ogórki,0,172,0,067,0,165,0,957
241,ser żółty,0,418,jabłka;ogórki,0,150,0,067,0,160,1,069
242,jabłka;ser żółty,0,163,ogórki,0,396,0,067,0,411,1,038
243,oliwa z oliwek,0,196,jabłka,0,407,0,066,0,337,0,827
244,pomidory,0,196,banany,0,389,0,066,0,337,0,866
245,banany,0,389,kurczak,0,192,0,066,0,170,0,884
246,jabłka,0,407,kurczak,0,192,0,066,0,162,0,845
247,jabłka,0,407,makaron pełnoziarnisty,0,183,0,066,0,162,0,886
248,jajka,0,432,ryż brązowy;banany,0,149,0,066,0,153,1,025
249,ryż brązowy,0,412,jajka;banany,0,157,0,066,0,160,1,020
250,jajka;ryż brązowy,0,171,banany,0,389,0,066,0,386,0,992
251,ziemniaki,0,401,chleb pełnoziarnisty;jogurt naturalny,0,169,0,066,0,165,0,974
252,chleb pełnoziarnisty,0,414,ziemniaki;jogurt naturalny,0,165,0,066,0,159,0,966
253,ziemniaki;chleb pełnoziarnisty,0,164,jogurt naturalny,0,434,0,066,0,402,0,927
254,ryż brązowy,0,412,jogurt naturalny;ogórki,0,162,0,066,0,160,0,989
255,jogurt naturalny,0,434,ryż brązowy;ogórki,0,169,0,066,0,152,0,900
256,ryż brązowy;jogurt naturalny,0,172,ogórki,0,396,0,066,0,384,0,969
257,jajka,0,432,chleb pełnoziarnisty;ogórki,0,163,0,066,0,153,0,937
258,chleb pełnoziarnisty,0,414,jajka;ogórki,0,155,0,066,0,159,1,029
259,jajka;chleb pełnoziarnisty,0,180,ogórki,0,396,0,066,0,367,0,926
260,jabłka,0,407,ser żółty;jajka,0,176,0,066,0,162,0,921
261,ser żółty,0,418,jabłka;jajka,0,167,0,066,0,158,0,945
262,jabłka;ser żółty,0,163,jajka,0,432,0,066,0,405,0,937
263,ser żółty,0,418,kurczak,0,192,0,065,0,156,0,810
264,ziemniaki,0,401,kurczak,0,192,0,065,0,162,0,844
265,pomidory,0,196,ser żółty,0,418,0,065,0,332,0,793
266,ogórki,0,396,kurczak,0,192,0,065,0,164,0,855
267,ziemniaki,0,401,jabłka;jajka,0,167,0,065,0,162,0,971
268,jabłka,0,407,ziemniaki;jajka,0,177,0,065,0,160,0,902
269,ziemniaki;jabłka,0,160,jajka,0,432,0,065,0,406,0,940
270,chleb pełnoziarnisty,0,414,jogurt naturalny;ogórki,0,162,0,065,0,157,0,969
271,jogurt naturalny,0,434,chleb pełnoziarnisty;ogórki,0,163,0,065,0,150,0,919
272,chleb pełnoziarnisty;jogurt naturalny,0,169,ogórki,0,396,0,065,0,385,0,971
273,jajka,0,432,ryż brązowy;ogórki,0,169,0,065,0,150,0,890
274,ryż brązowy,0,412,jajka;ogórki,0,155,0,065,0,158,1,018
275,jajka;ryż brązowy,0,171,ogórki,0,396,0,065,0,380,0,960
276,ziemniaki,0,401,ser żółty;banany,0,163,0,065,0,162,0,994
277,ser żółty,0,418,ziemniaki;banany,0,146,0,065,0,156,1,065
278,ziemniaki;ser żółty,0,159,banany,0,389,0,065,0,409,1,051
279,ziemniaki,0,401,jabłka;ser żółty,0,163,0,065,0,162,0,994
280,jabłka,0,407,ziemniaki;ser żółty,0,159,0,065,0,160,1,004
281,ziemniaki;jabłka,0,160,ser żółty,0,418,0,065,0,406,0,972
282,jabłka,0,407,ogórki;banany,0,156,0,065,0,160,1,024
283,ogórki,0,396,jabłka;banany,0,160,0,065,0,164,1,026
284,jabłka;ogórki,0,150,banany,0,389,0,065,0,433,1,114
285,jabłka,0,407,banany;mleko,0,165,0,065,0,160,0,968
286,mleko,0,434,jabłka;banany,0,160,0,065,0,150,0,936
287,jabłka;mleko,0,170,banany,0,389,0,065,0,382,0,983
288,jajka,0,432,chleb pełnoziarnisty;jogurt naturalny,0,169,0,064,0,148,0,877
289,chleb pełnoziarnisty,0,414,jajka;jogurt naturalny,0,180,0,064,0,155,0,859
290,jajka;chleb pełnoziarnisty,0,180,jogurt naturalny,0,434,0,064,0,356,0,819
291,chleb pełnoziarnisty,0,414,ogórki;mleko,0,162,0,064,0,155,0,954
292,ogórki,0,396,chleb pełnoziarnisty;mleko,0,177,0,064,0,162,0,913
293,chleb pełnoziarnisty;ogórki,0,163,mleko,0,434,0,064,0,393,0,905
294,ziemniaki,0,401,ser żółty;jajka,0,176,0,064,0,160,0,907
295,ser żółty,0,418,ziemniaki;jajka,0,177,0,064,0,153,0,865
296,ziemniaki;ser żółty,0,159,jajka,0,432,0,064,0,403,0,932
297,jajka,0,432,ogórki;banany,0,156,0,064,0,148,0,950
298,ogórki,0,396,jajka;banany,0,157,0,064,0,162,1,029
299,jajka;ogórki,0,155,banany,0,389,0,064,0,413,1,061
300,ser żółty,0,418,jajka;ogórki,0,155,0,064,0,153,0,988
301,jajka,0,432,ser żółty;ogórki,0,172,0,064,0,148,0,861
302,ser żółty;jajka,0,176,ogórki,0,396,0,064,0,364,0,918
303,oliwa z oliwek,0,196,ogórki,0,396,0,063,0,321,0,812
304,ser żółty,0,418,makaron pełnoziarnisty,0,183,0,063,0,151,0,824
305,pomidory,0,196,ryż brązowy,0,412,0,063,0,321,0,780
306,jogurt naturalny,0,434,banany;mleko,0,165,0,063,0,145,0,880
307,mleko,0,434,jogurt naturalny;banany,0,156,0,063,0,145,0,931
308,jogurt naturalny;mleko,0,184,banany,0,389,0,063,0,342,0,880
309,jogurt naturalny,0,434,ogórki;mleko,0,162,0,063,0,145,0,896
310,ogórki,0,396,jogurt naturalny;mleko,0,184,0,063,0,159,0,865
311,jogurt naturalny;ogórki,0,162,mleko,0,434,0,063,0,389,0,896
312,ser żółty,0,418,jogurt naturalny;ogórki,0,162,0,063,0,151,0,930
313,jogurt naturalny,0,434,ser żółty;ogórki,0,172,0,063,0,145,0,844
314,ser żółty;jogurt naturalny,0,175,ogórki,0,396,0,063,0,360,0,909
315,ryż brązowy,0,412,banany;mleko,0,165,0,063,0,153,0,927
316,mleko,0,434,ryż brązowy;banany,0,149,0,063,0,145,0,974
317,ryż brązowy;mleko,0,181,banany,0,389,0,063,0,348,0,895
318,ziemniaki,0,401,ryż brązowy;mleko,0,181,0,063,0,157,0,868
319,ryż brązowy,0,412,ziemniaki;mleko,0,178,0,063,0,153,0,859
320,ziemniaki;ryż brązowy,0,156,mleko,0,434,0,063,0,404,0,931
321,jabłka,0,407,chleb pełnoziarnisty;banany,0,158,0,063,0,155,0,980
322,chleb pełnoziarnisty,0,414,jabłka;banany,0,160,0,063,0,152,0,951
323,jabłka;chleb pełnoziarnisty,0,162,banany,0,389,0,063,0,389,1,000
324,ziemniaki,0,401,makaron pełnoziarnisty,0,183,0,062,0,155,0,845
325,jogurt naturalny,0,434,ogórki;banany,0,156,0,062,0,143,0,916
326,ogórki,0,396,jogurt naturalny;banany,0,156,0,062,0,157,1,004
327,jogurt naturalny;ogórki,0,162,banany,0,389,0,062,0,383,0,984
328,ziemniaki,0,401,jabłka;ryż brązowy,0,175,0,062,0,155,0,884
329,jabłka,0,407,ziemniaki;ryż brązowy,0,156,0,062,0,152,0,977
330,ziemniaki;jabłka,0,160,ryż brązowy,0,412,0,062,0,388,0,941
331,ziemniaki,0,401,ogórki;banany,0,156,0,062,0,155,0,991
332,ogórki,0,396,ziemniaki;banany,0,146,0,062,0,157,1,072
333,ziemniaki;ogórki,0,153,banany,0,389,0,062,0,405,1,042
334,ziemniaki,0,401,jajka;banany,0,157,0,062,0,155,0,985
335,jajka,0,432,ziemniaki;banany,0,146,0,062,0,144,0,983
336,ziemniaki;jajka,0,177,banany,0,389,0,062,0,350,0,900
337,jabłka,0,407,ryż brązowy;banany,0,149,0,062,0,152,1,022
338,ryż brązowy,0,412,jabłka;banany,0,160,0,062,0,150,0,941
339,jabłka;ryż brązowy,0,175,banany,0,389,0,062,0,354,0,911
340,ziemniaki,0,401,ser żółty;ryż brązowy,0,171,0,062,0,155,0,904
341,ser żółty,0,418,ziemniaki;ryż brązowy,0,156,0,062,0,148,0,951
342,ziemniaki;ser żółty,0,159,ryż brązowy,0,412,0,062,0,390,0,946
343,ziemniaki,0,401,jajka;ogórki,0,155,0,062,0,155,0,998
344,jajka,0,432,ziemniaki;ogórki,0,153,0,062,0,144,0,938
345,ziemniaki;jajka,0,177,ogórki,0,396,0,062,0,350,0,885
346,ogórki,0,396,banany;mleko,0,165,0,062,0,157,0,949
347,mleko,0,434,ogórki;banany,0,156,0,062,0,143,0,916
348,ogórki;mleko,0,162,banany,0,389,0,062,0,383,0,984
349,ser żółty,0,418,chleb pełnoziarnisty;jogurt naturalny,0,169,0,061,0,146,0,864
