id,support,pattern
179,0.027,hygiene articles;whole milk
180,0.046,pastry;tropical fruit
181,0.013,frankfurter;white bread
182,0.034,chicken;soda
183,0.016,hard cheese;root vegetables
184,0.015,butter milk;shopping bags
185,0.043,beef;soda
186,0.027,napkins;soda
187,0.010,hygiene articles;newspapers
188,0.191,other vegetables;whole milk
189,0.010,dog food;whole milk
190,0.022,grapes;rolls/buns
191,0.013,sugar;whipped/sour cream
192,0.033,onions;rolls/buns
193,0.019,frankfurter;fruit/vegetable juice
194,0.054,domestic eggs;other vegetables
195,0.017,brown bread;dessert
196,0.017,frozen vegetables;pastry
197,0.015,hard cheese;tropical fruit
198,0.037,citrus fruit;pastry
199,0.038,canned beer;pastry
200,0.018,misc. beverages;tropical fruit
201,0.022,domestic eggs;pip fruit
202,0.017,chocolate;pastry
203,0.019,hamburger meat;tropical fruit
204,0.016,pot plants;whole milk
205,0.018,soda;white wine
206,0.011,oil;pastry
207,0.014,citrus fruit;frozen meals
208,0.023,butter;pip fruit
209,0.011,beef;berries
210,0.015,ice cream;sausage
211,0.028,bottled water;margarine
212,0.011,margarine;napkins
213,0.034,frankfurter;tropical fruit
214,0.011,bottled beer;candy
215,0.052,canned beer;yogurt
216,0.014,spread cheese;whole milk
217,0.016,chicken;domestic eggs
218,0.021,domestic eggs;whipped/sour cream
219,0.032,newspapers;sausage
220,0.026,fruit/vegetable juice;pastry
221,0.014,hamburger meat;shopping bags
222,0.027,canned beer;frankfurter
223,0.021,bottled water;uht-milk
224,0.014,citrus fruit;onions
225,0.120,other vegetables;yogurt
226,0.029,bottled beer;whipped/sour cream
227,0.056,other vegetables;pork
228,0.010,bottled water;flour
229,0.025,beef;pastry
230,0.019,beef;canned beer
231,0.013,misc. beverages;root vegetables
232,0.012,bottled beer;oil
233,0.010,brown bread;waffles
234,0.011,domestic eggs;oil
235,0.033,butter;root vegetables
236,0.011,bottled beer;ice cream
237,0.022,whipped/sour cream;white bread
238,0.069,rolls/buns;shopping bags
239,0.014,newspapers;salty snack
240,0.025,bottled water;chicken
241,0.010,fruit/vegetable juice;ham
242,0.011,domestic eggs;onions
243,0.025,frankfurter;shopping bags
244,0.020,chicken;pip fruit
245,0.034,napkins;other vegetables
246,0.017,sugar;tropical fruit
247,0.011,bottled beer;specialty chocolate
248,0.017,butter milk;root vegetables
249,0.013,semi-finished bread;yogurt
250,0.036,coffee;yogurt
251,0.016,citrus fruit;ham
252,0.034,frozen vegetables;yogurt
253,0.012,citrus fruit;grapes
254,0.057,pip fruit;yogurt
255,0.021,oil;soda
256,0.013,napkins;pip fruit
257,0.091,rolls/buns;root vegetables
258,0.048,cream cheese;whole milk
259,0.039,chicken;other vegetables
260,0.055,frankfurter;rolls/buns
261,0.010,chewing gum;shopping bags
262,0.010,citrus fruit;sliced cheese
263,0.023,brown bread;pork
264,0.016,napkins;pastry
265,0.019,chocolate;pip fruit
266,0.023,uht-milk;yogurt
267,0.015,brown bread;chicken
268,0.024,canned beer;pork
269,0.020,brown bread;domestic eggs
270,0.037,ham;whole milk
271,0.021,cream cheese;sausage
272,0.011,meat;newspapers
273,0.028,brown bread;citrus fruit
274,0.011,citrus fruit;hard cheese
275,0.011,liquor;soda
276,0.020,beef;frankfurter
277,0.020,coffee;frankfurter
278,0.012,candy;canned beer
279,0.046,citrus fruit;tropical fruit
280,0.030,pastry;shopping bags
281,0.018,other vegetables;red/blush wine
282,0.039,fruit/vegetable juice;root vegetables
283,0.041,uht-milk;whole milk
284,0.025,domestic eggs;shopping bags
285,0.019,candy;soda
286,0.017,other vegetables;semi-finished bread
287,0.014,bottled water;long life bakery product
288,0.015,bottled beer;onions
289,0.044,domestic eggs;soda
290,0.015,sausage;sliced cheese
291,0.011,pip fruit;specialty chocolate
292,0.021,chicken;pastry
293,0.011,canned fish;soda
294,0.016,dessert;shopping bags
295,0.087,pip fruit;whole milk
296,0.038,beef;yogurt
297,0.011,newspapers;uht-milk
298,0.011,coffee;hamburger meat
299,0.032,hamburger meat;rolls/buns
300,0.038,chocolate;other vegetables
301,0.055,sausage;tropical fruit
302,0.013,pickled vegetables;rolls/buns
303,0.024,brown bread;newspapers
304,0.038,bottled water;brown bread
305,0.018,curd;margarine
306,0.014,napkins;newspapers
307,0.013,domestic eggs;meat
308,0.031,canned beer;pip fruit
309,0.013,misc. beverages;pastry
310,0.010,berries;curd
311,0.022,citrus fruit;coffee
312,0.079,bottled water;rolls/buns
313,0.055,coffee;whole milk
314,0.011,canned beer;specialty chocolate
315,0.018,pickled vegetables;whole milk
316,0.036,curd;tropical fruit
317,0.022,domestic eggs;frankfurter
318,0.012,frozen meals;pip fruit
319,0.013,flour;rolls/buns
320,0.011,salty snack;whipped/sour cream
321,0.034,domestic eggs;tropical fruit
322,0.011,domestic eggs;ham
323,0.019,beef;shopping bags
324,0.012,soda;soft cheese
325,0.029,candy;whole milk
326,0.014,napkins;pork
327,0.049,bottled beer;yogurt
328,0.021,beef;bottled beer
329,0.023,beef;whipped/sour cream
330,0.012,frankfurter;long life bakery product
331,0.030,bottled beer;canned beer
332,0.023,soda;specialty chocolate
333,0.039,sausage;whipped/sour cream
334,0.018,bottled water;waffles
335,0.011,oil;pip fruit
336,0.014,chocolate;fruit/vegetable juice
337,0.024,margarine;shopping bags
338,0.011,hard cheese;pip fruit
339,0.037,sausage;shopping bags
340,0.015,dessert;whipped/sour cream
341,0.013,chewing gum;tropical fruit
342,0.015,bottled beer;ham
343,0.019,chicken;newspapers
344,0.011,frozen meals;fruit/vegetable juice
345,0.013,pork;white bread
346,0.013,oil;root vegetables
347,0.010,bottled water;chewing gum
348,0.011,cream cheese;frozen vegetables
349,0.010,other vegetables;seasonal products
350,0.013,beef;coffee
351,0.011,cream cheese;uht-milk
352,0.025,bottled beer;frankfurter
353,0.010,rolls/buns;seasonal products
354,0.034,pork;root vegetables
355,0.012,long life bakery product;pork
356,0.012,newspapers;sugar
357,0.010,beverages;curd
358,0.013,coffee;frozen vegetables
359,0.032,curd;sausage
360,0.070,pastry;rolls/buns
361,0.040,root vegetables;whipped/sour cream
362,0.015,chicken;pork
363,0.026,hard cheese;other vegetables
364,0.020,frozen vegetables;whipped/sour cream
365,0.014,brown bread;chocolate
366,0.010,bottled beer;cat food
367,0.022,other vegetables;sliced cheese
368,0.020,chocolate;root vegetables
369,0.012,packaged fruit/vegetables;rolls/buns
370,0.019,shopping bags;white bread
371,0.013,coffee;uht-milk
372,0.025,margarine;tropical fruit
373,0.014,coffee;margarine
374,0.025,fruit/vegetable juice;pip fruit
375,0.067,canned beer;other vegetables
376,0.015,frozen meals;root vegetables
377,0.022,berries;root vegetables
378,0.035,citrus fruit;shopping bags
379,0.011,curd;salty snack
380,0.010,pickled vegetables;yogurt
381,0.023,butter;newspapers
382,0.019,butter;fruit/vegetable juice
383,0.010,pastry;red/blush wine
384,0.027,bottled water;fruit/vegetable juice
385,0.017,chocolate;frankfurter
386,0.147,other vegetables;rolls/buns
387,0.019,soft cheese;whole milk
388,0.033,fruit/vegetable juice;tropical fruit
389,0.020,domestic eggs;pork
390,0.017,hamburger meat;whipped/sour cream
391,0.016,brown bread;white bread
392,0.112,bottled water;whole milk
393,0.018,chewing gum;yogurt
394,0.018,bottled beer;cream cheese
395,0.043,coffee;rolls/buns
396,0.017,bottled beer;chocolate
397,0.017,citrus fruit;sugar
398,0.015,berries;citrus fruit
399,0.015,grapes;root vegetables
400,0.012,butter;chocolate
401,0.016,butter;domestic eggs
402,0.076,tropical fruit;yogurt
403,0.015,beverages;bottled water
404,0.015,butter;cream cheese
405,0.024,cat food;other vegetables
406,0.015,canned fish;whole milk
407,0.020,onions;root vegetables
408,0.027,pastry;whipped/sour cream
409,0.046,pork;soda
410,0.066,butter;whole milk
411,0.070,domestic eggs;whole milk
412,0.013,sausage;specialty chocolate
413,0.010,cream cheese;white bread
414,0.012,oil;pork
415,0.017,hygiene articles;soda
416,0.021,bottled water;cream cheese
417,0.017,shopping bags;uht-milk
418,0.012,domestic eggs;napkins
419,0.025,bottled water;chocolate
420,0.034,bottled water;newspapers
421,0.024,bottled beer;fruit/vegetable juice
422,0.047,canned beer;root vegetables
423,0.034,canned beer;shopping bags
424,0.050,margarine;other vegetables
425,0.028,frozen meals;rolls/buns
426,0.030,oil;whole milk
427,0.016,citrus fruit;specialty chocolate
428,0.019,citrus fruit;napkins
429,0.011,hygiene articles;pip fruit
430,0.013,cream cheese;frankfurter
431,0.062,fruit/vegetable juice;whole milk
432,0.056,bottled water;tropical fruit
433,0.043,coffee;soda
434,0.016,berries;whipped/sour cream
435,0.072,other vegetables;pip fruit
436,0.018,berries;pastry
437,0.015,root vegetables;sliced cheese
438,0.021,sausage;sugar
439,0.018,beef;pork
440,0.043,domestic eggs;yogurt
441,0.023,margarine;pip fruit
442,0.021,beef;butter
443,0.013,curd;frozen vegetables
444,0.048,white bread;whole milk
445,0.013,butter;frozen vegetables
446,0.014,frozen fish;whole milk
447,0.017,beverages;root vegetables
448,0.039,other vegetables;uht-milk
449,0.015,napkins;whipped/sour cream
450,0.011,canned beer;waffles
451,0.066,bottled water;yogurt
452,0.019,hard cheese;soda
453,0.026,root vegetables;white bread
454,0.022,red/blush wine;whole milk
455,0.030,citrus fruit;frankfurter
456,0.016,beef;domestic eggs
457,0.012,bottled water;misc. beverages
458,0.012,margarine;uht-milk
459,0.019,fruit/vegetable juice;pork
460,0.018,sliced cheese;soda
461,0.028,frozen meals;other vegetables
462,0.053,brown bread;rolls/buns
463,0.015,herbs;yogurt
464,0.077,sausage;soda
465,0.093,other vegetables;sausage
466,0.042,canned beer;tropical fruit
467,0.012,dessert;frozen vegetables
468,0.030,frozen vegetables;root vegetables
469,0.023,meat;rolls/buns
470,0.042,brown bread;yogurt
471,0.039,frankfurter;root vegetables
472,0.023,salty snack;yogurt
473,0.025,butter;shopping bags
474,0.012,canned vegetables;whole milk
475,0.030,frankfurter;pastry
476,0.025,coffee;sausage
477,0.015,salty snack;shopping bags
478,0.021,root vegetables;salty snack
479,0.020,semi-finished bread;whole milk
480,0.012,bottled beer;misc. beverages
481,0.012,frozen meals;pastry
482,0.021,root vegetables;uht-milk
483,0.017,frozen vegetables;pork
484,0.024,canned beer;frozen vegetables
485,0.037,berries;other vegetables
486,0.044,pip fruit;tropical fruit
487,0.023,dessert;tropical fruit
488,0.011,brown bread;grapes
489,0.014,canned beer;dessert
490,0.015,packaged fruit/vegetables;whole milk
491,0.016,hamburger meat;pip fruit
492,0.024,citrus fruit;domestic eggs
493,0.010,domestic eggs;waffles
494,0.045,butter;yogurt
495,0.036,other vegetables;white bread
496,0.012,semi-finished bread;tropical fruit
497,0.045,pip fruit;root vegetables
498,0.015,bottled water;specialty bar
499,0.024,long life bakery product;soda
500,0.020,brown bread;curd
501,0.013,citrus fruit;meat
502,0.011,curd;hamburger meat
503,0.027,brown bread;pip fruit
504,0.012,canned beer;frozen meals
505,0.087,canned beer;whole milk
506,0.023,candy;other vegetables
507,0.031,butter;tropical fruit
508,0.065,citrus fruit;soda
509,0.011,beverages;citrus fruit
510,0.030,chocolate;soda
511,0.013,seasonal products;whole milk
512,0.016,newspapers;white bread
513,0.027,dessert;yogurt
514,0.018,chicken;whipped/sour cream
515,0.014,flour;yogurt
516,0.027,bottled water;frozen vegetables
517,0.014,dessert;newspapers
518,0.012,dessert;fruit/vegetable juice
519,0.116,tropical fruit;whole milk
520,0.015,cream cheese;pip fruit
521,0.013,butter;white bread
522,0.016,salty snack;tropical fruit
523,0.041,dessert;whole milk
524,0.010,condensed milk;rolls/buns
525,0.032,pip fruit;shopping bags
526,0.027,soda;uht-milk
527,0.029,other vegetables;salty snack
528,0.015,pip fruit;waffles
529,0.034,salty snack;whole milk
530,0.012,cream cheese;curd
531,0.018,hamburger meat;sausage
532,0.010,canned beer;specialty bar
533,0.035,meat;whole milk
534,0.012,citrus fruit;hygiene articles
535,0.031,pip fruit;whipped/sour cream
536,0.023,napkins;tropical fruit
537,0.025,chicken;tropical fruit
538,0.013,ham;newspapers
539,0.012,beverages;pastry
540,0.035,brown bread;sausage
541,0.011,frozen meals;whipped/sour cream
542,0.011,frankfurter;ham
543,0.023,bottled beer;curd
544,0.070,brown bread;whole milk
545,0.021,herbs;whole milk
546,0.028,beverages;whole milk
547,0.016,cream cheese;newspapers
548,0.016,coffee;whipped/sour cream
549,0.014,canned beer;ice cream
550,0.015,meat;sausage
551,0.020,flour;whole milk
552,0.013,candy;pip fruit
553,0.011,chicken;uht-milk
554,0.034,canned beer;citrus fruit
555,0.017,beverages;tropical fruit
556,0.055,shopping bags;yogurt
557,0.010,herbs;sausage
558,0.021,bottled water;white bread
559,0.012,margarine;white bread
560,0.051,frankfurter;soda
561,0.013,chicken;frozen vegetables
562,0.012,brown bread;salty snack
563,0.048,soda;whipped/sour cream
564,0.036,napkins;rolls/buns
565,0.035,brown bread;tropical fruit
566,0.014,berries;canned beer
567,0.016,flour;other vegetables
568,0.047,pastry;root vegetables
569,0.014,frankfurter;onions
570,0.010,dish cleaner;whole milk
571,0.011,beef;butter milk
572,0.043,napkins;whole milk
573,0.038,canned beer;sausage
574,0.151,soda;whole milk
575,0.020,chicken;shopping bags
576,0.016,brown bread;frozen vegetables
577,0.029,pip fruit;pork
578,0.012,beverages;brown bread
579,0.016,butter;curd
580,0.021,chewing gum;other vegetables
581,0.017,rolls/buns;soft cheese
582,0.010,chicken;cream cheese
583,0.097,soda;yogurt
584,0.024,shopping bags;whipped/sour cream
585,0.010,coffee;dessert
586,0.013,bottled beer;long life bakery product
587,0.033,beef;root vegetables
588,0.014,coffee;pork
589,0.011,beverages;shopping bags
590,0.025,specialty bar;whole milk
591,0.014,specialty bar;tropical fruit
592,0.017,bottled beer;white bread
593,0.029,berries;rolls/buns
594,0.012,cream cheese;fruit/vegetable juice
595,0.012,chicken;waffles
596,0.035,hamburger meat;other vegetables
597,0.011,detergent;soda
598,0.028,white bread;yogurt
599,0.020,oil;rolls/buns
600,0.060,brown bread;other vegetables
601,0.063,pastry;soda
602,0.020,rolls/buns;specialty chocolate
603,0.015,beverages;sausage
604,0.041,fruit/vegetable juice;yogurt
605,0.035,domestic eggs;root vegetables
606,0.021,tropical fruit;waffles
607,0.012,pasta;soda
608,0.013,pastry;specialty chocolate
609,0.011,meat;shopping bags
610,0.020,bottled water;hamburger meat
611,0.010,berries;frozen vegetables
612,0.013,beverages;whipped/sour cream
613,0.016,chicken;margarine
614,0.012,herbs;rolls/buns
615,0.030,brown bread;canned beer
616,0.010,beef;napkins
617,0.022,berries;tropical fruit
618,0.025,butter;canned beer
619,0.025,citrus fruit;pork
620,0.046,citrus fruit;root vegetables
621,0.091,shopping bags;whole milk
622,0.018,frozen meals;tropical fruit
623,0.012,other vegetables;pasta
624,0.022,curd;pip fruit
625,0.011,chocolate;coffee
626,0.020,fruit/vegetable juice;whipped/sour cream
627,0.012,canned beer;grapes
628,0.012,curd;white bread
629,0.012,other vegetables;spread cheese
630,0.024,chicken;sausage
631,0.025,napkins;yogurt
632,0.031,fruit/vegetable juice;sausage
633,0.012,brown bread;uht-milk
634,0.026,canned beer;domestic eggs
635,0.011,brown bread;hamburger meat
636,0.033,frozen meals;whole milk
637,0.016,brown bread;margarine
638,0.016,oil;tropical fruit
639,0.019,curd;newspapers
640,0.014,soft cheese;yogurt
641,0.054,fruit/vegetable juice;rolls/buns
642,0.020,oil;yogurt
643,0.094,bottled water;other vegetables
644,0.024,berries;yogurt
645,0.016,frozen meals;sausage
646,0.011,frankfurter;specialty chocolate
647,0.010,domestic eggs;frozen meals
648,0.023,fruit/vegetable juice;shopping bags
649,0.024,soda;waffles
650,0.031,chicken;yogurt
651,0.026,beef;bottled water
652,0.067,canned beer;rolls/buns
653,0.019,napkins;sausage
654,0.011,berries;brown bread
655,0.028,domestic eggs;pastry
656,0.021,frozen meals;yogurt
657,0.026,bottled beer;newspapers
658,0.019,curd;fruit/vegetable juice
659,0.120,rolls/buns;soda
660,0.041,bottled water;pip fruit
661,0.017,berries;shopping bags
662,0.018,berries;sausage
663,0.014,brown bread;cream cheese
664,0.017,misc. beverages;soda
665,0.012,oil;sausage
666,0.011,frankfurter;napkins
667,0.028,canned beer;whipped/sour cream
668,0.021,coffee;pastry
669,0.036,dessert;other vegetables
670,0.027,rolls/buns;sugar
671,0.042,tropical fruit;whipped/sour cream
672,0.013,shopping bags;waffles
673,0.024,beverages;rolls/buns
674,0.012,frozen vegetables;napkins
675,0.016,napkins;shopping bags
676,0.050,chicken;whole milk
677,0.018,meat;yogurt
678,0.033,bottled water;curd
679,0.017,meat;tropical fruit
680,0.019,citrus fruit;hamburger meat
681,0.010,hygiene articles;shopping bags
682,0.041,frozen vegetables;rolls/buns
683,0.042,frankfurter;yogurt
684,0.011,butter milk;domestic eggs
685,0.043,curd;soda
686,0.033,butter;sausage
687,0.026,bottled water;coffee
688,0.011,seasonal products;soda
689,0.032,butter milk;whole milk
690,0.018,citrus fruit;dessert
691,0.022,dessert;sausage
692,0.016,chicken;curd
693,0.027,butter;citrus fruit
694,0.011,fruit/vegetable juice;salty snack
695,0.179,rolls/buns;whole milk
696,0.034,brown bread;root vegetables
697,0.017,margarine;pork
698,0.060,margarine;whole milk
699,0.014,condensed milk;whole milk
700,0.017,bottled beer;chicken
701,0.019,meat;root vegetables
702,0.013,bottled beer;salty snack
703,0.025,cream cheese;root vegetables
704,0.067,pip fruit;rolls/buns
705,0.012,dessert;margarine
706,0.016,salty snack;sausage
707,0.026,onions;soda
708,0.024,cat food;whole milk
709,0.028,newspapers;whipped/sour cream
710,0.013,berries;pork
711,0.073,other vegetables;shopping bags
712,0.011,brown bread;frozen meals
713,0.012,hamburger meat;pork
714,0.017,long life bakery product;root vegetables
715,0.018,coffee;shopping bags
716,0.028,hamburger meat;yogurt
717,0.011,frozen vegetables;uht-milk
718,0.019,grapes;soda
719,0.039,berries;whole milk
720,0.017,margarine;newspapers
721,0.018,butter;margarine
722,0.024,citrus fruit;margarine
723,0.015,red/blush wine;soda
724,0.026,beef;sausage
725,0.038,waffles;whole milk
726,0.091,pastry;whole milk
727,0.033,coffee;tropical fruit
728,0.024,waffles;yogurt
729,0.018,canned beer;white bread
730,0.019,root vegetables;waffles
731,0.013,hamburger meat;newspapers
732,0.012,chicken;white bread
733,0.058,pastry;yogurt
734,0.013,berries;newspapers
735,0.012,chocolate;margarine
736,0.010,frozen dessert;soda
737,0.025,pastry;pork
738,0.020,rolls/buns;specialty bar
739,0.027,newspapers;pastry
740,0.011,butter;uht-milk
741,0.032,domestic eggs;sausage
742,0.019,butter;chicken
743,0.019,specialty bar;yogurt
744,0.012,domestic eggs;salty snack
745,0.016,specialty chocolate;tropical fruit
746,0.082,soda;tropical fruit
747,0.012,baking powder;soda
748,0.040,bottled beer;sausage
749,0.017,rolls/buns;white wine
750,0.013,dishes;other vegetables
751,0.011,shopping bags;specialty bar
752,0.012,bottled water;hygiene articles
753,0.015,cream cheese;whipped/sour cream
754,0.052,curd;other vegetables
755,0.014,root vegetables;white wine
756,0.068,frankfurter;whole milk
757,0.017,bottled water;ham
758,0.027,newspapers;pip fruit
759,0.019,fruit/vegetable juice;margarine
760,0.019,chocolate;citrus fruit
761,0.028,coffee;root vegetables
762,0.040,bottled water;canned beer
763,0.024,frozen vegetables;sausage
764,0.012,frozen fish;other vegetables
765,0.011,chewing gum;citrus fruit
766,0.016,pip fruit;white bread
767,0.094,other vegetables;root vegetables
768,0.011,liquor;rolls/buns
769,0.012,baking powder;yogurt
770,0.011,long life bakery product;whipped/sour cream
771,0.012,processed cheese;root vegetables
772,0.020,butter milk;yogurt
773,0.015,onions;pip fruit
774,0.019,grapes;yogurt
775,0.011,beverages;canned beer
776,0.010,root vegetables;semi-finished bread
777,0.045,hamburger meat;whole milk
778,0.017,canned beer;salty snack
779,0.019,canned beer;chicken
780,0.013,ham;shopping bags
781,0.020,beverages;yogurt
782,0.048,whipped/sour cream;yogurt
783,0.015,canned beer;uht-milk
784,0.012,pastry;specialty bar
785,0.012,pip fruit;salty snack
786,0.020,cream cheese;shopping bags
787,0.028,hard cheese;whole milk
788,0.027,misc. beverages;whole milk
789,0.010,beverages;pork
790,0.013,meat;whipped/sour cream
791,0.111,rolls/buns;yogurt
792,0.010,misc. beverages;pork
793,0.022,tropical fruit;uht-milk
794,0.016,hygiene articles;root vegetables
795,0.029,beef;citrus fruit
796,0.091,other vegetables;tropical fruit
797,0.039,newspapers;root vegetables
798,0.042,chicken;rolls/buns
799,0.012,root vegetables;specialty bar
800,0.113,root vegetables;whole milk
801,0.014,ice cream;root vegetables
802,0.013,hygiene articles;tropical fruit
803,0.042,pip fruit;sausage
804,0.013,flour;tropical fruit
805,0.018,frankfurter;frozen vegetables
806,0.016,ham;tropical fruit
807,0.013,butter;salty snack
808,0.017,frankfurter;pork
809,0.013,berries;domestic eggs
810,0.014,canned fish;rolls/buns
811,0.011,beverages;newspapers
812,0.011,fruit/vegetable juice;uht-milk
813,0.025,rolls/buns;waffles
814,0.015,ham;root vegetables
815,0.011,grapes;pip fruit
816,0.053,domestic eggs;rolls/buns
817,0.044,bottled water;pastry
818,0.020,frankfurter;newspapers
819,0.015,bottled water;frozen meals
820,0.022,candy;rolls/buns
821,0.011,butter;dessert
822,0.034,onions;other vegetables
823,0.012,beef;chicken
824,0.010,butter milk;frankfurter
825,0.016,beef;margarine
826,0.011,frankfurter;specialty bar
827,0.011,beef;uht-milk
828,0.011,berries;butter
829,0.063,bottled beer;rolls/buns
830,0.031,brown bread;shopping bags
831,0.018,chewing gum;rolls/buns
832,0.012,onions;pork
833,0.072,citrus fruit;rolls/buns
834,0.080,whipped/sour cream;whole milk
835,0.015,rolls/buns;semi-finished bread
836,0.014,citrus fruit;waffles
837,0.017,brown bread;coffee
838,0.029,beverages;other vegetables
839,0.021,brown bread;fruit/vegetable juice
840,0.014,long life bakery product;pastry
841,0.015,baking powder;other vegetables
842,0.067,other vegetables;whipped/sour cream
843,0.014,pip fruit;sugar
844,0.013,citrus fruit;uht-milk
845,0.011,coffee;napkins
846,0.010,newspapers;onions
847,0.031,brown bread;pastry
848,0.023,ice cream;other vegetables
849,0.022,curd;whipped/sour cream
850,0.011,specialty chocolate;whipped/sour cream
851,0.025,canned beer;margarine
852,0.072,root vegetables;yogurt
853,0.016,candy;tropical fruit
854,0.037,sugar;whole milk
855,0.028,meat;other vegetables
856,0.013,sausage;white wine
857,0.040,cream cheese;other vegetables
858,0.011,processed cheese;tropical fruit
859,0.019,berries;bottled water
860,0.015,herbs;other vegetables
861,0.013,beverages;pip fruit
862,0.017,bottled beer;hamburger meat
863,0.012,fruit/vegetable juice;sugar
864,0.014,meat;pip fruit
865,0.015,sausage;specialty bar
866,0.010,shopping bags;specialty chocolate
867,0.017,onions;pastry
868,0.026,soda;sugar
869,0.011,fruit/vegetable juice;hamburger meat
870,0.027,ham;other vegetables
871,0.012,citrus fruit;white wine
872,0.011,frozen meals;newspapers
873,0.013,long life bakery product;pip fruit
874,0.023,chicken;citrus fruit
