id,basket
58,sausage;salty snack;dessert;cling film/bags;spread cheese
59,whole milk;tropical fruit;soda;whipped/sour cream;beef;beverages;root vegetables;Instant food products;fruit/vegetable juice;hard cheese;chocolate;dessert;bottled beer;margarine
60,other vegetables;tropical fruit;yogurt;ham;whole milk;whole milk;whole milk;other vegetables;butter;whipped/sour cream;sauces;long life bakery product;white bread;ketchup;shopping bags;frozen fruits
61,rolls/buns;whole milk;candy;citrus fruit
62,long life bakery product;root vegetables;cream cheese ;root vegetables;whole milk;rolls/buns;other vegetables
63,frankfurter;beef;red/blush wine;hamburger meat;tropical fruit;tropical fruit;tropical fruit;dessert;frozen fish;soda;rolls/buns;whole milk;long life bakery product;rum
64,root vegetables;whole milk;bottled beer;other vegetables;oil;shopping bags
65,hamburger meat;rolls/buns;whole milk;tropical fruit;pork;coffee;tropical fruit;chocolate
66,pork;soda;spread cheese;yogurt
67,bottled beer;tropical fruit;brown bread;pork;sliced cheese;dishes;fruit/vegetable juice;rolls/buns;salt;domestic eggs
68,citrus fruit;red/blush wine;cream cheese ;newspapers
69,yogurt;roll products ;fruit/vegetable juice
70,frankfurter;ham;canned beer;other vegetables
71,pip fruit;finished products;curd;yogurt;brown bread;pip fruit;brown bread;prosecco;bottled water;salt;dishes;domestic eggs
72,misc. beverages;fruit/vegetable juice;semi-finished bread;instant coffee;flower (seeds);ketchup;oil;detergent;shopping bags;candy
73,frankfurter;pip fruit;frankfurter;citrus fruit;UHT-milk;bottled water;rolls/buns;frozen meals;fruit/vegetable juice;canned fish;dishes
74,ham;frankfurter;sausage;chicken;sausage;whole milk;whole milk;butter;butter;bottled water;brown bread;coffee;bottled water
75,tropical fruit;rolls/buns;canned beer;other vegetables;white bread;pastry;soda;root vegetables;rolls/buns;butter;brown bread;pasta;artif. sweetener;soda
76,frankfurter;curd;chicken;white bread;rolls/buns;soda;coffee
77,rolls/buns;red/blush wine;onions;bottled water;sweet spreads;napkins
78,root vegetables;frozen vegetables;canned beer;pet care;soda
79,coffee;other vegetables;specialty bar;tropical fruit;frankfurter;tropical fruit;butter milk;newspapers;yogurt;whole milk;whole milk;bottled beer;beverages;pastry;baking powder;yogurt
80,beef;bottled water;margarine;hygiene articles;other vegetables
81,pork;hamburger meat;specialty chocolate;sliced cheese;whole milk;soda;bathroom cleaner
82,pip fruit;other vegetables
83,root vegetables;other vegetables;citrus fruit;shopping bags;yogurt;soda;newspapers
84,rolls/buns;other vegetables;beef;canned beer;rolls/buns;ice cream;citrus fruit;soda;curd;herbs;soda;whipped/sour cream;butter;margarine
85,sausage;herbs;sausage;soda;other vegetables;ham;whole milk;coffee;pip fruit;pot plants;beverages;flower (seeds);whole milk;white bread;whole milk;berries;specialty chocolate;chocolate;cake bar;white bread;jam
86,tropical fruit;whole milk;yogurt;meat;other vegetables;hard cheese;berries;domestic eggs;baking powder
87,yogurt;sauces
88,ice cream;sausage;whisky;beef;specialty chocolate;whole milk;dishes;yogurt;yogurt;napkins;detergent;pastry
89,frankfurter;rolls/buns;photo/film;root vegetables;soda;grapes;bottled beer;sausage;yogurt;other vegetables;salty snack;shopping bags;specialty bar;other vegetables;Instant food products;domestic eggs;bottled water;newspapers;frozen vegetables;bottled beer
90,dessert;domestic eggs
91,sausage;sausage;tropical fruit;tropical fruit;pasta;chocolate marshmallow;hamburger meat;whole milk;whole milk;misc. beverages;soda;root vegetables;whole milk;other vegetables;detergent;brown bread;newspapers;waffles;salty snack;flour
92,packaged fruit/vegetables;bottled water;yogurt;pickled vegetables;pork;domestic eggs;shopping bags;flour
93,pip fruit;fruit/vegetable juice
94,tropical fruit;frankfurter;whole milk;whipped/sour cream;shopping bags;sausage;hard cheese;soda;whipped/sour cream;curd;curd;root vegetables;whole milk;whole milk;bottled water;shopping bags;cake bar
95,tropical fruit;canned beer;grapes;root vegetables;rolls/buns;citrus fruit;yogurt;frankfurter;citrus fruit;tropical fruit;frozen vegetables;specialty chocolate;napkins;other vegetables;bottled water;shopping bags;hard cheese;whole milk;canned beer;dessert;candy;cat food;rolls/buns;cat food
96,spread cheese;root vegetables;pip fruit;pork;instant coffee;brown bread
97,soda;hygiene articles;grapes;hamburger meat;whole milk;pudding powder;butter milk;butter;pasta;yogurt
98,rolls/buns;whole milk;brown bread;other vegetables;processed cheese;sparkling wine;whipped/sour cream
99,other vegetables;yogurt;root vegetables;white bread;beverages;frozen vegetables;detergent;candy;brown bread;white wine
100,ice cream;cream;chicken;waffles;herbs;yogurt;pastry;hygiene articles;candles;tea
101,pork;yogurt;domestic eggs;other vegetables;yogurt;whole milk;rolls/buns;yogurt;herbs;root vegetables
102,bottled water;yogurt;tropical fruit;whole milk;other vegetables;white bread
103,citrus fruit;liver loaf;citrus fruit;chicken;beef;shopping bags;onions;misc. beverages;rolls/buns;misc. beverages;spread cheese;specialty fat;rolls/buns;newspapers;whole milk;rolls/buns;shopping bags;newspapers;pastry;semi-finished bread
104,brown bread;pastry;salty snack;frozen potato products;whole milk;canned beer;pastry;specialty cheese;whipped/sour cream;shopping bags;grapes;oil
105,citrus fruit;curd;pip fruit;pip fruit;chocolate;frozen vegetables;sugar;salty snack;margarine;whole milk;margarine;pastry
106,whole milk;pastry;ham;baking powder;bottled water;soda;margarine;soda;butter;yogurt;margarine;chocolate;salty snack;yogurt;pickled vegetables;curd;dishes;liquor
107,beef;bottled water;whole milk;semi-finished bread;flour;frozen vegetables;sugar;other vegetables;soda;UHT-milk;whipped/sour cream
108,dish cleaner;ice cream;jam;newspapers
109,pork;bottled beer;curd;whole milk;pudding powder;specialty bar;canned beer;yogurt;baking powder;domestic eggs;newspapers
110,misc. beverages;dog food;chicken;sausage;chocolate;root vegetables;root vegetables;UHT-milk;dessert;shopping bags;shopping bags;brown bread;shopping bags;citrus fruit;white bread;salty snack
111,other vegetables;other vegetables;whipped/sour cream;turkey;yogurt;butter;yogurt;root vegetables
112,frankfurter;chicken;newspapers;other vegetables;cream cheese ;white bread;other vegetables;brown bread;other vegetables;brown bread;rolls/buns;bottled water;rolls/buns;liquor;root vegetables;beverages;zwieback;butter milk;napkins;soda;canned vegetables;newspapers;hard cheese;soda
113,meat;whole milk;whipped/sour cream
114,whole milk;ham;house keeping products;pip fruit;bottled beer;berries;hair spray;rolls/buns;butter;yogurt;pickled vegetables;processed cheese;frozen vegetables;condensed milk;pastry;curd;canned beer;sliced cheese
115,grapes;whole milk
116,pastry;meat;citrus fruit;soda;other vegetables;condensed milk;UHT-milk;tropical fruit;rice;other vegetables;brown bread;newspapers;specialty bar;tropical fruit;white bread;sugar;chocolate marshmallow
117,coffee;shopping bags
118,bottled water;root vegetables;chicken;citrus fruit;frozen vegetables;dishes
119,pork;frozen vegetables;pip fruit;rolls/buns;soda;rolls/buns;whole milk;oil;yogurt;canned vegetables;cling film/bags
120,yogurt;soda;bottled beer;hygiene articles
121,popcorn;sausage;condensed milk;root vegetables;rolls/buns;citrus fruit;pastry;shopping bags;margarine;margarine;rolls/buns
122,misc. beverages;newspapers;pork;rolls/buns;whole milk;root vegetables;napkins;whipped/sour cream;long life bakery product
123,frankfurter;other vegetables;rolls/buns;citrus fruit;butter;shopping bags;pastry;margarine;soda;UHT-milk;soda;roll products 
124,meat;frankfurter;specialty bar;liquor;coffee;white bread;soda;domestic eggs;frozen vegetables;frozen vegetables
125,grapes;whole milk;tea;flower (seeds);frozen meals;baking powder;yogurt;white wine;cream cheese ;shopping bags;flower (seeds);brown bread;specialty chocolate
126,bottled water;tropical fruit;frankfurter;dessert;cream cheese ;root vegetables;cream cheese ;yogurt;margarine;softener;soda
127,other vegetables;soda;semi-finished bread;bottled beer;other vegetables;whole milk;rolls/buns;whole milk;shopping bags;salty snack
128,curd;pork;sausage;yogurt;coffee;domestic eggs;whole milk;rolls/buns;pastry;shopping bags;napkins;rice;shopping bags
129,other vegetables;cream cheese ;pastry;oil;newspapers;brown bread;yogurt
130,hard cheese;whole milk;sausage;shopping bags;butter;other vegetables;soda;butter;dessert;soda
131,herbs;other vegetables;tropical fruit;tropical fruit;tropical fruit;rolls/buns;root vegetables;instant coffee;citrus fruit;citrus fruit;beef;butter milk;whole milk;other vegetables;fruit/vegetable juice;butter milk;shopping bags;flower (seeds);brown bread
132,whole milk;other vegetables;nut snack;other vegetables;sugar;canned beer
133,whole milk;rolls/buns;citrus fruit;root vegetables;butter milk;napkins
134,tropical fruit;rolls/buns;tropical fruit;pork;misc. beverages;brown bread;soft cheese;pickled vegetables;canned beer
135,pip fruit;photo/film;frankfurter;other vegetables;other vegetables;curd;cling film/bags;waffles
136,tropical fruit;cat food;berries;rolls/buns;yogurt;rolls/buns;white bread;whole milk;soda
137,chicken;other vegetables;newspapers;rolls/buns;brown bread;napkins;soups;soda
138,soda;misc. beverages;whole milk;UHT-milk;pork;whole milk;spread cheese;sugar;soda;soda;oil;pickled vegetables
139,hard cheese;meat;canned beer;soda;chicken;pork;root vegetables;root vegetables;whole milk;fish;whipped/sour cream;domestic eggs;domestic eggs;coffee;white bread;white bread
140,tropical fruit;brown bread;root vegetables;other vegetables;bottled beer;soda
141,pork;whole milk;frozen vegetables;other vegetables;yogurt;bottled water;margarine;bottled beer;pip fruit;berries;soda;shopping bags;curd;root vegetables;candy;cereals;sliced cheese;soft cheese;yogurt;waffles
142,frozen meals;soda;specialty chocolate;detergent;whole milk;canned fish
143,soda;pork;yogurt;sausage;pork;root vegetables;soda;whole milk;other vegetables;tropical fruit;shopping bags;white bread;yogurt;soda;other vegetables;dog food;long life bakery product;baking powder;sliced cheese
144,seasonal products;soda;bottled beer;frozen vegetables;chicken;yogurt;yogurt
145,other vegetables;canned beer;pip fruit;long life bakery product;fruit/vegetable juice;sugar;berries;rolls/buns;UHT-milk;bottled water
146,berries;curd;pip fruit;soft cheese;pastry
147,whole milk;pork;soda;curd cheese;rolls/buns;domestic eggs;frozen meals;soda
148,whole milk;butter;frankfurter;chicken;chewing gum;tropical fruit;grapes;ice cream;soft cheese;cake bar;whole milk;rolls/buns;mustard;bottled beer;canned beer;ready soups;dish cleaner
149,root vegetables;citrus fruit;sausage;female sanitary products;other vegetables;whole milk;canned beer;rolls/buns;frozen vegetables
150,whole milk;frankfurter;whole milk;sausage;house keeping products;brandy;pet care;yogurt
151,berries;other vegetables
152,tropical fruit;beef;UHT-milk;curd;napkins;whole milk;frozen meals
153,yogurt;whole milk;rolls/buns;other vegetables;whole milk;citrus fruit;cream cheese ;butter;root vegetables;bottled water;rolls/buns
154,citrus fruit;citrus fruit;frozen vegetables;soda;light bulbs;domestic eggs
155,butter;shopping bags;pip fruit;domestic eggs;whole milk;yogurt;beef;chewing gum;frozen meals;tropical fruit;coffee;root vegetables;whole milk;bottled beer;mustard
156,other vegetables;beef;yogurt;whole milk;newspapers;spread cheese;bottled beer
157,canned beer;misc. beverages;white bread;red/blush wine;canned beer;citrus fruit;coffee;yogurt;salty snack;berries;male cosmetics;fruit/vegetable juice
158,whole milk;beef;sausage;white bread;citrus fruit;newspapers;bottled water;frozen vegetables;bottled water
159,other vegetables;whole milk;sliced cheese;root vegetables;canned vegetables
160,pork;curd;frozen vegetables;beef;packaged fruit/vegetables;spices;whole milk;house keeping products;chocolate
161,bottled water;root vegetables;tropical fruit;brown bread
162,coffee;rolls/buns;domestic eggs;other vegetables
163,bottled beer;frankfurter;whole milk;sweet spreads;UHT-milk;frozen vegetables;chocolate;herbs;long life bakery product
164,finished products;other vegetables;soda;liquor;waffles;soda;newspapers;rolls/buns;detergent;bottled water;whole milk;margarine;napkins;napkins;cake bar;other vegetables;whipped/sour cream;white bread;napkins;cleaner;bottled beer
165,whole milk;whole milk;citrus fruit;chicken;turkey;pork;dog food;chocolate;pip fruit;whole milk;sparkling wine;rolls/buns;whipped/sour cream;pip fruit;soda;bottled water;bottled water;shopping bags;whipped/sour cream;canned beer
166,bottled water;specialty chocolate;other vegetables;soda;onions;beverages;soda;whipped/sour cream;brown bread;pasta
167,hard cheese;bottled beer;rolls/buns;rolls/buns;fruit/vegetable juice;margarine;specialty bar;rolls/buns;newspapers
168,rolls/buns;pip fruit;citrus fruit;root vegetables;soft cheese;whipped/sour cream;syrup;cling film/bags;fruit/vegetable juice;baking powder;pickled vegetables
169,whole milk;bottled water;citrus fruit;yogurt;hamburger meat;citrus fruit;shopping bags;beef;white wine;berries;other vegetables;brown bread;pasta;specialty chocolate;soda;chocolate;yogurt;butter;oil
170,whole milk;pastry;soda;tropical fruit;frozen potato products;hard cheese;tropical fruit;other vegetables;whole milk;other vegetables;domestic eggs;sugar;curd cheese;bottled water
171,rolls/buns;canned beer;brown bread;dessert
172,bottled water;oil;other vegetables;tropical fruit;ice cream;chocolate;coffee;pork;shopping bags;salt;jam
173,chicken;cereals;frozen meals;soda;napkins
174,citrus fruit;white bread;frozen potato products;whole milk
175,sausage;white bread;bottled beer;root vegetables;mayonnaise;oil;whole milk;dishes
176,beef;ice cream;hamburger meat;hamburger meat;candy;rolls/buns;butter;butter milk;shopping bags;pip fruit;whole milk;baking powder;red/blush wine;mustard;soft cheese;canned fish
177,sausage;bottled beer;root vegetables;sausage;ham;dessert;butter;cream cheese ;butter;domestic eggs;brown bread;other vegetables;pastry;canned beer;brown bread;spread cheese
178,root vegetables;beef;sweet spreads;whole milk;newspapers
179,pip fruit;beef;frankfurter;ice cream;specialty bar;whole milk;canned beer;chewing gum;frozen meals;chocolate
180,other vegetables;white bread;whole milk;domestic eggs;canned fruit;soda;soda;butter;detergent
181,other vegetables;soda;citrus fruit;onions;soda;domestic eggs;shopping bags
182,whole milk;butter milk;other vegetables;rolls/buns;cleaner;bottled beer;soda;bottled water
183,tropical fruit;bottled beer;dessert;sliced cheese
184,root vegetables;sparkling wine;pip fruit;hamburger meat;canned beer;other vegetables;whipped/sour cream;root vegetables;waffles;rolls/buns;bottled beer;root vegetables;meat spreads;specialty chocolate;soda;bottled water;soda
185,hamburger meat;citrus fruit;berries;specialty chocolate;other vegetables;white bread
186,butter;seasonal products;brown bread;fruit/vegetable juice;pastry
187,citrus fruit;soda;root vegetables;shopping bags
188,butter;whole milk;pip fruit;coffee;soda;bottled water;napkins;pastry;honey
189,whole milk;finished products;butter;soft cheese;liquor;shopping bags
190,mayonnaise;candy;pip fruit;rolls/buns;bottled beer;shopping bags;domestic eggs;newspapers
191,citrus fruit;root vegetables;sausage;citrus fruit;root vegetables;misc. beverages;whole milk;pip fruit;beef;yogurt;sliced cheese;chocolate;packaged fruit/vegetables;yogurt;whipped/sour cream;brown bread;waffles;whipped/sour cream
192,other vegetables;citrus fruit;frozen fish;specialty chocolate;napkins;specialty chocolate;newspapers
193,sugar;beverages;rolls/buns;canned vegetables;whole milk;grapes;flour;sausage;white bread;bottled water;popcorn;rolls/buns;salty snack
194,candy;citrus fruit;brown bread;dessert;rolls/buns;root vegetables;detergent;canned fish
195,misc. beverages;candles;coffee;whole milk
196,soda;yogurt;curd cheese;yogurt;coffee;root vegetables;rolls/buns;semi-finished bread;roll products ;oil
197,sliced cheese;grapes;chicken;softener;root vegetables;whole milk;rolls/buns;soda;pip fruit;bottled beer;root vegetables;chocolate;yogurt;waffles;pastry;beverages
198,yogurt;whole milk;whole milk;white bread;yogurt;chewing gum;oil;bottled water;ready soups;curd
199,pastry;sausage;sausage;soda;rolls/buns;tropical fruit;sugar;cat food;soda;other vegetables;whole milk;hygiene articles;softener;candles
200,frankfurter;whole milk;ham;whole milk;yogurt;pickled vegetables;shopping bags;semi-finished bread
201,shopping bags;rolls/buns;tropical fruit;pork;misc. beverages;frozen meals;butter milk;beef;soft cheese;yogurt;bottled water
202,sausage;ham;fruit/vegetable juice;yogurt;dessert;brown bread;long life bakery product;shopping bags;specialty cheese
203,frankfurter;rolls/buns;UHT-milk;butter;specialty bar;finished products;butter;tropical fruit;specialty bar;salty snack;other vegetables;yogurt;whole milk;domestic eggs;margarine;specialty bar
204,tropical fruit;root vegetables;beef;tropical fruit;cat food;other vegetables;domestic eggs;salt
205,chicken;citrus fruit;domestic eggs;beef;pork;beef;newspapers;bottled beer;fruit/vegetable juice;dessert;margarine;brown bread;newspapers
206,meat;chicken;syrup;yogurt;pip fruit;waffles
207,pip fruit;grapes;other vegetables;semi-finished bread;root vegetables;sliced cheese;sauces;shopping bags;yogurt
208,turkey;whole milk;canned beer;soda;root vegetables;pastry;citrus fruit;onions;specialty fat;brown bread;bottled water;napkins;tropical fruit;long life bakery product
209,whole milk;citrus fruit;whole milk;dog food;grapes;sugar;pastry;bottled water
210,other vegetables;whole milk;tropical fruit;tropical fruit;sausage;meat;citrus fruit;pork;meat;fruit/vegetable juice;yogurt;whole milk;rolls/buns;whole milk;candles;citrus fruit;frozen meals;cling film/bags;curd;butter;frozen fish
211,canned beer;red/blush wine;brown bread;instant coffee
212,pastry;frankfurter;rolls/buns;specialty chocolate;canned beer;sausage;napkins;waffles;ice cream;onions;rice;margarine;pasta;rolls/buns;butter milk;dental care;chocolate
213,sugar;bottled water
214,condensed milk;canned beer;onions;coffee
215,ham;citrus fruit;packaged fruit/vegetables;citrus fruit;rum;butter;flour;semi-finished bread;UHT-milk;yogurt
216,sausage;UHT-milk;specialty chocolate;cooking chocolate
217,photo/film;dessert;shopping bags;whole milk;pastry;butter milk;white bread;whole milk;sliced cheese;brown bread;bottled beer;whole milk;whole milk;rolls/buns;soda;jam;curd;other vegetables;seasonal products;detergent;flour
218,hard cheese;beef;citrus fruit;specialty bar;pastry;white bread;soda;vinegar;long life bakery product;domestic eggs
219,yogurt;whipped/sour cream
220,photo/film;beverages;bottled beer
221,ham;beef;whipped/sour cream;white bread;mustard;newspapers;frozen potato products;brown bread
222,soda;ham;frankfurter;whole milk;canned beer;soda;butter milk;domestic eggs;pastry;other vegetables;sliced cheese;canned beer;soda;misc. beverages
223,sausage;grapes;ice cream;white wine;pork;hard cheese;yogurt;root vegetables;detergent;onions;photo/film;sliced cheese;soda;margarine;whipped/sour cream;flour
224,rolls/buns;butter;bottled beer;grapes;bottled water;pasta;canned beer
225,chicken;rolls/buns;butter milk;whipped/sour cream;waffles;rolls/buns;other vegetables;whole milk;margarine;other vegetables;soda;salty snack;soda;rolls/buns;whipped/sour cream;UHT-milk;canned beer;shopping bags;curd
226,salty snack;yogurt;root vegetables;curd;root vegetables;shopping bags;margarine;pastry;coffee;bottled water
227,sausage;shopping bags;sausage;other vegetables;condensed milk;canned beer;bottled beer;waffles;spread cheese;curd;other vegetables;bottled beer;bottled water;butter;dog food;abrasive cleaner;soda;roll products ;processed cheese
228,whole milk;newspapers;cling film/bags;pip fruit;dishes
229,ham;rolls/buns;whole milk;other vegetables;citrus fruit;pork;cleaner;beverages;butter milk;soda;hard cheese;white bread;tropical fruit;other vegetables;other vegetables;misc. beverages;sugar;hard cheese;sugar;cream cheese 
230,frankfurter;margarine
231,brown bread;whipped/sour cream;condensed milk;finished products;sausage;meat;yogurt;tropical fruit;yogurt;whole milk;bottled beer;processed cheese;soda;bottled water;roll products ;waffles
232,frozen vegetables;sausage;whole milk;frozen vegetables;onions;soda;rolls/buns;other vegetables;oil;frozen fish;hard cheese;shopping bags;baking powder
233,meat;oil;specialty chocolate;whole milk;other vegetables;margarine;pasta;specialty cheese;soda;pasta;long life bakery product
234,sausage;shopping bags;citrus fruit;beverages;sausage;beverages;dog food;frozen meals;tropical fruit;other vegetables;sugar;bottled beer;pasta;bottled water;butter;domestic eggs;chocolate
235,soda;cling film/bags
236,rolls/buns;candy;UHT-milk;salty snack;soda;soft cheese;bottled water;shopping bags
237,tropical fruit;grapes;dessert;soda;turkey;coffee;onions;condensed milk;soda;rolls/buns;other vegetables;rolls/buns;canned fruit;shopping bags;white bread;soft cheese;shopping bags;processed cheese;soda;shopping bags
238,other vegetables;tropical fruit;yogurt;UHT-milk;berries;canned beer;whipped/sour cream;yogurt
239,frozen vegetables;butter;other vegetables;candy
240,beef;frankfurter;citrus fruit;root vegetables;tropical fruit;margarine;chicken;dessert;curd;whole milk;skin care;frozen vegetables;pip fruit;margarine;butter;packaged fruit/vegetables
241,citrus fruit;soda;coffee;frozen meals;bottled beer
242,other vegetables;chewing gum
243,canned beer;dessert;fruit/vegetable juice
244,chicken;pork;turkey;grapes;pastry;pot plants;whole milk;other vegetables;soda;dishes
245,sausage;processed cheese;pastry;baking powder;specialty cheese;liqueur
246,white wine;ham;specialty bar;napkins;specialty chocolate
247,soda;red/blush wine
248,sausage;UHT-milk;sugar;berries;herbs;coffee;butter;other vegetables;domestic eggs;oil;tea;coffee
249,rolls/buns;frozen dessert;yogurt;cream cheese 
250,rolls/buns;yogurt;fruit/vegetable juice;coffee;frozen vegetables;whipped/sour cream
251,pork;sausage;ice cream;hamburger meat;fruit/vegetable juice;whole milk;grapes;root vegetables;sliced cheese;whole milk;coffee;berries;shopping bags;napkins
252,sausage;pip fruit;curd;shopping bags
253,rolls/buns;whole milk;hard cheese;rolls/buns;domestic eggs;flour;canned vegetables;flower (seeds)
254,organic sausage;whole milk;frozen meals;onions;pickled vegetables;sugar
255,citrus fruit;frozen meals;other vegetables;bottled beer
256,specialty bar;bottled water;sugar;tropical fruit;sausage;yogurt;tropical fruit;other vegetables;tropical fruit;pastry;curd;semi-finished bread;tropical fruit;soda;white bread;mayonnaise;butter
