id,support,pattern
159,0.001,baby cosmetics
160,0.014,chocolate marshmallow
161,0.028,semi-finished bread
162,0.102,butter
163,0.002,cream cheese;semi-finished bread
164,0.003,newspapers;red/blush wine
165,0.005,hamburger meat;napkins
166,0.001,liquor;pickled vegetables
167,0.010,butter;coffee
168,0.003,chicken;specialty chocolate
169,0.002,chocolate marshmallow;long life bakery product
170,0.001,syrup;white bread
171,0.002,long life bakery product;semi-finished bread
172,0.003,other vegetables;rum
173,0.028,bottled water;citrus fruit
174,0.007,red/blush wine;rolls/buns
175,0.021,other vegetables;waffles
176,0.005,canned fish;pastry
177,0.002,frozen potato products;tropical fruit
178,0.002,cat food;dish cleaner
179,0.003,butter;pickled vegetables
180,0.002,margarine;rice
181,0.002,butter milk;dish cleaner
182,0.003,canned beer;meat
183,0.004,frankfurter;processed cheese
184,0.004,frozen fish;margarine
185,0.008,frankfurter;sugar
186,0.003,beverages;long life bakery product
187,0.004,house keeping products;root vegetables
188,0.004,baking powder;long life bakery product
189,0.003,coffee;frozen dessert
190,0.001,canned beer;softener
191,0.001,pork;sweet spreads
192,0.005,domestic eggs;pickled vegetables
193,0.002,cake bar;specialty bar
194,0.001,cat food;cling film/bags
195,0.008,misc. beverages;shopping bags
196,0.006,hard cheese;shopping bags
197,0.010,beef;pip fruit
198,0.003,brown bread;semi-finished bread
199,0.001,hygiene articles;specialty cheese
200,0.002,canned fruit;domestic eggs
201,0.003,soda;specialty cheese
202,0.007,specialty cheese;whole milk
203,0.003,canned vegetables;margarine
204,0.001,dish cleaner;long life bakery product
205,0.001,dishes;uht-milk
206,0.001,brown bread;pet care
207,0.016,butter;pastry
208,0.006,berries;napkins
209,0.011,butter milk;tropical fruit
210,0.010,canned fish;other vegetables
211,0.005,specialty bar;white bread
212,0.008,berries;fruit/vegetable juice
213,0.003,condensed milk;fruit/vegetable juice
214,0.003,grapes;long life bakery product
215,0.009,frozen meals;shopping bags
216,0.001,curd;instant coffee
217,0.004,canned fish;coffee
218,0.003,ham;semi-finished bread
219,0.001,flower (seeds);oil
220,0.003,coffee;specialty bar
221,0.012,bottled beer;pip fruit
222,0.001,flour;semi-finished bread
223,0.005,frozen vegetables;sliced cheese
224,0.002,dental care;shopping bags
225,0.008,other vegetables;specialty cheese
226,0.003,frankfurter;misc. beverages
227,0.048,rolls/buns;tropical fruit
228,0.018,frozen vegetables;soda
229,0.003,napkins;roll products
230,0.002,beef;frozen potato products
231,0.002,hard cheese;turkey
232,0.001,berries;popcorn
233,0.001,butter milk;turkey
234,0.004,other vegetables;white wine
235,0.041,butter;other vegetables
236,0.001,chicken;kitchen towels
237,0.003,liquor;other vegetables
238,0.001,cat food;turkey
239,0.001,oil;potted plants
240,0.001,meat spreads;sausage
241,0.002,potato products;shopping bags
242,0.026,root vegetables;shopping bags
243,0.001,rolls/buns;snack products
244,0.001,bathroom cleaner;rolls/buns
245,0.002,red/blush wine;salty snack
246,0.002,hamburger meat;rice
247,0.005,bottled water;detergent
248,0.001,cleaner;fruit/vegetable juice
249,0.002,canned fish;pickled vegetables
250,0.004,root vegetables;sweet spreads
251,0.003,abrasive cleaner;whole milk
252,0.001,house keeping products;oil
253,0.004,mustard;newspapers
254,0.010,pastry;sugar
255,0.002,canned vegetables;dessert
256,0.006,pastry;processed cheese
257,0.001,bottled water;cleaner
258,0.001,cooking chocolate;whipped/sour cream
259,0.002,liquor (appetizer);yogurt
260,0.001,abrasive cleaner;pork
261,0.004,hygiene articles;waffles
262,0.004,other vegetables;pet care
263,0.003,curd cheese;tropical fruit
264,0.004,frozen vegetables;grapes
265,0.006,soft cheese;whipped/sour cream
266,0.010,cat food;tropical fruit
267,0.010,coffee;domestic eggs
268,0.001,liver loaf;salty snack
269,0.006,specialty cheese;yogurt
270,0.010,dessert;pip fruit
271,0.001,hamburger meat;popcorn
272,0.001,baking powder;butter milk
273,0.020,oil;other vegetables
274,0.001,newspapers;vinegar
275,0.002,detergent;pickled vegetables
276,0.001,brandy;other vegetables
277,0.002,chicken;house keeping products
278,0.001,hard cheese;sweet spreads
279,0.002,pip fruit;softener
280,0.002,rolls/buns;spices
281,0.001,instant coffee;salty snack
282,0.001,female sanitary products;pip fruit
283,0.001,liquor (appetizer);pork
284,0.008,bottled water;salty snack
285,0.003,dish cleaner;napkins
286,0.001,chewing gum;ice cream
287,0.002,frozen dessert;white bread
288,0.003,bottled water;seasonal products
289,0.003,canned fruit;whole milk
290,0.002,rice;whipped/sour cream
291,0.004,butter;ice cream
292,0.002,frankfurter;spread cheese
293,0.003,roll products;whipped/sour cream
294,0.010,chocolate;whipped/sour cream
295,0.003,liquor (appetizer);whole milk
296,0.003,beverages;butter milk
297,0.001,cleaner;napkins
298,0.022,citrus fruit;whipped/sour cream
299,0.005,cream cheese;hamburger meat
300,0.001,chewing gum;oil
301,0.001,canned fish;sliced cheese
302,0.002,cat food;misc. beverages
303,0.002,dental care;tropical fruit
304,0.004,curd;uht-milk
305,0.002,butter;chocolate marshmallow
306,0.002,chocolate;sweet spreads
307,0.004,bottled beer;meat
308,0.002,butter;cake bar
309,0.002,flour;waffles
310,0.043,root vegetables;tropical fruit
311,0.001,cat food;processed cheese
312,0.027,pastry;tropical fruit
313,0.003,nuts/prunes;whole milk
314,0.010,frankfurter;white bread
315,0.002,jam;pip fruit
316,0.002,frozen fish;salty snack
317,0.001,baking powder;dog food
318,0.003,brown bread;canned vegetables
319,0.006,fruit/vegetable juice;meat
320,0.001,salt;waffles
321,0.001,cake bar;pasta
322,0.004,beef;meat
323,0.008,butter milk;shopping bags
324,0.003,dishes;sausage
325,0.001,cookware;other vegetables
326,0.024,napkins;soda
327,0.001,canned vegetables;salty snack
328,0.004,domestic eggs;grapes
329,0.006,hygiene articles;newspapers
330,0.002,canned fish;ice cream
331,0.002,citrus fruit;sweet spreads
332,0.010,grapes;rolls/buns
333,0.004,potted plants;whipped/sour cream
334,0.005,root vegetables;turkey
335,0.001,female sanitary products;ham
336,0.008,sliced cheese;whipped/sour cream
337,0.005,dessert;ham
338,0.014,onions;rolls/buns
339,0.005,frozen vegetables;pickled vegetables
340,0.003,butter;potted plants
341,0.001,specialty vegetables;yogurt
342,0.003,chocolate marshmallow;napkins
343,0.001,turkey;uht-milk
344,0.001,ketchup;napkins
345,0.003,chewing gum;pastry
346,0.002,dog food;newspapers
347,0.001,frozen meals;turkey
348,0.045,domestic eggs;other vegetables
349,0.002,newspapers;sauces
350,0.001,onions;seasonal products
351,0.002,curd;mayonnaise
352,0.001,cleaner;hard cheese
353,0.005,chocolate marshmallow;rolls/buns
354,0.001,ham;specialty cheese
355,0.003,pastry;spread cheese
356,0.001,dish cleaner;herbs
357,0.003,coffee;pasta
358,0.009,frozen vegetables;pastry
359,0.001,frozen dessert;uht-milk
360,0.004,instant coffee;rolls/buns
361,0.008,hard cheese;tropical fruit
362,0.003,dessert;hygiene articles
363,0.009,cat food;shopping bags
364,0.004,berries;cream cheese
365,0.009,misc. beverages;tropical fruit
366,0.001,female sanitary products;hygiene articles
367,0.004,flower (seeds);root vegetables
368,0.001,curd;spread cheese
369,0.007,soda;white wine
370,0.005,butter;grapes
371,0.004,pastry;turkey
372,0.005,chicken;meat
373,0.006,oil;pastry
374,0.009,beef;berries
375,0.004,pasta;shopping bags
376,0.001,finished products;root vegetables
377,0.001,brandy;canned beer
378,0.003,other vegetables;sparkling wine
379,0.006,napkins;sliced cheese
380,0.001,sliced cheese;sweet spreads
381,0.004,ice cream;sausage
382,0.004,ham;waffles
383,0.002,cling film/bags;domestic eggs
384,0.004,canned vegetables;citrus fruit
385,0.001,pip fruit;potato products
386,0.001,cream cheese;pet care
387,0.021,bottled water;margarine
388,0.008,fruit/vegetable juice;hygiene articles
389,0.001,ketchup;rolls/buns
390,0.003,margarine;mustard
391,0.001,mustard;waffles
392,0.001,herbs;packaged fruit/vegetables
393,0.003,oil;sliced cheese
394,0.004,beef;ham
395,0.004,berries;long life bakery product
396,0.009,margarine;napkins
397,0.019,frankfurter;tropical fruit
398,0.002,cake bar;domestic eggs
399,0.001,popcorn;sugar
400,0.003,bottled beer;candy
401,0.010,canned beer;yogurt
402,0.002,processed cheese;salty snack
403,0.002,detergent;frozen meals
404,0.001,frankfurter;syrup
405,0.001,processed cheese;red/blush wine
406,0.001,hygiene articles;white wine
407,0.006,spread cheese;whole milk
408,0.006,cream cheese;waffles
409,0.001,frozen vegetables;skin care
410,0.007,curd;sugar
411,0.013,chicken;domestic eggs
412,0.002,detergent;potted plants
413,0.005,detergent;pastry
414,0.002,dog food;frozen vegetables
415,0.001,candles;curd
416,0.005,canned beer;hygiene articles
417,0.001,bottled beer;potato products
418,0.007,beef;hygiene articles
419,0.001,pickled vegetables;seasonal products
420,0.005,bottled water;packaged fruit/vegetables
421,0.001,berries;dishes
422,0.005,canned beer;frankfurter
423,0.001,chewing gum;onions
424,0.002,bottled beer;frozen potato products
425,0.001,condensed milk;napkins
426,0.002,canned fish;oil
427,0.002,roll products;shopping bags
428,0.001,candy;flower (seeds)
429,0.001,liver loaf;margarine
430,0.008,bottled beer;whipped/sour cream
431,0.006,bottled water;flour
432,0.001,berries;herbs
433,0.004,herbs;margarine
434,0.002,frozen meals;misc. beverages
435,0.004,cat food;curd
436,0.005,brown bread;waffles
437,0.001,frozen fruits;whipped/sour cream
438,0.003,domestic eggs;ice cream
439,0.008,domestic eggs;oil
440,0.026,butter;root vegetables
441,0.004,chicken;soft cheese
442,0.038,rolls/buns;shopping bags
443,0.006,newspapers;salty snack
444,0.008,fruit/vegetable juice;ham
445,0.001,frozen meals;sweet spreads
446,0.002,cereals;margarine
447,0.002,berries;mustard
448,0.003,chicken;pasta
449,0.002,popcorn;tropical fruit
450,0.002,processed cheese;specialty bar
451,0.010,domestic eggs;onions
452,0.017,frankfurter;shopping bags
453,0.002,dishes;sugar
454,0.004,flour;sausage
455,0.002,house keeping products;pastry
456,0.004,misc. beverages;whipped/sour cream
457,0.001,chocolate marshmallow;cream cheese
458,0.001,coffee;light bulbs
459,0.001,beverages;detergent
460,0.002,hard cheese;processed cheese
461,0.010,chicken;pip fruit
462,0.029,napkins;other vegetables
463,0.003,beverages;cream cheese
464,0.006,candy;waffles
465,0.005,fruit/vegetable juice;specialty chocolate
466,0.004,bottled beer;specialty chocolate
467,0.006,potted plants;tropical fruit
468,0.002,frankfurter;soups
469,0.003,flour;newspapers
470,0.007,semi-finished bread;yogurt
471,0.002,candy;grapes
472,0.002,butter;frozen fish
473,0.001,pastry;syrup
474,0.004,baking powder;cream cheese
475,0.019,coffee;yogurt
476,0.004,cake bar;dessert
477,0.003,frozen vegetables;potted plants
478,0.006,citrus fruit;ham
479,0.001,berries;liquor
480,0.001,ham;zwieback
481,0.035,pip fruit;yogurt
482,0.006,butter;frozen meals
483,0.006,fruit/vegetable juice;soft cheese
484,0.010,oil;soda
485,0.001,canned beer;pasta
486,0.001,brandy;soda
487,0.004,butter milk;white bread
488,0.002,mayonnaise;uht-milk
489,0.001,ice cream;uht-milk
490,0.001,chewing gum;dishes
491,0.002,cling film/bags;dessert
492,0.002,soda;sparkling wine
493,0.001,jam;pork
494,0.014,napkins;pastry
495,0.013,chocolate;pip fruit
496,0.008,brown bread;chicken
497,0.001,frozen meals;processed cheese
498,0.005,canned beer;pork
499,0.007,cereals;whole milk
500,0.001,chewing gum;grapes
501,0.005,margarine;onions
502,0.002,bottled beer;soft cheese
503,0.001,onions;popcorn
504,0.001,chicken;jam
505,0.001,uht-milk;zwieback
506,0.003,frozen vegetables;ice cream
507,0.003,salt;soda
508,0.001,candy;canned vegetables
509,0.004,coffee;soft cheese
510,0.005,baking powder;fruit/vegetable juice
511,0.012,cream cheese;sausage
512,0.006,beverages;fruit/vegetable juice
513,0.001,butter milk;sweet spreads
514,0.001,baking powder;rice
515,0.002,cling film/bags;house keeping products
516,0.005,frozen fish;rolls/buns
517,0.001,cake bar;house keeping products
518,0.004,chicken;hygiene articles
519,0.004,liquor;soda
520,0.002,baking powder;detergent
521,0.001,bottled beer;kitchen towels
522,0.010,beef;frankfurter
523,0.004,bottled beer;canned fish
524,0.004,roll products;tropical fruit
525,0.010,coffee;frankfurter
526,0.004,candy;canned beer
527,0.001,dishes;hamburger meat
528,0.001,curd;spices
529,0.002,semi-finished bread;soft cheese
530,0.003,pork;processed cheese
531,0.003,oil;roll products
532,0.002,cream cheese;salt
533,0.001,baking powder;herbs
534,0.039,citrus fruit;tropical fruit
535,0.024,pastry;shopping bags
536,0.007,butter milk;curd
537,0.001,rubbing alcohol;whole milk
538,0.002,onions;vinegar
539,0.002,long life bakery product;mayonnaise
540,0.002,berries;frozen meals
541,0.002,pastry;soups
542,0.002,canned fish;onions
543,0.002,beef;candles
544,0.008,domestic eggs;hard cheese
545,0.001,detergent;sliced cheese
546,0.001,dog food;sausage
547,0.003,potted plants;shopping bags
548,0.001,cream cheese;tea
549,0.001,hygiene articles;photo/film
550,0.003,fruit/vegetable juice;sweet spreads
551,0.016,candy;soda
552,0.003,frankfurter;mayonnaise
553,0.001,bottled water;sauces
554,0.010,other vegetables;semi-finished bread
555,0.001,citrus fruit;softener
556,0.001,butter;organic sausage
557,0.001,detergent;hard cheese
558,0.001,detergent;dishes
559,0.007,margarine;oil
560,0.008,bottled water;long life bakery product
561,0.004,cereals;yogurt
562,0.001,bathroom cleaner;napkins
563,0.002,female sanitary products;shopping bags
564,0.025,domestic eggs;soda
565,0.005,tropical fruit;turkey
566,0.002,ham;uht-milk
567,0.014,sausage;sliced cheese
568,0.004,pip fruit;specialty chocolate
569,0.003,cat food;sugar
570,0.001,cake bar;specialty chocolate
571,0.004,herbs;pork
572,0.006,canned fish;soda
573,0.002,cereals;domestic eggs
574,0.006,hamburger meat;instant food products
575,0.013,dessert;shopping bags
576,0.001,dessert;kitchen towels
577,0.060,pip fruit;whole milk
578,0.024,beef;yogurt
579,0.002,semi-finished bread;specialty chocolate
580,0.002,pickled vegetables;specialty bar
581,0.002,abrasive cleaner;yogurt
582,0.006,chocolate;hygiene articles
583,0.004,domestic eggs;mustard
584,0.017,hamburger meat;rolls/buns
585,0.009,pickled vegetables;rolls/buns
586,0.002,bottled beer;candles
587,0.003,butter;instant food products
588,0.015,brown bread;newspapers
589,0.001,soda;specialty vegetables
590,0.001,butter milk;spread cheese
591,0.006,pip fruit;soft cheese
592,0.003,soft cheese;specialty chocolate
593,0.001,condensed milk;onions
594,0.002,jam;whipped/sour cream
595,0.016,bottled water;brown bread
596,0.007,butter;oil
597,0.003,hard cheese;sugar
598,0.013,napkins;newspapers
599,0.001,citrus fruit;frozen potato products
600,0.001,candles;chicken
601,0.001,bottled beer;cereals
602,0.005,canned beer;pip fruit
603,0.003,canned vegetables;domestic eggs
604,0.002,frozen dessert;sugar
605,0.002,citrus fruit;spices
606,0.001,bottled beer;softener
607,0.001,baking powder;vinegar
608,0.002,salty snack;sliced cheese
609,0.002,candy;pickled vegetables
610,0.045,bottled water;rolls/buns
611,0.001,canned fish;cat food
612,0.004,baking powder;napkins
613,0.001,ketchup;margarine
614,0.036,coffee;whole milk
615,0.004,detergent;oil
616,0.002,newspapers;packaged fruit/vegetables
617,0.003,canned beer;specialty chocolate
618,0.002,chewing gum;coffee
619,0.004,hard cheese;white bread
620,0.015,pickled vegetables;whole milk
621,0.001,pudding powder;whipped/sour cream
622,0.003,beverages;napkins
623,0.001,hamburger meat;meat spreads
624,0.003,ham;hamburger meat
625,0.001,hygiene articles;roll products
626,0.001,dessert;frozen potato products
627,0.021,curd;tropical fruit
628,0.002,canned beer;soft cheese
629,0.003,hamburger meat;long life bakery product
630,0.002,canned fish;mustard
631,0.009,frozen meals;pip fruit
632,0.001,cream cheese;instant coffee
633,0.001,ketchup;mustard
634,0.002,frozen fish;long life bakery product
635,0.003,chocolate marshmallow;margarine
636,0.001,beef;liver loaf
637,0.001,frankfurter;spices
638,0.002,cereals;rolls/buns
639,0.001,hamburger meat;seasonal products
640,0.001,frankfurter;nut snack
641,0.002,butter milk;processed cheese
642,0.001,citrus fruit;kitchen towels
643,0.001,artif. sweetener;tropical fruit
644,0.003,butter;flower (seeds)
645,0.001,long life bakery product;rum
646,0.001,organic products;other vegetables
647,0.002,napkins;photo/film
648,0.003,butter;dishes
649,0.002,detergent;grapes
650,0.002,curd;dish cleaner
651,0.010,beef;shopping bags
652,0.003,pickled vegetables;salty snack
653,0.001,dishes;zwieback
654,0.003,butter milk;sugar
655,0.019,bottled beer;yogurt
656,0.005,pasta;whipped/sour cream
657,0.001,frozen fish;seasonal products
658,0.008,beef;bottled beer
659,0.001,detergent;flower (seeds)
660,0.013,beef;whipped/sour cream
661,0.002,cream cheese;specialty cheese
662,0.003,pip fruit;sweet spreads
663,0.001,pastry;ready soups
664,0.001,flour;flower (seeds)
665,0.001,house keeping products;sliced cheese
666,0.002,instant food products;napkins
667,0.002,cake bar;pork
668,0.001,grapes;seasonal products
669,0.006,hard cheese;pip fruit
670,0.001,canned fruit;dessert
671,0.001,canned fish;condensed milk
672,0.010,dessert;whipped/sour cream
673,0.002,curd cheese;whipped/sour cream
674,0.002,flower (seeds);pastry
675,0.004,bottled beer;ham
676,0.003,cat food;uht-milk
677,0.004,uht-milk;waffles
678,0.008,pork;white bread
679,0.001,brandy;root vegetables
680,0.015,oil;root vegetables
681,0.005,bottled water;chewing gum
682,0.006,cream cheese;frozen vegetables
683,0.004,frozen vegetables;oil
684,0.006,bottled water;red/blush wine
685,0.006,cream cheese;uht-milk
686,0.010,bottled beer;frankfurter
687,0.001,artif. sweetener;shopping bags
688,0.001,curd;soups
689,0.002,canned beer;canned fish
690,0.015,curd;sausage
691,0.001,female sanitary products;whipped/sour cream
692,0.002,brown bread;mayonnaise
693,0.005,frozen meals;white bread
694,0.002,coffee;packaged fruit/vegetables
695,0.002,mustard;sliced cheese
696,0.035,root vegetables;whipped/sour cream
697,0.002,curd;tea
698,0.012,chicken;pork
699,0.002,frozen potato products;white bread
700,0.004,canned vegetables;rolls/buns
701,0.008,brown bread;chocolate
702,0.002,kitchen towels;newspapers
703,0.019,other vegetables;sliced cheese
704,0.008,butter;sliced cheese
705,0.006,long life bakery product;newspapers
706,0.004,candy;frozen vegetables
707,0.005,packaged fruit/vegetables;rolls/buns
708,0.001,onions;rice
709,0.006,meat;pork
710,0.001,curd;salt
711,0.003,beef;candy
712,0.001,domestic eggs;skin care
713,0.004,berries;butter milk
714,0.003,popcorn;sausage
715,0.010,coffee;margarine
716,0.002,chicken;frozen dessert
717,0.001,napkins;sparkling wine
718,0.002,root vegetables;spices
719,0.001,candy;cat food
720,0.003,popcorn;shopping bags
721,0.019,fruit/vegetable juice;pip fruit
722,0.002,detergent;ice cream
723,0.006,margarine;salty snack
724,0.003,citrus fruit;dish cleaner
725,0.003,margarine;specialty fat
726,0.020,citrus fruit;shopping bags
727,0.014,berries;root vegetables
728,0.001,male cosmetics;rolls/buns
729,0.001,organic products;soda
730,0.004,butter;rice
731,0.008,pickled vegetables;yogurt
732,0.003,bottled water;rice
733,0.011,butter;newspapers
734,0.016,butter;fruit/vegetable juice
735,0.001,canned fish;meat spreads
736,0.028,bottled water;fruit/vegetable juice
737,0.002,hamburger meat;ice cream
738,0.008,chocolate;frankfurter
739,0.003,dessert;pasta
740,0.004,margarine;pickled vegetables
741,0.007,mustard;other vegetables
742,0.002,cream cheese;spread cheese
743,0.015,soft cheese;whole milk
744,0.002,candy;hamburger meat
745,0.028,fruit/vegetable juice;tropical fruit
746,0.002,nuts/prunes;rolls/buns
747,0.002,hygiene articles;sliced cheese
748,0.001,pasta;specialty chocolate
749,0.004,salt;sausage
750,0.001,female sanitary products;pork
751,0.001,artif. sweetener;pork
752,0.005,frozen vegetables;hard cheese
753,0.001,ketchup;oil
754,0.009,brown bread;white bread
755,0.001,liquor;newspapers
756,0.002,cream cheese;roll products
757,0.066,bottled water;whole milk
758,0.006,hamburger meat;margarine
759,0.004,coffee;ham
760,0.001,pork;syrup
761,0.003,grapes;onions
762,0.001,cleaner;pastry
763,0.021,coffee;rolls/buns
764,0.002,sliced cheese;specialty chocolate
765,0.002,beef;cling film/bags
766,0.010,citrus fruit;sugar
767,0.005,packaged fruit/vegetables;yogurt
768,0.001,bottled beer;turkey
769,0.004,chocolate;soft cheese
770,0.001,fruit/vegetable juice;jam
771,0.007,coffee;hygiene articles
772,0.003,flour;white bread
773,0.001,frozen dessert;semi-finished bread
774,0.011,berries;citrus fruit
775,0.009,grapes;root vegetables
776,0.004,citrus fruit;processed cheese
777,0.010,ham;white bread
778,0.001,brown bread;condensed milk
779,0.012,butter;chocolate
780,0.058,tropical fruit;yogurt
781,0.004,detergent;napkins
782,0.004,bottled water;pasta
783,0.008,butter;cream cheese
784,0.001,dessert;spices
785,0.002,condensed milk;salty snack
786,0.001,frozen meals;instant coffee
787,0.001,dental care;hygiene articles
788,0.003,fruit/vegetable juice;turkey
789,0.019,onions;root vegetables
790,0.003,newspapers;pasta
791,0.015,pastry;whipped/sour cream
792,0.002,pasta;soft cheese
793,0.002,potted plants;white bread
794,0.003,margarine;red/blush wine
795,0.001,curd;specialty cheese
796,0.001,frozen vegetables;mustard
797,0.001,chocolate marshmallow;oil
798,0.001,cake bar;ham
799,0.003,chocolate;processed cheese
800,0.003,dish cleaner;root vegetables
801,0.001,male cosmetics;pastry
802,0.007,cream cheese;white bread
803,0.002,ice cream;sugar
804,0.002,brown bread;roll products
805,0.001,other vegetables;ready soups
806,0.014,hygiene articles;soda
807,0.002,condensed milk;pastry
808,0.001,mayonnaise;processed cheese
809,0.012,bottled water;cream cheese
810,0.001,newspapers;rice
811,0.006,canned vegetables;yogurt
812,0.007,soft cheese;tropical fruit
813,0.003,dessert;misc. beverages
814,0.001,hygiene articles;soups
815,0.012,domestic eggs;napkins
816,0.001,citrus fruit;curd cheese
817,0.003,chocolate;house keeping products
818,0.001,nut snack;rolls/buns
819,0.001,canned fish;herbs
820,0.003,coffee;seasonal products
821,0.001,bathroom cleaner;whole milk
822,0.002,beverages;dessert
823,0.003,ice cream;white bread
824,0.019,canned beer;shopping bags
825,0.001,oil;popcorn
826,0.040,margarine;other vegetables
827,0.005,fruit/vegetable juice;specialty bar
828,0.005,citrus fruit;specialty chocolate
829,0.003,sliced cheese;sugar
830,0.054,fruit/vegetable juice;whole milk
831,0.005,coffee;meat
832,0.001,specialty bar;sweet spreads
833,0.003,frozen meals;hygiene articles
834,0.001,instant food products;margarine
835,0.002,frozen meals;kitchen towels
836,0.001,baking powder;onions
837,0.001,dessert;dish cleaner
838,0.009,berries;pastry
839,0.002,candy;semi-finished bread
840,0.001,candles;waffles
841,0.001,cocoa drinks;other vegetables
842,0.015,beef;pork
843,0.010,butter milk;pip fruit
844,0.003,instant food products;pastry
845,0.001,cleaner;rolls/buns
846,0.002,beef;frozen dessert
847,0.009,curd;frozen vegetables
848,0.033,white bread;whole milk
849,0.001,semi-finished bread;specialty bar
850,0.012,butter;frozen vegetables
851,0.005,citrus fruit;soft cheese
852,0.001,frozen meals;uht-milk
853,0.002,mustard;uht-milk
854,0.004,fruit/vegetable juice;pasta
855,0.010,frozen fish;whole milk
856,0.006,beverages;root vegetables
857,0.016,other vegetables;uht-milk
858,0.001,ham;roll products
859,0.008,salty snack;waffles
860,0.005,berries;margarine
861,0.003,pork;specialty chocolate
862,0.045,bottled water;yogurt
863,0.006,frozen fish;yogurt
864,0.002,flour;roll products
865,0.004,pip fruit;specialty bar
866,0.006,frozen vegetables;onions
867,0.002,hamburger meat;potted plants
868,0.004,dog food;soda
869,0.003,hard cheese;meat
870,0.001,mayonnaise;white bread
871,0.003,frozen fish;fruit/vegetable juice
872,0.016,root vegetables;white bread
873,0.008,red/blush wine;whole milk
874,0.002,soft cheese;specialty bar
875,0.013,citrus fruit;frankfurter
876,0.005,chocolate;specialty chocolate
877,0.012,beef;domestic eggs
878,0.002,cereals;long life bakery product
879,0.006,coffee;salty snack
880,0.010,fruit/vegetable juice;pork
881,0.004,domestic eggs;herbs
882,0.001,flower (seeds);napkins
883,0.001,mayonnaise;sugar
884,0.001,berries;ice cream
885,0.003,dishes;newspapers
886,0.003,long life bakery product;sliced cheese
