id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
37,hygiene articles,0.029,bottled water,0.105,0.004,0.129,1.224
38,frozen fish,0.010,frozen vegetables,0.041,0.001,0.125,3.048
39,salt,0.009,newspapers,0.077,0.001,0.114,1.474
40,margarine,0.053,newspapers,0.077,0.007,0.125,1.625
41,newspapers,0.077,other vegetables,0.177,0.016,0.209,1.182
42,pastry,0.081,tropical fruit,0.094,0.009,0.117,1.244
43,tropical fruit,0.094,pastry,0.081,0.009,0.101,1.244
44,meat,0.024,fruit/vegetable juice,0.064,0.003,0.107,1.675
45,yogurt,0.126,other vegetables,0.177,0.034,0.266,1.502
46,other vegetables,0.177,yogurt,0.126,0.034,0.190,1.502
47,napkins,0.046,soda,0.167,0.009,0.201,1.203
48,hygiene articles,0.029,newspapers,0.077,0.003,0.103,1.336
49,other vegetables,0.177,bottled water,0.105,0.020,0.113,1.070
50,bottled water,0.105,other vegetables,0.177,0.020,0.190,1.070
51,onions,0.026,rolls/buns,0.179,0.005,0.187,1.049
52,pickled vegetables,0.015,frozen vegetables,0.041,0.002,0.118,2.878
53,mustard,0.010,sausage,0.087,0.002,0.165,1.897
54,spread cheese,0.010,pastry,0.081,0.001,0.102,1.255
55,hard cheese,0.020,tropical fruit,0.094,0.002,0.119,1.263
56,instant coffee,0.007,rolls/buns,0.179,0.002,0.250,1.400
57,herbs,0.014,shopping bags,0.094,0.002,0.152,1.606
58,roll products,0.008,yogurt,0.126,0.001,0.163,1.285
59,flower (seeds),0.010,root vegetables,0.097,0.002,0.168,1.734
60,frozen meals,0.025,shopping bags,0.094,0.004,0.163,1.728
61,berries,0.029,beef,0.046,0.003,0.108,2.329
62,canned vegetables,0.009,citrus fruit,0.075,0.001,0.148,1.968
63,grapes,0.019,yogurt,0.126,0.003,0.160,1.267
64,hygiene articles,0.029,tropical fruit,0.094,0.005,0.162,1.724
65,mustard,0.010,shopping bags,0.094,0.001,0.154,1.630
66,packaged fruit/vegetables,0.012,citrus fruit,0.075,0.001,0.123,1.636
67,pickled vegetables,0.015,yogurt,0.126,0.003,0.194,1.538
68,cream cheese,0.035,shopping bags,0.094,0.005,0.129,1.368
69,onions,0.026,shopping bags,0.094,0.003,0.127,1.351
70,oil,0.024,domestic eggs,0.055,0.003,0.111,1.998
71,butter,0.047,root vegetables,0.097,0.008,0.180,1.855
72,coffee,0.053,yogurt,0.126,0.007,0.127,1.006
73,roll products,0.008,bottled beer,0.078,0.001,0.175,2.240
74,berries,0.029,tropical fruit,0.094,0.005,0.162,1.731
75,baking powder,0.014,yogurt,0.126,0.003,0.221,1.745
76,onions,0.026,citrus fruit,0.075,0.004,0.159,2.123
77,potted plants,0.016,tropical fruit,0.094,0.002,0.137,1.463
78,meat,0.024,tropical fruit,0.094,0.003,0.107,1.137
79,long life bakery product,0.033,chocolate,0.043,0.003,0.104,2.407
80,cake bar,0.011,dessert,0.032,0.002,0.138,4.251
81,white wine,0.019,bottled water,0.105,0.004,0.203,1.934
82,cereals,0.004,whole milk,0.241,0.003,0.619,2.573
83,butter,0.047,yogurt,0.126,0.010,0.212,1.675
84,liquor,0.011,soda,0.167,0.002,0.198,1.186
85,roll products,0.008,tropical fruit,0.094,0.001,0.125,1.332
86,ham,0.022,tropical fruit,0.094,0.004,0.170,1.810
87,citrus fruit,0.075,tropical fruit,0.094,0.016,0.213,2.275
88,tropical fruit,0.094,citrus fruit,0.075,0.016,0.171,2.275
89,pickled vegetables,0.015,sausage,0.087,0.003,0.167,1.918
90,candy,0.026,soda,0.167,0.006,0.235,1.407
91,semi-finished bread,0.015,other vegetables,0.177,0.003,0.206,1.161
92,oil,0.024,margarine,0.053,0.003,0.106,2.002
93,canned fish,0.012,soda,0.167,0.002,0.195,1.167
94,pip fruit,0.067,whole milk,0.241,0.024,0.352,1.464
95,napkins,0.046,shopping bags,0.094,0.006,0.132,1.395
96,sliced cheese,0.020,pip fruit,0.067,0.002,0.122,1.815
97,mustard,0.010,domestic eggs,0.055,0.001,0.110,1.985
98,hamburger meat,0.029,rolls/buns,0.179,0.007,0.246,1.380
99,pickled vegetables,0.015,rolls/buns,0.179,0.003,0.229,1.284
100,brown bread,0.060,newspapers,0.077,0.007,0.118,1.525
101,canned vegetables,0.009,domestic eggs,0.055,0.001,0.125,2.258
102,butter milk,0.024,shopping bags,0.094,0.003,0.113,1.193
103,frozen fish,0.010,other vegetables,0.177,0.004,0.354,1.999
104,pickled vegetables,0.015,whole milk,0.241,0.005,0.347,1.443
105,curd,0.048,tropical fruit,0.094,0.008,0.165,1.760
106,turkey,0.006,tropical fruit,0.094,0.001,0.207,2.205
107,frozen meals,0.025,pip fruit,0.067,0.003,0.107,1.600
108,shopping bags,0.094,root vegetables,0.097,0.010,0.108,1.116
109,root vegetables,0.097,shopping bags,0.094,0.010,0.105,1.116
110,fruit/vegetable juice,0.064,shopping bags,0.094,0.009,0.136,1.439
111,sweet spreads,0.008,pip fruit,0.067,0.001,0.137,2.043
112,liquor,0.011,shopping bags,0.094,0.003,0.226,2.399
113,soft cheese,0.013,pip fruit,0.067,0.001,0.115,1.711
114,sugar,0.030,coffee,0.053,0.004,0.121,2.290
115,napkins,0.046,bottled water,0.105,0.007,0.148,1.406
116,oil,0.024,root vegetables,0.097,0.004,0.164,1.686
117,red/blush wine,0.018,bottled water,0.105,0.003,0.159,1.511
118,onions,0.026,yogurt,0.126,0.005,0.187,1.481
119,grapes,0.019,sausage,0.087,0.002,0.110,1.272
120,ham,0.022,pip fruit,0.067,0.002,0.104,1.547
121,waffles,0.034,rolls/buns,0.179,0.007,0.212,1.189
122,finished products,0.005,shopping bags,0.094,0.001,0.212,2.242
123,curd,0.048,sausage,0.087,0.006,0.117,1.344
124,condensed milk,0.009,yogurt,0.126,0.001,0.135,1.067
125,cream cheese,0.035,whipped/sour cream,0.062,0.004,0.108,1.750
126,herbs,0.014,whipped/sour cream,0.062,0.002,0.159,2.575
127,canned vegetables,0.009,rolls/buns,0.179,0.002,0.193,1.082
128,onions,0.026,whipped/sour cream,0.062,0.003,0.124,1.999
129,popcorn,0.006,shopping bags,0.094,0.001,0.180,1.911
130,berries,0.029,root vegetables,0.097,0.005,0.166,1.710
131,domestic eggs,0.055,butter,0.047,0.007,0.120,2.563
132,butter,0.047,domestic eggs,0.055,0.007,0.142,2.563
133,cake bar,0.011,shopping bags,0.094,0.002,0.211,2.236
134,spread cheese,0.010,cream cheese,0.035,0.001,0.112,3.197
135,shopping bags,0.094,rolls/buns,0.179,0.017,0.183,1.026
136,soft cheese,0.013,whole milk,0.241,0.005,0.361,1.499
137,chicken,0.037,rolls/buns,0.179,0.007,0.188,1.050
138,salt,0.009,sausage,0.087,0.001,0.114,1.308
139,whipped/sour cream,0.062,root vegetables,0.097,0.013,0.203,2.091
140,root vegetables,0.097,whipped/sour cream,0.062,0.013,0.129,2.091
141,mustard,0.010,yogurt,0.126,0.001,0.154,1.217
142,female sanitary products,0.005,yogurt,0.126,0.001,0.208,1.648
143,shopping bags,0.094,canned beer,0.078,0.011,0.118,1.516
144,canned beer,0.078,shopping bags,0.094,0.011,0.143,1.516
145,processed cheese,0.014,frankfurter,0.055,0.001,0.105,1.927
146,bottled water,0.105,whole milk,0.241,0.030,0.285,1.184
147,whole milk,0.241,bottled water,0.105,0.030,0.124,1.184
148,soups,0.005,root vegetables,0.097,0.001,0.231,2.376
149,grapes,0.019,other vegetables,0.177,0.006,0.331,1.871
150,sugar,0.030,citrus fruit,0.075,0.003,0.114,1.522
151,grapes,0.019,shopping bags,0.094,0.002,0.105,1.112
152,hard cheese,0.020,ham,0.022,0.002,0.108,4.843
153,coffee,0.053,whole milk,0.241,0.015,0.278,1.157
154,grapes,0.019,root vegetables,0.097,0.003,0.160,1.650
155,condensed milk,0.009,citrus fruit,0.075,0.001,0.112,1.497
156,pasta,0.013,bottled water,0.105,0.002,0.124,1.179
157,onions,0.026,root vegetables,0.097,0.007,0.263,2.708
158,hygiene articles,0.029,soda,0.167,0.006,0.217,1.299
159,cling film/bags,0.010,fruit/vegetable juice,0.064,0.001,0.112,1.762
160,cream cheese,0.035,bottled water,0.105,0.005,0.138,1.314
161,soft cheese,0.013,domestic eggs,0.055,0.001,0.115,2.073
162,baking powder,0.014,flour,0.015,0.001,0.103,6.924
163,soft cheese,0.013,tropical fruit,0.094,0.001,0.115,1.223
164,shopping bags,0.094,other vegetables,0.177,0.020,0.210,1.186
165,other vegetables,0.177,shopping bags,0.094,0.020,0.112,1.186
166,fruit/vegetable juice,0.064,whole milk,0.241,0.020,0.320,1.328
167,detergent,0.017,shopping bags,0.094,0.002,0.121,1.282
168,beef,0.046,pork,0.053,0.006,0.122,2.323
169,pork,0.053,beef,0.046,0.006,0.108,2.323
170,frozen vegetables,0.041,yogurt,0.126,0.009,0.208,1.647
171,instant food products,0.007,pastry,0.081,0.001,0.175,2.148
172,white bread,0.036,whole milk,0.241,0.013,0.353,1.465
173,dog food,0.008,newspapers,0.077,0.001,0.132,1.707
174,pasta,0.013,fruit/vegetable juice,0.064,0.002,0.132,2.076
175,frozen fish,0.010,whole milk,0.241,0.004,0.406,1.688
176,specialty cheese,0.007,yogurt,0.126,0.002,0.282,2.228
177,candles,0.008,pastry,0.081,0.002,0.192,2.366
178,dog food,0.008,soda,0.167,0.002,0.224,1.339
179,white bread,0.036,fruit/vegetable juice,0.064,0.005,0.136,2.133
180,detergent,0.017,butter,0.047,0.002,0.108,2.313
181,white bread,0.036,domestic eggs,0.055,0.004,0.101,1.827
182,uht-milk,0.032,other vegetables,0.177,0.007,0.211,1.192
183,processed cheese,0.014,fruit/vegetable juice,0.064,0.002,0.143,2.243
184,finished products,0.005,other vegetables,0.177,0.001,0.231,1.303
185,sausage,0.087,soda,0.167,0.021,0.245,1.468
186,soda,0.167,sausage,0.087,0.021,0.128,1.468
187,other vegetables,0.177,sausage,0.087,0.021,0.119,1.370
188,sausage,0.087,other vegetables,0.177,0.021,0.243,1.370
189,frozen vegetables,0.041,root vegetables,0.097,0.008,0.190,1.959
190,canned vegetables,0.009,whole milk,0.241,0.003,0.307,1.275
191,semi-finished bread,0.015,whole milk,0.241,0.005,0.362,1.503
192,pip fruit,0.067,tropical fruit,0.094,0.015,0.228,2.429
193,tropical fruit,0.094,pip fruit,0.067,0.015,0.163,2.429
194,yogurt,0.126,root vegetables,0.097,0.019,0.153,1.580
195,root vegetables,0.097,yogurt,0.126,0.019,0.200,1.580
196,packaged fruit/vegetables,0.012,whole milk,0.241,0.003,0.263,1.094
197,citrus fruit,0.075,domestic eggs,0.055,0.008,0.103,1.852
198,domestic eggs,0.055,citrus fruit,0.075,0.008,0.139,1.852
199,condensed milk,0.009,shopping bags,0.094,0.001,0.124,1.310
200,condensed milk,0.009,soda,0.167,0.002,0.180,1.076
201,canned vegetables,0.009,fruit/vegetable juice,0.064,0.001,0.125,1.963
202,shopping bags,0.094,pastry,0.081,0.010,0.102,1.251
203,pastry,0.081,shopping bags,0.094,0.010,0.118,1.251
204,baking powder,0.014,other vegetables,0.177,0.005,0.338,1.909
205,citrus fruit,0.075,shopping bags,0.094,0.008,0.111,1.176
206,frozen meals,0.025,frozen vegetables,0.041,0.003,0.107,2.616
207,meat,0.024,citrus fruit,0.075,0.003,0.111,1.480
208,frozen dessert,0.009,tropical fruit,0.094,0.002,0.195,2.079
209,seasonal products,0.013,shopping bags,0.094,0.003,0.207,2.189
210,cake bar,0.011,sausage,0.087,0.002,0.138,1.584
211,tea,0.004,other vegetables,0.177,0.001,0.353,1.992
212,cling film/bags,0.010,citrus fruit,0.075,0.001,0.122,1.631
213,ham,0.022,pastry,0.081,0.003,0.123,1.509
214,hygiene articles,0.029,pastry,0.081,0.003,0.121,1.492
215,salt,0.009,bottled water,0.105,0.001,0.125,1.189
216,sugar,0.030,pork,0.053,0.003,0.107,2.032
217,yogurt,0.126,bottled water,0.105,0.019,0.151,1.436
218,bottled water,0.105,yogurt,0.126,0.019,0.182,1.436
219,tropical fruit,0.094,whole milk,0.241,0.034,0.362,1.504
220,whole milk,0.241,tropical fruit,0.094,0.034,0.141,1.504
221,condensed milk,0.009,rolls/buns,0.179,0.002,0.213,1.196
222,frozen fish,0.010,shopping bags,0.094,0.001,0.104,1.104
223,instant food products,0.007,root vegetables,0.097,0.001,0.175,1.798
224,waffles,0.034,yogurt,0.126,0.005,0.154,1.217
225,hygiene articles,0.029,citrus fruit,0.075,0.003,0.118,1.567
226,beverages,0.025,pastry,0.081,0.003,0.109,1.338
227,brown bread,0.060,sausage,0.087,0.009,0.144,1.656
228,soups,0.005,whole milk,0.241,0.003,0.462,1.918
229,rolls/buns,0.179,bottled water,0.105,0.022,0.125,1.191
230,bottled water,0.105,rolls/buns,0.179,0.022,0.213,1.191
231,packaged fruit/vegetables,0.012,beef,0.046,0.001,0.105,2.264
232,condensed milk,0.009,root vegetables,0.097,0.001,0.124,1.273
233,herbs,0.014,whole milk,0.241,0.006,0.409,1.700
234,beverages,0.025,whole milk,0.241,0.006,0.247,1.026
235,frozen fish,0.010,domestic eggs,0.055,0.001,0.104,1.882
236,salt,0.009,root vegetables,0.097,0.002,0.170,1.755
237,whipped/sour cream,0.062,domestic eggs,0.055,0.007,0.109,1.973
238,domestic eggs,0.055,whipped/sour cream,0.062,0.007,0.122,1.973
239,pudding powder,0.002,whole milk,0.241,0.001,0.632,2.625
240,meat,0.024,frankfurter,0.055,0.003,0.120,2.197
241,soft cheese,0.013,beef,0.046,0.001,0.115,2.468
242,candy,0.026,tropical fruit,0.094,0.004,0.151,1.613
243,whipped/sour cream,0.062,citrus fruit,0.075,0.007,0.119,1.591
244,domestic eggs,0.055,bottled water,0.105,0.006,0.116,1.105
245,berries,0.029,pastry,0.081,0.003,0.101,1.243
246,dish cleaner,0.009,rolls/buns,0.179,0.002,0.205,1.147
247,uht-milk,0.032,newspapers,0.077,0.004,0.122,1.584
248,brown bread,0.060,tropical fruit,0.094,0.008,0.139,1.477
249,flour,0.015,other vegetables,0.177,0.005,0.312,1.762
250,ice cream,0.023,shopping bags,0.094,0.003,0.115,1.215
251,butter,0.047,sausage,0.087,0.005,0.117,1.348
252,jam,0.004,whole milk,0.241,0.002,0.436,1.812
253,zwieback,0.007,other vegetables,0.177,0.001,0.222,1.254
254,berries,0.029,citrus fruit,0.075,0.004,0.134,1.779
255,canned fish,0.012,root vegetables,0.097,0.001,0.110,1.134
256,hamburger meat,0.029,other vegetables,0.177,0.011,0.379,2.138
257,brown bread,0.060,other vegetables,0.177,0.015,0.249,1.406
258,house keeping products,0.007,other vegetables,0.177,0.002,0.242,1.366
259,whipped/sour cream,0.062,rolls/buns,0.179,0.012,0.188,1.052
260,domestic eggs,0.055,root vegetables,0.097,0.010,0.185,1.903
261,root vegetables,0.097,domestic eggs,0.055,0.010,0.105,1.903
262,detergent,0.017,root vegetables,0.097,0.003,0.191,1.968
263,oil,0.024,newspapers,0.077,0.003,0.106,1.378
264,domestic eggs,0.055,pip fruit,0.067,0.006,0.114,1.704
265,napkins,0.046,sausage,0.087,0.005,0.106,1.223
266,soft cheese,0.013,shopping bags,0.094,0.002,0.131,1.390
267,flower (seeds),0.010,butter,0.047,0.001,0.137,2.923
268,instant food products,0.007,rolls/buns,0.179,0.002,0.286,1.601
269,frankfurter,0.055,bottled water,0.105,0.006,0.112,1.065
270,meat spreads,0.004,yogurt,0.126,0.002,0.405,3.207
271,liquor (appetizer),0.007,bottled beer,0.078,0.002,0.239,3.065
272,cling film/bags,0.010,tropical fruit,0.094,0.001,0.133,1.414
273,yogurt,0.126,pastry,0.081,0.013,0.100,1.231
274,pastry,0.081,yogurt,0.126,0.013,0.156,1.231
275,dog food,0.008,root vegetables,0.097,0.001,0.132,1.355
276,frozen meals,0.025,tropical fruit,0.094,0.004,0.150,1.601
277,curd,0.048,pip fruit,0.067,0.005,0.115,1.708
278,herbs,0.014,frozen vegetables,0.041,0.002,0.121,2.955
279,frozen meals,0.025,yogurt,0.126,0.004,0.163,1.290
280,spread cheese,0.010,other vegetables,0.177,0.002,0.214,1.210
281,softener,0.005,whole milk,0.241,0.002,0.370,1.536
282,uht-milk,0.032,brown bread,0.060,0.004,0.116,1.922
283,frozen meals,0.025,whole milk,0.241,0.007,0.300,1.249
284,chicken,0.037,yogurt,0.126,0.005,0.148,1.169
285,curd,0.048,newspapers,0.077,0.005,0.108,1.400
286,salty snack,0.033,shopping bags,0.094,0.004,0.130,1.375
287,sparkling wine,0.005,other vegetables,0.177,0.001,0.240,1.355
288,pip fruit,0.067,citrus fruit,0.075,0.011,0.160,2.136
289,citrus fruit,0.075,pip fruit,0.067,0.011,0.143,2.136
290,candy,0.026,fruit/vegetable juice,0.064,0.003,0.104,1.627
291,sausage,0.087,bottled water,0.105,0.010,0.114,1.085
292,meat,0.024,rolls/buns,0.179,0.006,0.244,1.369
293,mayonnaise,0.007,yogurt,0.126,0.002,0.221,1.745
294,sugar,0.030,rolls/buns,0.179,0.006,0.193,1.080
295,spread cheese,0.010,brown bread,0.060,0.001,0.143,2.377
296,waffles,0.034,shopping bags,0.094,0.005,0.135,1.435
297,chewing gum,0.021,shopping bags,0.094,0.003,0.153,1.622
298,beverages,0.025,rolls/buns,0.179,0.005,0.197,1.102
299,chicken,0.037,whole milk,0.241,0.013,0.364,1.511
300,onions,0.026,frankfurter,0.055,0.003,0.131,2.407
301,turkey,0.006,pip fruit,0.067,0.001,0.190,2.828
302,frozen fish,0.010,yogurt,0.126,0.002,0.229,1.813
303,frozen vegetables,0.041,rolls/buns,0.179,0.008,0.201,1.123
304,canned vegetables,0.009,shopping bags,0.094,0.001,0.148,1.565
305,rolls/buns,0.179,whole milk,0.241,0.051,0.286,1.188
306,whole milk,0.241,rolls/buns,0.179,0.051,0.212,1.188
307,margarine,0.053,whole milk,0.241,0.020,0.380,1.578
308,baking powder,0.014,whipped/sour cream,0.062,0.003,0.199,3.213
309,semi-finished bread,0.015,sausage,0.087,0.002,0.113,1.306
310,instant coffee,0.007,other vegetables,0.177,0.001,0.203,1.147
311,soups,0.005,pip fruit,0.067,0.001,0.192,2.868
312,sugar,0.030,bottled water,0.105,0.004,0.129,1.223
313,instant food products,0.007,whole milk,0.241,0.002,0.349,1.451
314,long life bakery product,0.033,root vegetables,0.097,0.003,0.107,1.100
315,soft cheese,0.013,citrus fruit,0.075,0.001,0.115,1.529
316,margarine,0.053,citrus fruit,0.075,0.006,0.115,1.536
317,waffles,0.034,whole milk,0.241,0.010,0.283,1.176
318,pastry,0.081,whole milk,0.241,0.028,0.340,1.412
319,whole milk,0.241,pastry,0.081,0.028,0.115,1.412
320,dessert,0.032,tropical fruit,0.094,0.004,0.134,1.423
321,canned fish,0.012,sausage,0.087,0.001,0.102,1.170
322,dental care,0.005,whole milk,0.241,0.001,0.289,1.201
323,frozen dessert,0.009,soda,0.167,0.002,0.207,1.241
324,cake bar,0.011,curd,0.048,0.001,0.119,2.491
325,mayonnaise,0.007,root vegetables,0.097,0.002,0.235,2.423
326,specialty cheese,0.007,tropical fruit,0.094,0.001,0.169,1.801
327,domestic eggs,0.055,pastry,0.081,0.006,0.112,1.382
328,frozen potato products,0.007,whole milk,0.241,0.002,0.323,1.343
329,potted plants,0.016,bottled water,0.105,0.002,0.124,1.181
330,dishes,0.017,other vegetables,0.177,0.005,0.309,1.742
331,specialty bar,0.025,shopping bags,0.094,0.003,0.120,1.275
332,roll products,0.008,curd,0.048,0.001,0.125,2.611
333,curd,0.048,other vegetables,0.177,0.013,0.269,1.517
334,frankfurter,0.055,whole milk,0.241,0.017,0.309,1.284
335,dish cleaner,0.009,soda,0.167,0.002,0.193,1.154
336,red/blush wine,0.018,bottled beer,0.078,0.005,0.265,3.388
337,canned vegetables,0.009,root vegetables,0.097,0.002,0.205,2.106
338,cleaner,0.004,yogurt,0.126,0.001,0.256,2.028
339,packaged fruit/vegetables,0.012,pastry,0.081,0.001,0.123,1.511
340,frozen vegetables,0.041,chicken,0.037,0.005,0.118,3.186
341,chicken,0.037,frozen vegetables,0.041,0.005,0.131,3.186
342,yogurt,0.126,curd,0.048,0.013,0.103,2.160
343,curd,0.048,yogurt,0.126,0.013,0.273,2.160
344,domestic eggs,0.055,shopping bags,0.094,0.007,0.126,1.332
345,frozen fish,0.010,root vegetables,0.097,0.002,0.167,1.716
346,chicken,0.037,citrus fruit,0.075,0.005,0.134,1.779
347,salty snack,0.033,tropical fruit,0.094,0.003,0.101,1.079
348,frankfurter,0.055,pastry,0.081,0.006,0.114,1.401
349,chicken,0.037,tropical fruit,0.094,0.004,0.111,1.181
350,beef,0.046,citrus fruit,0.075,0.007,0.143,1.903
351,mustard,0.010,fruit/vegetable juice,0.064,0.001,0.121,1.898
352,newspapers,0.077,root vegetables,0.097,0.009,0.116,1.197
353,flour,0.015,tropical fruit,0.094,0.002,0.135,1.436
354,rum,0.004,whole milk,0.241,0.001,0.359,1.492
355,canned fish,0.012,rolls/buns,0.179,0.003,0.246,1.377
356,flour,0.015,beef,0.046,0.002,0.149,3.203
357,white bread,0.036,pip fruit,0.067,0.004,0.116,1.724
358,flour,0.015,root vegetables,0.097,0.003,0.227,2.337
359,mustard,0.010,root vegetables,0.097,0.002,0.242,2.490
360,pickled vegetables,0.015,brown bread,0.060,0.002,0.104,1.733
361,onions,0.026,other vegetables,0.177,0.010,0.390,2.204
362,butter milk,0.024,frankfurter,0.055,0.003,0.108,1.981
363,beef,0.046,margarine,0.053,0.005,0.116,2.180
364,margarine,0.053,beef,0.046,0.005,0.101,2.180
365,liquor,0.011,red/blush wine,0.018,0.002,0.198,11.052
366,red/blush wine,0.018,liquor,0.011,0.002,0.124,11.052
367,vinegar,0.006,yogurt,0.126,0.001,0.245,1.940
368,chewing gum,0.021,sausage,0.087,0.002,0.102,1.174
369,processed cheese,0.014,ham,0.022,0.003,0.180,8.073
370,ham,0.022,processed cheese,0.014,0.003,0.113,8.073
371,citrus fruit,0.075,rolls/buns,0.179,0.014,0.190,1.062
372,flour,0.015,fruit/vegetable juice,0.064,0.002,0.113,1.782
373,whipped/sour cream,0.062,whole milk,0.241,0.024,0.391,1.624
374,whole milk,0.241,whipped/sour cream,0.062,0.024,0.100,1.624
375,salty snack,0.033,sausage,0.087,0.004,0.127,1.457
376,semi-finished bread,0.015,rolls/buns,0.179,0.003,0.191,1.073
377,whole milk,0.241,root vegetables,0.097,0.039,0.163,1.679
378,root vegetables,0.097,whole milk,0.241,0.039,0.404,1.679
379,processed cheese,0.014,yogurt,0.126,0.002,0.128,1.011
380,meat spreads,0.004,soda,0.167,0.001,0.351,2.104
381,long life bakery product,0.033,pastry,0.081,0.004,0.133,1.632
382,candles,0.008,other vegetables,0.177,0.002,0.231,1.303
383,house keeping products,0.007,shopping bags,0.094,0.001,0.210,2.222
384,sugar,0.030,pip fruit,0.067,0.003,0.111,1.651
385,spread cheese,0.010,bottled beer,0.078,0.001,0.112,1.437
386,kitchen towels,0.005,rolls/buns,0.179,0.001,0.217,1.218
387,curd,0.048,whipped/sour cream,0.062,0.008,0.167,2.709
388,whipped/sour cream,0.062,curd,0.048,0.008,0.130,2.709
389,kitchen towels,0.005,root vegetables,0.097,0.001,0.239,2.462
390,sugar,0.030,whole milk,0.241,0.012,0.393,1.633
391,dog food,0.008,yogurt,0.126,0.001,0.184,1.457
392,specialty chocolate,0.028,shopping bags,0.094,0.004,0.134,1.416
393,processed cheese,0.014,other vegetables,0.177,0.004,0.278,1.570
394,napkins,0.046,fruit/vegetable juice,0.064,0.005,0.104,1.632
395,hard cheese,0.020,butter,0.047,0.003,0.129,2.753
396,chicken,0.037,pork,0.053,0.004,0.116,2.209
397,hamburger meat,0.029,yogurt,0.126,0.004,0.136,1.076
398,mayonnaise,0.007,soda,0.167,0.002,0.250,1.497
399,salt,0.009,yogurt,0.126,0.001,0.159,1.258
400,spread cheese,0.010,root vegetables,0.097,0.001,0.122,1.261
401,sausage,0.087,whole milk,0.241,0.024,0.280,1.165
402,whole milk,0.241,sausage,0.087,0.024,0.101,1.165
403,sliced cheese,0.020,citrus fruit,0.075,0.003,0.127,1.691
404,flour,0.015,pastry,0.081,0.002,0.121,1.483
405,specialty cheese,0.007,citrus fruit,0.075,0.001,0.155,2.064
406,spread cheese,0.010,tropical fruit,0.094,0.001,0.143,1.522
407,vinegar,0.006,rolls/buns,0.179,0.002,0.283,1.585
408,detergent,0.017,yogurt,0.126,0.002,0.146,1.159
409,instant food products,0.007,hamburger meat,0.029,0.002,0.317,11.069
410,spices,0.004,other vegetables,0.177,0.001,0.300,1.694
411,citrus fruit,0.075,sausage,0.087,0.008,0.112,1.293
412,detergent,0.017,tropical fruit,0.094,0.002,0.121,1.290
413,female sanitary products,0.005,rolls/buns,0.179,0.001,0.229,1.284
414,beverages,0.025,soda,0.167,0.004,0.167,1.002
415,detergent,0.017,pip fruit,0.067,0.002,0.102,1.520
416,ice cream,0.023,soda,0.167,0.005,0.211,1.263
417,salt,0.009,sugar,0.030,0.001,0.136,4.619
418,uht-milk,0.032,yogurt,0.126,0.006,0.201,1.592
419,ham,0.022,whipped/sour cream,0.062,0.003,0.118,1.909
420,waffles,0.034,pastry,0.081,0.006,0.169,2.082
421,artif. sweetener,0.003,yogurt,0.126,0.001,0.357,2.825
