id,support,pattern
151,0.009,frozen meals;shopping bags
152,0.012,bottled beer;pip fruit
153,0.008,other vegetables;specialty cheese
154,0.048,rolls/buns;tropical fruit
155,0.018,frozen vegetables;soda
156,0.041,butter;other vegetables
157,0.026,root vegetables;shopping bags
158,0.010,pastry;sugar
159,0.006,pastry;processed cheese
160,0.006,soft cheese;whipped/sour cream
161,0.010,cat food;tropical fruit
162,0.010,coffee;domestic eggs
163,0.006,specialty cheese;yogurt
164,0.010,dessert;pip fruit
165,0.020,oil;other vegetables
166,0.008,bottled water;salty snack
167,0.010,chocolate;whipped/sour cream
168,0.022,citrus fruit;whipped/sour cream
169,0.043,root vegetables;tropical fruit
170,0.027,pastry;tropical fruit
171,0.010,frankfurter;white bread
172,0.006,fruit/vegetable juice;meat
173,0.008,butter milk;shopping bags
174,0.024,napkins;soda
175,0.006,hygiene articles;newspapers
176,0.010,grapes;rolls/buns
177,0.005,root vegetables;turkey
178,0.008,sliced cheese;whipped/sour cream
179,0.005,dessert;ham
180,0.014,onions;rolls/buns
181,0.005,frozen vegetables;pickled vegetables
182,0.045,domestic eggs;other vegetables
183,0.009,frozen vegetables;pastry
184,0.008,hard cheese;tropical fruit
185,0.009,cat food;shopping bags
186,0.009,misc. beverages;tropical fruit
187,0.007,soda;white wine
188,0.006,oil;pastry
189,0.009,beef;berries
190,0.006,napkins;sliced cheese
191,0.021,bottled water;margarine
192,0.008,fruit/vegetable juice;hygiene articles
193,0.009,margarine;napkins
194,0.019,frankfurter;tropical fruit
195,0.010,canned beer;yogurt
196,0.006,spread cheese;whole milk
197,0.006,cream cheese;waffles
198,0.007,curd;sugar
199,0.013,chicken;domestic eggs
200,0.007,beef;hygiene articles
201,0.005,bottled water;packaged fruit/vegetables
202,0.005,canned beer;frankfurter
203,0.008,bottled beer;whipped/sour cream
204,0.006,bottled water;flour
205,0.008,domestic eggs;oil
206,0.026,butter;root vegetables
207,0.038,rolls/buns;shopping bags
208,0.006,newspapers;salty snack
209,0.008,fruit/vegetable juice;ham
210,0.010,domestic eggs;onions
211,0.017,frankfurter;shopping bags
212,0.010,chicken;pip fruit
213,0.029,napkins;other vegetables
214,0.006,candy;waffles
215,0.005,fruit/vegetable juice;specialty chocolate
216,0.006,potted plants;tropical fruit
217,0.007,semi-finished bread;yogurt
218,0.019,coffee;yogurt
219,0.006,citrus fruit;ham
220,0.035,pip fruit;yogurt
221,0.006,butter;frozen meals
222,0.006,fruit/vegetable juice;soft cheese
223,0.010,oil;soda
224,0.014,napkins;pastry
225,0.013,chocolate;pip fruit
226,0.008,brown bread;chicken
227,0.005,canned beer;pork
228,0.007,cereals;whole milk
229,0.005,margarine;onions
230,0.012,cream cheese;sausage
231,0.006,beverages;fruit/vegetable juice
232,0.010,beef;frankfurter
233,0.010,coffee;frankfurter
234,0.039,citrus fruit;tropical fruit
235,0.024,pastry;shopping bags
236,0.007,butter milk;curd
237,0.008,domestic eggs;hard cheese
238,0.016,candy;soda
239,0.010,other vegetables;semi-finished bread
240,0.007,margarine;oil
241,0.008,bottled water;long life bakery product
242,0.025,domestic eggs;soda
243,0.005,tropical fruit;turkey
244,0.014,sausage;sliced cheese
245,0.006,canned fish;soda
246,0.006,hamburger meat;instant food products
247,0.013,dessert;shopping bags
248,0.060,pip fruit;whole milk
249,0.024,beef;yogurt
250,0.006,chocolate;hygiene articles
251,0.017,hamburger meat;rolls/buns
252,0.009,pickled vegetables;rolls/buns
253,0.015,brown bread;newspapers
254,0.006,pip fruit;soft cheese
255,0.016,bottled water;brown bread
256,0.007,butter;oil
257,0.013,napkins;newspapers
258,0.005,canned beer;pip fruit
259,0.045,bottled water;rolls/buns
260,0.036,coffee;whole milk
261,0.015,pickled vegetables;whole milk
262,0.021,curd;tropical fruit
263,0.009,frozen meals;pip fruit
264,0.010,beef;shopping bags
265,0.019,bottled beer;yogurt
266,0.008,beef;bottled beer
267,0.013,beef;whipped/sour cream
268,0.006,hard cheese;pip fruit
269,0.010,dessert;whipped/sour cream
270,0.008,pork;white bread
271,0.015,oil;root vegetables
272,0.005,bottled water;chewing gum
273,0.006,cream cheese;frozen vegetables
274,0.006,bottled water;red/blush wine
275,0.006,cream cheese;uht-milk
276,0.010,bottled beer;frankfurter
277,0.015,curd;sausage
278,0.005,frozen meals;white bread
279,0.035,root vegetables;whipped/sour cream
280,0.012,chicken;pork
281,0.008,brown bread;chocolate
282,0.019,other vegetables;sliced cheese
283,0.008,butter;sliced cheese
284,0.006,long life bakery product;newspapers
285,0.005,packaged fruit/vegetables;rolls/buns
286,0.006,meat;pork
287,0.010,coffee;margarine
288,0.019,fruit/vegetable juice;pip fruit
289,0.006,margarine;salty snack
290,0.020,citrus fruit;shopping bags
291,0.014,berries;root vegetables
292,0.008,pickled vegetables;yogurt
293,0.011,butter;newspapers
294,0.016,butter;fruit/vegetable juice
295,0.028,bottled water;fruit/vegetable juice
296,0.008,chocolate;frankfurter
297,0.007,mustard;other vegetables
298,0.015,soft cheese;whole milk
299,0.028,fruit/vegetable juice;tropical fruit
300,0.009,brown bread;white bread
301,0.066,bottled water;whole milk
302,0.006,hamburger meat;margarine
303,0.021,coffee;rolls/buns
304,0.010,citrus fruit;sugar
305,0.005,packaged fruit/vegetables;yogurt
306,0.007,coffee;hygiene articles
307,0.011,berries;citrus fruit
308,0.009,grapes;root vegetables
309,0.010,ham;white bread
310,0.012,butter;chocolate
311,0.058,tropical fruit;yogurt
312,0.008,butter;cream cheese
313,0.019,onions;root vegetables
314,0.015,pastry;whipped/sour cream
315,0.007,cream cheese;white bread
316,0.014,hygiene articles;soda
317,0.012,bottled water;cream cheese
318,0.006,canned vegetables;yogurt
319,0.007,soft cheese;tropical fruit
320,0.012,domestic eggs;napkins
321,0.019,canned beer;shopping bags
322,0.040,margarine;other vegetables
323,0.005,fruit/vegetable juice;specialty bar
324,0.054,fruit/vegetable juice;whole milk
325,0.009,berries;pastry
326,0.015,beef;pork
327,0.010,butter milk;pip fruit
328,0.009,curd;frozen vegetables
329,0.033,white bread;whole milk
330,0.012,butter;frozen vegetables
331,0.005,citrus fruit;soft cheese
332,0.010,frozen fish;whole milk
333,0.006,beverages;root vegetables
334,0.016,other vegetables;uht-milk
335,0.008,salty snack;waffles
336,0.005,berries;margarine
337,0.045,bottled water;yogurt
338,0.006,frozen fish;yogurt
339,0.006,frozen vegetables;onions
340,0.016,root vegetables;white bread
341,0.008,red/blush wine;whole milk
342,0.013,citrus fruit;frankfurter
343,0.005,chocolate;specialty chocolate
344,0.012,beef;domestic eggs
345,0.006,coffee;salty snack
346,0.010,fruit/vegetable juice;pork
347,0.007,herbs;yogurt
348,0.046,sausage;soda
349,0.007,butter;waffles
350,0.006,canned beer;tropical fruit
351,0.053,other vegetables;sausage
352,0.024,frozen vegetables;root vegetables
353,0.013,meat;rolls/buns
354,0.008,canned vegetables;whole milk
355,0.014,semi-finished bread;whole milk
356,0.006,soda;spread cheese
357,0.010,root vegetables;uht-milk
358,0.020,berries;other vegetables
359,0.005,candy;coffee
360,0.040,pip fruit;tropical fruit
361,0.013,dessert;tropical fruit
362,0.008,packaged fruit/vegetables;whole milk
363,0.021,citrus fruit;domestic eggs
364,0.007,domestic eggs;waffles
365,0.027,other vegetables;white bread
366,0.009,semi-finished bread;tropical fruit
367,0.005,bottled water;specialty bar
368,0.005,red/blush wine;root vegetables
369,0.014,long life bakery product;soda
370,0.010,brown bread;curd
371,0.007,citrus fruit;meat
372,0.007,curd;hamburger meat
373,0.017,canned beer;whole milk
374,0.014,candy;other vegetables
375,0.006,ice cream;newspapers
376,0.007,seasonal products;whole milk
377,0.005,cat food;pip fruit
378,0.006,specialty bar;waffles
379,0.020,dessert;yogurt
380,0.015,chicken;whipped/sour cream
381,0.007,other vegetables;salt
382,0.009,pork;sugar
383,0.084,tropical fruit;whole milk
384,0.027,dessert;whole milk
385,0.019,pip fruit;shopping bags
386,0.014,soda;uht-milk
387,0.005,chocolate;sugar
388,0.007,semi-finished bread;shopping bags
389,0.011,cream cheese;curd
390,0.006,margarine;sliced cheese
391,0.019,meat;whole milk
392,0.011,citrus fruit;hygiene articles
393,0.019,pip fruit;whipped/sour cream
394,0.013,chicken;tropical fruit
395,0.005,semi-finished bread;whipped/sour cream
396,0.006,beverages;pastry
397,0.022,brown bread;sausage
398,0.006,frozen meals;whipped/sour cream
399,0.005,frankfurter;ham
400,0.006,soups;whole milk
401,0.007,bottled beer;curd
402,0.015,herbs;whole milk
403,0.013,beverages;whole milk
404,0.007,cream cheese;newspapers
405,0.012,coffee;whipped/sour cream
406,0.009,canned beer;citrus fruit
407,0.007,frankfurter;meat
408,0.006,chocolate;ham
409,0.021,brown bread;tropical fruit
410,0.013,flour;other vegetables
411,0.005,beef;dessert
412,0.006,dish cleaner;whole milk
413,0.009,candy;chocolate
414,0.008,dessert;white bread
415,0.006,beef;sugar
416,0.010,chicken;shopping bags
417,0.008,brown bread;frozen vegetables
418,0.012,pip fruit;pork
419,0.009,chewing gum;other vegetables
420,0.011,rolls/buns;soft cheese
421,0.006,jam;whole milk
422,0.010,other vegetables;roll products
423,0.007,coffee;pork
424,0.007,specialty bar;tropical fruit
425,0.007,bottled beer;white bread
426,0.005,canned fish;root vegetables
427,0.014,berries;rolls/buns
428,0.027,hamburger meat;other vegetables
429,0.006,detergent;soda
430,0.019,white bread;yogurt
431,0.010,oil;rolls/buns
432,0.037,brown bread;other vegetables
433,0.010,rolls/buns;specialty chocolate
434,0.038,fruit/vegetable juice;yogurt
435,0.005,house keeping products;other vegetables
436,0.029,domestic eggs;root vegetables
437,0.009,detergent;root vegetables
438,0.006,newspapers;oil
439,0.009,butter;hamburger meat
440,0.007,pastry;specialty chocolate
441,0.005,cream cheese;sliced cheese
442,0.008,candy;fruit/vegetable juice
443,0.010,chicken;margarine
444,0.006,herbs;rolls/buns
445,0.009,brown bread;canned beer
446,0.013,citrus fruit;pork
447,0.011,frozen meals;tropical fruit
448,0.016,curd;pip fruit
449,0.005,frozen vegetables;herbs
450,0.019,fruit/vegetable juice;whipped/sour cream
451,0.006,other vegetables;spread cheese
452,0.007,curd;white bread
453,0.008,brown bread;uht-milk
454,0.007,canned beer;domestic eggs
455,0.006,brown bread;hamburger meat
456,0.019,frozen meals;whole milk
457,0.006,pastry;soft cheese
458,0.011,curd;newspapers
459,0.012,soft cheese;yogurt
460,0.007,herbs;whipped/sour cream
461,0.008,frozen meals;sausage
462,0.005,pickled vegetables;pip fruit
463,0.005,hygiene articles;oil
464,0.006,domestic eggs;frozen meals
465,0.022,fruit/vegetable juice;shopping bags
466,0.018,soda;waffles
467,0.017,chicken;yogurt
468,0.018,canned beer;rolls/buns
469,0.014,napkins;sausage
470,0.006,berries;brown bread
471,0.018,domestic eggs;pastry
472,0.012,frozen meals;yogurt
473,0.021,bottled water;pip fruit
474,0.005,ham;sliced cheese
475,0.014,rolls/buns;sugar
476,0.028,tropical fruit;whipped/sour cream
477,0.011,shopping bags;waffles
478,0.009,beverages;rolls/buns
479,0.010,frozen vegetables;napkins
480,0.007,napkins;waffles
481,0.034,chicken;whole milk
482,0.010,meat;yogurt
483,0.021,frozen vegetables;rolls/buns
484,0.006,cat food;chocolate
485,0.005,mustard;tropical fruit
486,0.023,frankfurter;yogurt
487,0.005,seasonal products;soda
488,0.008,citrus fruit;dessert
489,0.107,rolls/buns;whole milk
490,0.048,margarine;whole milk
491,0.010,meat;root vegetables
492,0.006,sausage;semi-finished bread
493,0.007,bottled beer;salty snack
494,0.005,candy;curd
495,0.008,other vegetables;turkey
496,0.010,salty snack;sausage
497,0.006,chicken;long life bakery product
498,0.006,citrus fruit;flour
499,0.005,chocolate;hamburger meat
500,0.006,instant food products;whole milk
501,0.007,hamburger meat;pork
502,0.011,long life bakery product;root vegetables
503,0.018,coffee;shopping bags
504,0.016,citrus fruit;margarine
505,0.005,curd;ham
506,0.009,red/blush wine;soda
507,0.011,beef;sausage
508,0.025,waffles;whole milk
509,0.063,pastry;whole milk
510,0.014,coffee;tropical fruit
511,0.015,waffles;yogurt
512,0.006,hamburger meat;newspapers
513,0.035,pastry;yogurt
514,0.005,frozen dessert;soda
515,0.008,domestic eggs;hamburger meat
516,0.005,mayonnaise;root vegetables
517,0.016,newspapers;pastry
518,0.007,frozen potato products;whole milk
519,0.007,frozen meals;frozen vegetables
520,0.007,domestic eggs;salty snack
521,0.042,soda;tropical fruit
522,0.012,dishes;other vegetables
523,0.007,shopping bags;specialty bar
524,0.011,bottled water;hygiene articles
525,0.013,cream cheese;whipped/sour cream
526,0.035,curd;other vegetables
527,0.041,frankfurter;whole milk
528,0.005,dish cleaner;soda
529,0.013,newspapers;pip fruit
530,0.012,fruit/vegetable juice;margarine
531,0.006,dessert;uht-milk
532,0.008,bottled beer;red/blush wine
533,0.014,bottled water;canned beer
534,0.009,frozen fish;other vegetables
535,0.012,frozen vegetables;sausage
536,0.005,canned vegetables;root vegetables
537,0.007,frozen vegetables;white bread
538,0.010,baking powder;yogurt
539,0.009,bottled water;cat food
540,0.007,canned beer;chicken
541,0.005,frozen fish;root vegetables
542,0.005,candy;long life bakery product
543,0.042,whipped/sour cream;yogurt
544,0.008,pip fruit;salty snack
545,0.067,rolls/buns;yogurt
546,0.010,tropical fruit;uht-milk
547,0.017,beef;citrus fruit
548,0.024,newspapers;root vegetables
549,0.006,ice cream;root vegetables
550,0.007,flour;tropical fruit
551,0.010,frankfurter;frozen vegetables
552,0.006,butter;salty snack
553,0.008,berries;domestic eggs
554,0.006,canned fish;rolls/buns
555,0.006,curd;sliced cheese
556,0.006,beef;flour
557,0.010,flour;root vegetables
558,0.018,rolls/buns;waffles
559,0.006,ham;hard cheese
560,0.007,mustard;root vegetables
561,0.017,bottled water;pastry
562,0.010,frankfurter;newspapers
563,0.006,bottled water;frozen meals
564,0.008,chicken;napkins
565,0.029,onions;other vegetables
566,0.010,beef;chicken
567,0.007,butter milk;frankfurter
568,0.012,beef;margarine
569,0.007,onions;pork
570,0.034,citrus fruit;rolls/buns
571,0.005,flour;fruit/vegetable juice
572,0.064,whipped/sour cream;whole milk
573,0.007,rolls/buns;semi-finished bread
574,0.006,frankfurter;hygiene articles
575,0.008,brown bread;coffee
576,0.011,beverages;other vegetables
577,0.010,coffee;sugar
578,0.011,long life bakery product;pastry
579,0.005,baking powder;pip fruit
580,0.059,other vegetables;whipped/sour cream
581,0.010,pip fruit;sugar
582,0.006,newspapers;onions
583,0.021,curd;whipped/sour cream
584,0.006,seasonal products;yogurt
585,0.006,specialty chocolate;whipped/sour cream
586,0.005,hygiene articles;sugar
587,0.011,candy;tropical fruit
588,0.009,other vegetables;potted plants
589,0.030,sugar;whole milk
590,0.015,fruit/vegetable juice;white bread
591,0.020,meat;other vegetables
592,0.027,cream cheese;other vegetables
593,0.008,berries;bottled water
594,0.010,shopping bags;specialty chocolate
595,0.005,candy;salty snack
596,0.015,soda;sugar
597,0.019,ham;other vegetables
598,0.005,frozen meals;newspapers
599,0.010,long life bakery product;pip fruit
600,0.006,grapes;whipped/sour cream
601,0.058,sausage;whole milk
602,0.005,flour;pastry
603,0.010,brown bread;whipped/sour cream
604,0.009,candy;shopping bags
605,0.030,root vegetables;sausage
606,0.005,dessert;waffles
607,0.007,pastry;sliced cheese
608,0.006,uht-milk;whipped/sour cream
609,0.007,frankfurter;waffles
610,0.005,meat;pastry
611,0.005,citrus fruit;specialty bar
612,0.011,domestic eggs;frozen vegetables
613,0.008,margarine;waffles
614,0.022,citrus fruit;sausage
615,0.015,rolls/buns;sliced cheese
616,0.008,domestic eggs;uht-milk
617,0.014,fruit/vegetable juice;napkins
618,0.009,beverages;soda
619,0.011,chocolate;newspapers
620,0.011,ice cream;soda
621,0.006,cream cheese;sugar
622,0.014,sugar;yogurt
623,0.022,bottled water;shopping bags
624,0.007,pickled vegetables;tropical fruit
625,0.006,brown bread;sliced cheese
626,0.008,pip fruit;uht-milk
627,0.008,frozen vegetables;long life bakery product
628,0.009,curd;frankfurter
629,0.010,chewing gum;whole milk
630,0.014,pastry;waffles
631,0.006,dessert;long life bakery product
632,0.005,herbs;pip fruit
633,0.008,dessert;domestic eggs
634,0.007,chicken;fruit/vegetable juice
635,0.010,sausage;waffles
636,0.021,napkins;root vegetables
637,0.028,beef;rolls/buns
638,0.006,ham;processed cheese
639,0.020,hygiene articles;other vegetables
640,0.008,bottled water;oil
641,0.008,bottled beer;frozen vegetables
642,0.029,margarine;yogurt
643,0.021,butter milk;other vegetables
644,0.005,bottled beer;uht-milk
645,0.009,butter;long life bakery product
646,0.008,potted plants;yogurt
647,0.007,napkins;white bread
648,0.013,potted plants;whole milk
649,0.029,newspapers;soda
650,0.006,cat food;margarine
651,0.017,bottled beer;tropical fruit
652,0.012,hygiene articles;rolls/buns
653,0.005,frozen dessert;root vegetables
654,0.005,napkins;oil
655,0.007,other vegetables;soups
656,0.006,mayonnaise;yogurt
657,0.014,domestic eggs;newspapers
658,0.010,bottled beer;domestic eggs
659,0.009,butter milk;citrus fruit
660,0.010,rolls/buns;salty snack
661,0.006,chocolate;curd
662,0.007,frankfurter;hamburger meat
663,0.008,beef;cream cheese
664,0.039,bottled beer;whole milk
665,0.021,chicken;root vegetables
666,0.006,baking powder;bottled water
667,0.018,chocolate;yogurt
668,0.013,rolls/buns;uht-milk
669,0.017,bottled water;napkins
670,0.010,butter;napkins
671,0.007,cat food;sausage
672,0.009,bottled beer;shopping bags
673,0.008,detergent;yogurt
674,0.010,beef;fruit/vegetable juice
675,0.007,butter milk;sausage
676,0.005,white wine;whole milk
677,0.010,bottled beer;brown bread
678,0.038,sausage;yogurt
679,0.009,misc. beverages;rolls/buns
680,0.019,bottled water;domestic eggs
681,0.009,candy;root vegetables
682,0.011,misc. beverages;other vegetables
683,0.022,pork;rolls/buns
684,0.006,bottled water;herbs
685,0.013,margarine;pastry
686,0.007,cling film/bags;other vegetables
687,0.005,coffee;sliced cheese
688,0.006,domestic eggs;misc. beverages
689,0.011,pastry;salty snack
690,0.014,brown bread;frankfurter
691,0.007,baking powder;root vegetables
692,0.006,cat food;whipped/sour cream
693,0.005,potted plants;soda
694,0.023,newspapers;tropical fruit
695,0.010,bottled beer;napkins
696,0.013,other vegetables;pickled vegetables
697,0.009,roll products;whole milk
698,0.007,detergent;tropical fruit
699,0.006,chicken;onions
700,0.016,frozen vegetables;fruit/vegetable juice
701,0.007,frankfurter;salty snack
702,0.009,citrus fruit;long life bakery product
703,0.007,fruit/vegetable juice;onions
704,0.007,mayonnaise;whole milk
705,0.006,pastry;semi-finished bread
706,0.009,hygiene articles;sausage
707,0.019,cream cheese;rolls/buns
708,0.006,butter milk;dessert
709,0.008,chocolate;domestic eggs
710,0.018,detergent;whole milk
711,0.008,newspapers;waffles
712,0.011,ice cream;whole milk
713,0.009,chewing gum;soda
714,0.007,ice cream;yogurt
715,0.014,newspapers;shopping bags
716,0.010,onions;whipped/sour cream
717,0.051,newspapers;whole milk
718,0.020,margarine;soda
719,0.048,shopping bags;soda
720,0.011,meat;soda
721,0.030,newspapers;yogurt
722,0.013,coffee;pip fruit
723,0.008,pickled vegetables;soda
724,0.008,cat food;rolls/buns
725,0.007,napkins;onions
726,0.007,sausage;uht-milk
727,0.006,detergent;frozen vegetables
728,0.012,citrus fruit;cream cheese
729,0.014,berries;soda
730,0.005,baking powder;frozen vegetables
731,0.007,pastry;uht-milk
732,0.007,coffee;curd
733,0.008,canned beer;newspapers
734,0.007,grapes;sausage
735,0.022,other vegetables;sugar
736,0.010,ham;sausage
737,0.011,chocolate;waffles
738,0.007,fruit/vegetable juice;oil
739,0.009,processed cheese;rolls/buns
740,0.009,hard cheese;whipped/sour cream
741,0.008,frozen dessert;whole milk
742,0.008,ice cream;tropical fruit
743,0.032,bottled water;root vegetables
744,0.007,onions;sausage
745,0.008,rolls/buns;spread cheese
746,0.008,baking powder;tropical fruit
747,0.008,bottled water;butter milk
748,0.007,baking powder;domestic eggs
749,0.008,hygiene articles;whipped/sour cream
750,0.012,bottled water;onions
751,0.006,beef;white bread
752,0.006,canned vegetables;soda
753,0.007,long life bakery product;salty snack
754,0.015,other vegetables;soft cheese
755,0.016,chocolate;tropical fruit
756,0.028,bottled beer;bottled water
757,0.012,dessert;root vegetables
758,0.010,frozen vegetables;margarine
759,0.007,spread cheese;yogurt
760,0.007,frankfurter;uht-milk
761,0.020,dessert;soda
762,0.019,baking powder;whole milk
763,0.005,frozen dessert;tropical fruit
764,0.052,bottled water;soda
765,0.057,citrus fruit;other vegetables
766,0.006,ice cream;shopping bags
767,0.013,root vegetables;sugar
768,0.019,grapes;other vegetables
769,0.007,domestic eggs;sliced cheese
770,0.006,cream cheese;pork
771,0.009,ham;whipped/sour cream
772,0.015,frankfurter;pip fruit
773,0.008,long life bakery product;waffles
774,0.012,fruit/vegetable juice;long life bakery product
775,0.008,flower (seeds);other vegetables
776,0.008,canned beer;coffee
777,0.005,chocolate;frozen vegetables
778,0.019,bottled beer;root vegetables
779,0.005,canned beer;chocolate
780,0.017,pork;whipped/sour cream
781,0.010,hard cheese;sausage
782,0.007,packaged fruit/vegetables;root vegetables
783,0.005,pip fruit;semi-finished bread
784,0.005,detergent;pip fruit
785,0.110,whole milk;yogurt
786,0.021,citrus fruit;fruit/vegetable juice
787,0.008,pickled vegetables;root vegetables
788,0.011,long life bakery product;shopping bags
789,0.008,butter milk;whipped/sour cream
790,0.005,brown bread;ham
791,0.007,root vegetables;soft cheese
792,0.015,butter milk;rolls/buns
793,0.006,brown bread;sugar
794,0.021,pastry;pip fruit
795,0.013,ham;rolls/buns
796,0.018,long life bakery product;yogurt
797,0.034,chocolate;whole milk
798,0.011,cake bar;whole milk
799,0.005,salty snack;sugar
800,0.007,candy;pastry
801,0.009,coffee;newspapers
802,0.018,butter;soda
803,0.005,bottled beer;hygiene articles
804,0.007,chocolate;salty snack
805,0.036,frozen vegetables;other vegetables
806,0.007,bottled water;specialty chocolate
807,0.011,curd;dessert
808,0.008,cat food;citrus fruit
809,0.009,curd;pork
810,0.005,bottled beer;frozen meals
811,0.008,brown bread;meat
812,0.013,long life bakery product;tropical fruit
813,0.011,brown bread;butter
814,0.016,chocolate;shopping bags
815,0.008,butter;onions
816,0.011,other vegetables;processed cheese
817,0.006,cake bar;shopping bags
818,0.022,margarine;root vegetables
819,0.009,citrus fruit;white bread
820,0.013,pork;sausage
821,0.007,sweet spreads;whole milk
822,0.005,butter;herbs
823,0.007,dessert;napkins
824,0.027,long life bakery product;whole milk
825,0.012,hard cheese;rolls/buns
826,0.006,kitchen towels;whole milk
827,0.006,flour;soda
828,0.032,bottled beer;other vegetables
829,0.005,napkins;specialty chocolate
830,0.006,dishes;rolls/buns
831,0.006,frozen vegetables;hygiene articles
832,0.043,fruit/vegetable juice;other vegetables
833,0.024,canned beer;soda
834,0.023,bottled water;sausage
835,0.011,candy;yogurt
836,0.026,pip fruit;soda
837,0.008,semi-finished bread;soda
838,0.009,bottled beer;pastry
839,0.010,mustard;whole milk
840,0.008,pip fruit;sliced cheese
841,0.006,coffee;waffles
842,0.039,beef;other vegetables
843,0.011,other vegetables;specialty bar
844,0.011,dessert;pastry
845,0.027,shopping bags;tropical fruit
846,0.011,soda;specialty bar
847,0.009,bottled beer;coffee
848,0.020,curd;rolls/buns
849,0.007,cream cheese;dessert
850,0.015,frozen vegetables;pip fruit
851,0.021,butter;whipped/sour cream
852,0.010,citrus fruit;oil
853,0.008,salt;whole milk
854,0.009,fruit/vegetable juice;sliced cheese
855,0.006,chocolate;oil
856,0.009,oil;whipped/sour cream
857,0.007,baking powder;sugar
858,0.007,butter milk;cream cheese
859,0.009,butter;hygiene articles
860,0.030,bottled beer;soda
861,0.035,fruit/vegetable juice;soda
862,0.026,hygiene articles;whole milk
863,0.007,processed cheese;sausage
864,0.017,chicken;soda
865,0.006,butter;candy
866,0.012,hard cheese;root vegetables
867,0.017,beef;soda
868,0.149,other vegetables;whole milk
869,0.006,dog food;whole milk
870,0.007,beef;cat food
871,0.010,sugar;whipped/sour cream
872,0.006,roll products;root vegetables
873,0.011,frankfurter;fruit/vegetable juice
874,0.011,margarine;sugar
875,0.010,brown bread;dessert
