id,basket
38,root vegetables;whole milk;frozen vegetables;domestic eggs;rolls/buns;oil;margarine;canned vegetables;fruit/vegetable juice;bathroom cleaner
39,root vegetables;onions;hard cheese;frozen vegetables
40,herbs;condensed milk;frozen vegetables;salt;oil;white wine;candles
41,sausage;root vegetables;onions;yogurt;rolls/buns;brandy;detergent
42,citrus fruit;butter milk;yogurt;cream cheese
43,pork;hamburger meat;citrus fruit;berries;onions;whipped/sour cream;rice;coffee;chocolate
44,sausage;sliced cheese;rolls/buns;brown bread;fruit/vegetable juice;canned beer;red/blush wine;waffles;shopping bags
45,chicken;hamburger meat;citrus fruit;tropical fruit;root vegetables;other vegetables;butter;pasta;oil;detergent
46,sausage;pork;grapes;whole milk;rolls/buns;pastry;soda;specialty bar;bathroom cleaner
47,sausage;whole milk;yogurt;coffee;fruit/vegetable juice;bottled beer;softener;napkins;photo/film;shopping bags
48,beef;citrus fruit;berries;root vegetables;brown bread;detergent
49,whole milk;whipped/sour cream;rolls/buns;soda;waffles;candy;cling film/bags
50,frankfurter;sausage;root vegetables;other vegetables;rolls/buns;oil;pickled vegetables;bottled beer;chewing gum;dishes
51,whole milk;dessert;frozen vegetables;rolls/buns;margarine;bottled water;red/blush wine;newspapers
52,citrus fruit;berries;UHT-milk;processed cheese
53,hamburger meat;whole milk;frozen vegetables;rolls/buns;bottled beer;sparkling wine
54,hamburger meat;other vegetables;whole milk;frozen vegetables;domestic eggs;soda;dishes
55,fish;other vegetables;pastry;margarine;coffee;long life bakery product;male cosmetics;shopping bags
56,frankfurter;sausage;long life bakery product;waffles
57,packaged fruit/vegetables;dessert;semi-finished bread;canned beer
58,frankfurter;sausage;citrus fruit;tropical fruit;pip fruit;whole milk;hard cheese;cream cheese;domestic eggs;rice;sugar;canned fruit;misc. beverages;fruit/vegetable juice;hygiene articles
59,whole milk;yogurt;beverages;brown bread;shopping bags
60,frankfurter;sausage;whole milk;rolls/buns;margarine
61,citrus fruit;butter;cream cheese;white bread;oil;margarine;newspapers
62,frankfurter;ham;pip fruit;other vegetables;whole milk;soft cheese;frozen vegetables;rolls/buns;sugar;baking powder
63,butter milk;yogurt;honey;soda;detergent
64,hamburger meat;citrus fruit;onions;rolls/buns;bottled water;dental care
65,other vegetables;whole milk;meat spreads;cake bar;chocolate;shopping bags
66,sausage;pork;citrus fruit;dessert;white bread;dishes;candles
67,grapes;other vegetables;curd;dessert;yogurt;napkins
68,root vegetables;other vegetables;whole milk;yogurt;beverages;soft cheese;frozen vegetables;fruit/vegetable juice;bottled beer
69,whole milk;rolls/buns;sugar;bottled water;soda
70,tropical fruit;other vegetables;packaged fruit/vegetables;whole milk;snack products
71,beef;herbs;flour;cling film/bags;flower soil/fertilizer
72,whole milk;butter;dessert;rolls/buns
73,finished products;other vegetables;frozen vegetables;bottled beer
74,ham;tropical fruit;other vegetables;whole milk;white bread;brown bread;fruit/vegetable juice;bottled beer
75,curd;butter milk;cocoa drinks;salty snack;popcorn
76,curd;dessert;soda;salty snack;waffles;cake bar;chocolate;shopping bags
77,whole milk;cream cheese;cereals;dog food
78,other vegetables;bottled water;waffles;dishes;shopping bags
79,soda;bottled beer;white wine;prosecco
80,frankfurter;ham;tropical fruit;pip fruit;root vegetables;other vegetables;whole milk;butter;curd;yogurt;whipped/sour cream;soft cheese;sliced cheese;cream cheese;frozen meals;frozen fish;domestic eggs;white bread;sugar;cereals;fruit/vegetable juice;bottled beer;waffles
81,curd;cream cheese;semi-finished bread;zwieback;cake bar;specialty bar;shopping bags
82,frankfurter;tropical fruit;whole milk;spread cheese;margarine;shopping bags
83,curd;salt;liquor (appetizer);detergent;shopping bags
84,beef;berries;root vegetables;whole milk;dessert;spread cheese;brown bread
85,pork;beef;pip fruit;herbs;spices
86,frankfurter;citrus fruit;UHT-milk;margarine;sugar
87,pork;root vegetables;other vegetables;whole milk;dishes
88,butter;yogurt;bottled water;soda;make up remover;hygiene articles
89,condensed milk;sugar;coffee;shopping bags
90,sausage;other vegetables;yogurt;soda;shopping bags
91,whole milk;beverages;UHT-milk;soda
92,sausage;pork;beef;whole milk;rolls/buns;margarine
93,sausage;soda;newspapers;shopping bags
94,sausage;beef;citrus fruit;other vegetables;whole milk;butter milk;whipped/sour cream;beverages;hard cheese;rolls/buns;dish cleaner;cookware
95,sausage;sliced cheese;rolls/buns;soda;canned beer;shopping bags
96,meat;curd;bottled beer;cake bar
97,frankfurter;meat;tropical fruit;onions;oil;baking powder;tea;cling film/bags
98,tropical fruit;berries;root vegetables;other vegetables;bottled water;shopping bags
99,meat;citrus fruit;other vegetables;curd;dessert;butter milk;beverages;cream cheese;rolls/buns;brown bread;tea;bottled water
100,sausage;beef;beverages;sliced cheese;rolls/buns;spices;house keeping products;flower (seeds)
101,frankfurter;sausage;root vegetables;butter;curd;sliced cheese;rolls/buns;salty snack;long life bakery product
102,meat;other vegetables;butter;rolls/buns
103,root vegetables;beverages;Instant food products;pickled vegetables;detergent
104,root vegetables;herbs;other vegetables;whole milk;sliced cheese;rolls/buns
105,whole milk;whipped/sour cream;semi-finished bread;margarine
106,citrus fruit;whole milk;curd;dessert;yogurt;whipped/sour cream;frozen dessert;rolls/buns;salt;sugar;cereals;canned vegetables;canned fish;skin care;hygiene articles;napkins
107,citrus fruit;curd;pastry;margarine;sugar;candy;newspapers
108,other vegetables;whole milk;bottled water;soda;misc. beverages;bottled beer;red/blush wine;napkins
109,sausage;oil;hygiene articles;napkins
110,frankfurter;beef;hamburger meat;grapes;root vegetables;whole milk;butter;frozen dessert;potato products;bottled water;bottled beer
111,hard cheese;rolls/buns;bottled water;newspapers
112,cream cheese;rolls/buns;soda;chocolate
113,turkey;beef;frozen vegetables;dishes;photo/film
114,pork;other vegetables;whipped/sour cream;rolls/buns;soda;shopping bags
115,sausage;pip fruit;whole milk;curd;yogurt;sliced cheese;rolls/buns;bottled water;hygiene articles
116,sausage;citrus fruit;tropical fruit;other vegetables;whole milk;yogurt;rolls/buns;bottled water;soda;chocolate;newspapers
117,root vegetables;whole milk;pet care;detergent
118,pork;berries;root vegetables;other vegetables;pastry;specialty bar
119,frankfurter;sausage;butter;whipped/sour cream;rolls/buns;margarine;spices
120,tropical fruit;pip fruit;onions;other vegetables;whole milk;domestic eggs;sugar;soups;tea;soda;hygiene articles;napkins
121,meat;citrus fruit;berries;root vegetables;whole milk;soda
122,frankfurter;rolls/buns;bottled water;fruit/vegetable juice;hygiene articles
123,tropical fruit;root vegetables;herbs;whole milk;butter milk;whipped/sour cream;flour;hygiene articles
124,citrus fruit;pip fruit;root vegetables;other vegetables;whole milk;cream cheese;domestic eggs;brown bread;margarine;baking powder;waffles
125,hamburger meat;other vegetables;whole milk;curd;yogurt;rolls/buns;pastry;semi-finished bread;margarine;bottled water;fruit/vegetable juice
126,chicken;pip fruit;other vegetables;whole milk;dessert;yogurt;whipped/sour cream;rolls/buns;pasta;soda;waffles
127,chicken;citrus fruit;tropical fruit;root vegetables;whole milk;frozen fish;rolls/buns
128,frankfurter;citrus fruit;onions;other vegetables;whole milk;rolls/buns;sugar;soda
129,turkey;pip fruit;salad dressing;pastry
130,packaged fruit/vegetables;whole milk;curd;yogurt;domestic eggs;brown bread;mustard;pickled vegetables;bottled water;misc. beverages
131,sausage;whole milk;yogurt;rolls/buns;brown bread;potted plants
132,whole milk;frozen meals;pastry;fruit/vegetable juice;waffles
133,citrus fruit;other vegetables;rolls/buns;salty snack;shopping bags
134,chicken;other vegetables;whole milk;vinegar;oil;bottled water;canned beer;napkins;newspapers
135,hamburger meat;root vegetables;other vegetables;whole milk;yogurt;whipped/sour cream;specialty cheese;flour;margarine
136,sausage;pork;other vegetables;dessert;yogurt;oil;soda
137,beef;berries;root vegetables;whole milk;whipped/sour cream;abrasive cleaner
138,citrus fruit;packaged fruit/vegetables;yogurt;bottled water
139,beef;citrus fruit;other vegetables;yogurt
140,frankfurter;beef;root vegetables;curd;dessert;yogurt;soft cheese;rolls/buns;mustard;pickled vegetables;canned beer;hygiene articles;napkins
141,onions;soda;chewing gum;chocolate;newspapers
142,tropical fruit;packaged fruit/vegetables;cream cheese;white bread;candy
143,beef;white bread;pastry;pasta;soap
144,sausage;chicken;tropical fruit;root vegetables;whole milk;yogurt;candy;abrasive cleaner;cleaner
145,chicken;whole milk;spices;long life bakery product;shopping bags
146,pork;citrus fruit;brown bread;pastry;sugar;cat food
147,other vegetables;yogurt;brown bread;instant coffee
148,sausage;citrus fruit;yogurt;coffee;soda;canned beer;dishes
149,frankfurter;other vegetables;yogurt;brown bread;bottled water
150,berries;root vegetables;other vegetables;curd;butter milk;cream cheese;roll products;margarine;misc. beverages;specialty chocolate;detergent
151,tropical fruit;yogurt;rolls/buns;soda;shopping bags
152,ham;other vegetables;whipped/sour cream;hard cheese;rolls/buns;soda;misc. beverages;chocolate;candy
153,yogurt;mayonnaise;rolls/buns;soda;napkins
154,sausage;meat;hamburger meat;rubbing alcohol
155,citrus fruit;pip fruit;beverages;hard cheese;pet care;soda;fruit/vegetable juice;waffles
156,frankfurter;other vegetables;whole milk;curd;frozen potato products;zwieback;specialty bar;dish cleaner
157,sausage;citrus fruit;whole milk;canned beer
158,curd;beverages;cream cheese;rolls/buns;pastry;soda;cake bar;chewing gum
159,root vegetables;whole milk;butter;processed cheese;mayonnaise;salty snack
160,tropical fruit;whole milk;frozen meals;bottled beer
161,berries;whipped/sour cream;cereals;waffles;shopping bags
162,root vegetables;domestic eggs;margarine;chocolate marshmallow;candy
163,citrus fruit;whole milk;curd;soft cheese
164,frankfurter;sausage;pork;pip fruit;butter;processed cheese;white bread;brown bread
165,tropical fruit;root vegetables;whole milk;whipped/sour cream;domestic eggs
166,frankfurter;sausage;root vegetables;yogurt;whipped/sour cream;pastry;napkins
167,berries;root vegetables;other vegetables;packaged fruit/vegetables;whole milk;curd;curd cheese;cat food;specialty bar;detergent
168,rolls/buns;brown bread;pastry;coffee;bottled beer
169,root vegetables;packaged fruit/vegetables;curd;dessert;frozen vegetables;specialty fat;coffee
170,other vegetables;butter milk;frozen meals;bottled water
171,ham;citrus fruit;whole milk;whipped/sour cream;rolls/buns;pastry;waffles;hygiene articles
172,whole milk;frozen dessert;salty snack;napkins
173,tropical fruit;butter milk;rolls/buns;bottled water
174,onions;butter;whipped/sour cream;hard cheese;frozen vegetables;pasta;specialty fat;syrup;candy;napkins;cling film/bags
175,hamburger meat;hard cheese;frozen meals;pasta;dog food;salty snack;shopping bags
176,sausage;liver loaf;other vegetables;cream cheese;pastry;soap;shopping bags
177,sausage;tropical fruit;condensed milk;rolls/buns
178,onions;whole milk;beverages;frozen dessert
179,yogurt;rolls/buns;pastry;bottled water;soda;shopping bags
180,domestic eggs;rolls/buns;dish cleaner;hygiene articles
181,meat;other vegetables;whole milk;whipped/sour cream
182,dish cleaner;bathroom cleaner;hygiene articles;napkins
183,whole milk;butter milk;yogurt;sliced cheese;rolls/buns;sweet spreads;coffee;fruit/vegetable juice;long life bakery product;shopping bags
184,other vegetables;whole milk;rolls/buns;Instant food products
185,baking powder;bottled water;salty snack;chewing gum
186,other vegetables;whole milk;rolls/buns;margarine;bottled water;bottled beer
187,citrus fruit;tropical fruit;onions;other vegetables;shopping bags
188,sausage;ham;hamburger meat;whole milk;soda;softener;newspapers
189,domestic eggs;rolls/buns;specialty bar;napkins
190,pork;citrus fruit;tropical fruit;root vegetables;other vegetables;curd;hygiene articles
191,specialty cheese;frozen vegetables;coffee;soda;fruit/vegetable juice;salty snack
192,pork;citrus fruit;pip fruit;yogurt;fruit/vegetable juice;sparkling wine
193,beef;berries;whipped/sour cream;domestic eggs;rolls/buns
194,chicken;yogurt;sliced cheese;rolls/buns;chewing gum;dishes
195,root vegetables;pastry;bottled water;male cosmetics
196,berries;pet care;cake bar;shopping bags
197,citrus fruit;tropical fruit;root vegetables;yogurt;canned vegetables;bottled water;soda;softener
198,whole milk;oil;canned fruit;fruit/vegetable juice
199,citrus fruit;UHT-milk;cream cheese;frozen vegetables
200,onions;other vegetables;pastry;bottled water;soda;napkins
201,dessert;oil;cat food;soda
202,beef;other vegetables;whole milk;frozen potato products;rolls/buns;oil;margarine;coffee;dental care;hygiene articles;newspapers
203,rolls/buns;zwieback;bottled water;misc. beverages;bottled beer;canned beer;brandy
204,beef;tropical fruit;root vegetables;onions;other vegetables;instant coffee;soda
205,pork;beef;hamburger meat;other vegetables;whole milk;frozen vegetables;rolls/buns;margarine;shopping bags
206,soda;canned beer;liquor (appetizer);hygiene articles;napkins;newspapers
207,sausage;ham;other vegetables;ice cream;white bread
208,beef;root vegetables;other vegetables;rolls/buns;sugar
209,whole milk;butter;bottled water;bottled beer
210,pork;ice cream;hygiene articles;house keeping products
211,berries;packaged fruit/vegetables;whole milk;ice cream;fruit/vegetable juice;salty snack;specialty bar
212,sausage;other vegetables;curd;yogurt;whipped/sour cream;frozen vegetables;rolls/buns;roll products
213,tropical fruit;other vegetables;packaged fruit/vegetables;whole milk;hard cheese;frozen dessert;rice;bottled water
214,frankfurter;rolls/buns;pastry;snack products;specialty bar
215,frankfurter;sausage;liver loaf;root vegetables;curd;frozen vegetables;rolls/buns;semi-finished bread;hygiene articles;photo/film
216,frankfurter;root vegetables;pickled vegetables;soda;seasonal products
217,pork;onions;whole milk;butter;rolls/buns;pastry;rum;hygiene articles
218,other vegetables;whipped/sour cream;specialty cheese;domestic eggs
219,hamburger meat;whole milk;curd;pasta;canned beer
220,whole milk;cream cheese;soda;fruit/vegetable juice
221,ham;pip fruit;whole milk;curd;dessert;butter milk;whipped/sour cream;sliced cheese;cream cheese;white bread;coffee;long life bakery product;chocolate;baby cosmetics
222,sausage;turkey;beef;root vegetables;domestic eggs;rolls/buns;flour;rice;organic products;misc. beverages;napkins
223,meat;other vegetables;hard cheese;frozen meals;bottled water;soda
224,other vegetables;packaged fruit/vegetables;UHT-milk;bottled water
225,brown bread;soda;salty snack;shopping bags
226,pork;other vegetables;frozen vegetables;hygiene articles
227,tropical fruit;pip fruit;rolls/buns;coffee;fruit/vegetable juice;candy
228,root vegetables;cream cheese;spread cheese;frozen dessert;white bread;bottled water;soda;misc. beverages;fruit/vegetable juice;bottled beer
229,tropical fruit;other vegetables;yogurt;bottled water;male cosmetics
230,tropical fruit;root vegetables;coffee;bottled water;red/blush wine;candy;house keeping products;shopping bags
231,coffee;detergent;hygiene articles;photo/film
232,pork;beef;berries;packaged fruit/vegetables;whole milk;mayonnaise;frozen fish;frozen potato products;oil;mustard;cat food;coffee;soda;chocolate;dish cleaner;napkins;newspapers
233,citrus fruit;berries;other vegetables;butter milk;sugar;fruit/vegetable juice;hygiene articles
234,hamburger meat;root vegetables;other vegetables;whole milk;rolls/buns
235,whole milk;yogurt;frozen potato products;margarine;bottled water;fruit/vegetable juice;salty snack
236,citrus fruit;spread cheese;rolls/buns;soda
237,tropical fruit;whole milk;beverages;white bread;pasta;shopping bags
238,white bread;bottled water;soda;waffles
239,tropical fruit;root vegetables;whole milk;frozen vegetables;honey;baking powder;coffee;red/blush wine;chocolate marshmallow
240,pork;pip fruit;whole milk;butter milk
241,frankfurter;tropical fruit;pip fruit;curd;UHT-milk;hard cheese;domestic eggs;rolls/buns;hygiene articles;napkins;shopping bags
242,sausage;whole milk;yogurt;brown bread;cereals;bottled water;soda
243,pip fruit;whole milk;curd;pastry;bottled water
244,rolls/buns;soda;snack products;newspapers
245,other vegetables;curd;frozen meals;frozen potato products;soda;bottled beer;kitchen towels;candles
246,curd;whipped/sour cream;rolls/buns;zwieback;spices
247,other vegetables;whole milk;yogurt;domestic eggs;bottled water;soda
248,beef;tropical fruit;herbs;whole milk;curd;yogurt;whipped/sour cream;sliced cheese
249,rolls/buns;coffee;long life bakery product;detergent;shopping bags
250,pip fruit;whole milk;bottled water;candy
251,frozen vegetables;bottled beer;liquor (appetizer);chewing gum;napkins;newspapers
252,hamburger meat;root vegetables;other vegetables;domestic eggs;roll products;oil;margarine;hygiene articles
253,root vegetables;other vegetables;whole milk;yogurt;fruit/vegetable juice;white wine
254,pip fruit;whole milk;curd;rum
255,grapes;root vegetables;frozen vegetables;domestic eggs;white wine
256,root vegetables;packaged fruit/vegetables;butter;whipped/sour cream;rolls/buns
257,citrus fruit;frozen vegetables;rolls/buns;canned beer;salty snack
258,frankfurter;whole milk;rolls/buns;margarine;baking powder;bottled beer
259,pork;tropical fruit;whole milk;curd;yogurt;hard cheese;frozen meals;frozen dessert;domestic eggs;cereals;baking powder;fruit/vegetable juice;soap
260,citrus fruit;tropical fruit;berries;root vegetables;other vegetables;whole milk;butter;bottled water;rubbing alcohol;hygiene articles;napkins
261,whole milk;processed cheese;brown bread;pastry;soda
262,frankfurter;sausage;tropical fruit;root vegetables;whole milk;yogurt;rolls/buns;pastry;candy
263,pork;pip fruit;other vegetables;whole milk;curd;white bread;sugar;bottled water;soda
264,pip fruit;butter;frozen meals;pasta;bottled water
265,beef;hamburger meat;citrus fruit;whole milk;mustard;soap
266,sausage;meat;other vegetables;whole milk;yogurt;rolls/buns;soda;bottled beer;chocolate;newspapers
267,tropical fruit;curd;yogurt;rolls/buns;brown bread;bottled water;bottled beer;seasonal products
268,beef;citrus fruit;curd;rolls/buns;oil;margarine;specialty bar;detergent;newspapers
269,meat;pork;beef;citrus fruit;root vegetables;other vegetables;whole milk;pickled vegetables
270,meat;hamburger meat;root vegetables;packaged fruit/vegetables;whole milk;butter;newspapers
271,bottled water;soda;red/blush wine;long life bakery product;newspapers
272,pork;whole milk;pastry;sauces
273,pip fruit;sliced cheese;pastry;white wine;light bulbs;newspapers
274,beef;citrus fruit;tropical fruit;yogurt;UHT-milk;frozen vegetables;rolls/buns;bottled water;skin care
275,beef;citrus fruit;berries;brown bread;sugar;coffee;kitchen towels
276,citrus fruit;tropical fruit;herbs;whole milk;butter;curd;whipped/sour cream;frozen vegetables;canned vegetables;misc. beverages
277,meat;beef;herbs;whole milk;frozen dessert;rolls/buns;semi-finished bread;flour;oil;coffee;potted plants
278,beef;citrus fruit;other vegetables;rolls/buns
279,ham;whole milk;white bread;margarine;hair spray
280,hamburger meat;whole milk;oil;ketchup;soups;Instant food products;canned fish;coffee;bottled beer;hygiene articles;newspapers
281,beef;citrus fruit;other vegetables;butter milk;sliced cheese;processed cheese;rolls/buns;margarine;bottled water;fruit/vegetable juice
282,beef;citrus fruit;whole milk;domestic eggs;rolls/buns;pastry;roll products;tea;fruit/vegetable juice
283,citrus fruit;tropical fruit;grapes;other vegetables;frozen vegetables;pickled vegetables;fruit/vegetable juice;liquor;rum;liquor (appetizer);candy;cling film/bags
284,tropical fruit;root vegetables;other vegetables;whipped/sour cream;brown bread;canned fish;long life bakery product
285,beef;other vegetables;whole milk;brown bread;pastry;salty snack;abrasive cleaner;shopping bags
286,other vegetables;rolls/buns;meat spreads;bottled water;soda;misc. beverages;waffles;chocolate;candy
287,hamburger meat;other vegetables;yogurt;rolls/buns;bottled water
288,hamburger meat;citrus fruit;root vegetables;rolls/buns;Instant food products;canned fish;bottled water;soda;fruit/vegetable juice;napkins
289,frankfurter;sausage;domestic eggs;soda;chewing gum;shopping bags
290,tropical fruit;domestic eggs;rolls/buns;pastry
291,frankfurter;root vegetables;onions;other vegetables;white bread;canned beer
292,chicken;hamburger meat;herbs;whipped/sour cream;soups;soda;canned beer;dish cleaner;napkins;cling film/bags
293,citrus fruit;other vegetables;whole milk;curd;yogurt;potato products;fruit/vegetable juice;long life bakery product
294,frankfurter;citrus fruit;butter milk;UHT-milk;rolls/buns;female sanitary products;shopping bags
295,ham;other vegetables;butter;whipped/sour cream;sugar;soda
296,frankfurter;citrus fruit;bottled beer;salty snack
297,sausage;onions;curd;yogurt;domestic eggs;coffee
298,whole milk;domestic eggs;rolls/buns;soda
299,sausage;root vegetables;other vegetables;rolls/buns;soda
300,curd;butter milk;yogurt;beverages
301,frankfurter;hamburger meat;whole milk;rolls/buns;potato products;mustard;coffee;waffles;chocolate marshmallow;soap;newspapers
302,sausage;meat;tropical fruit;pip fruit;pastry;sugar;coffee;candles;potted plants
303,pork;whole milk;whipped/sour cream;beverages
304,whole milk;sliced cheese;margarine;cat food;detergent;dishes;shopping bags
305,frankfurter;ham;whole milk;yogurt;rolls/buns;pastry;vinegar;sugar;soda;fruit/vegetable juice;napkins
306,beef;whole milk;brown bread;specialty chocolate;newspapers
307,pip fruit;other vegetables;butter milk;cream cheese;rolls/buns
308,sausage;whole milk;rolls/buns;coffee;chocolate
309,root vegetables;other vegetables;whole milk;sliced cheese;frozen vegetables;frozen fish;frozen dessert;chocolate
310,yogurt;salt;jam;sparkling wine;cleaner
311,tropical fruit;curd;sliced cheese;rolls/buns;soda
312,curd;UHT-milk;artif. sweetener;dental care
313,beef;berries;onions;rolls/buns
314,whole milk;brown bread;pasta;margarine;bottled water;napkins;newspapers
315,pork;UHT-milk;bottled water;soda;canned beer
316,other vegetables;curd;yogurt;curd cheese;margarine;cleaner;hygiene articles
317,rolls/buns;soda;fruit/vegetable juice;canned beer;white wine;long life bakery product;shopping bags
318,frankfurter;pip fruit;whole milk;rolls/buns;roll products
319,yogurt;hygiene articles;newspapers;shopping bags
320,whole milk;curd;sliced cheese;cat food;coffee
321,rolls/buns;soda;snack products;shopping bags
322,whole milk;pastry;bottled water;hygiene articles
323,chicken;onions;other vegetables;whole milk;brown bread;white wine;red/blush wine
324,tropical fruit;onions;whole milk;butter;dishes
325,sausage;turkey;other vegetables;yogurt;brown bread;oil;hygiene articles;shopping bags
326,sausage;other vegetables;whole milk;curd;hard cheese;soda;candy;newspapers
327,frankfurter;citrus fruit;pastry;margarine;ready soups;instant coffee;shopping bags
328,UHT-milk;frozen dessert;fruit/vegetable juice;decalcifier;newspapers
329,citrus fruit;curd;yogurt;sliced cheese;rolls/buns;oil;bottled water
330,domestic eggs;rolls/buns;pastry;coffee;candles
331,beef;pip fruit;root vegetables;rolls/buns;margarine
332,spread cheese;rolls/buns;bottled water;newspapers
333,tropical fruit;spread cheese;rolls/buns;soda
334,whole milk;yogurt;bottled beer;white wine;salty snack;napkins
335,meat;beef;other vegetables;whole milk;butter;domestic eggs;rolls/buns
336,onions;whole milk;bottled beer;liquor (appetizer);detergent;dishes
337,frankfurter;grapes;other vegetables;butter milk;UHT-milk;brown bread;margarine;organic products;bottled water;soda
338,chicken;onions;herbs;hygiene articles
339,sausage;root vegetables;other vegetables;whole milk;bottled beer;seasonal products
340,tropical fruit;whole milk;curd;yogurt;whipped/sour cream
341,frankfurter;rolls/buns;soda;abrasive cleaner;newspapers;flower (seeds)
342,beef;tropical fruit;root vegetables;yogurt
343,tropical fruit;pastry;flour;rum
344,sausage;rolls/buns;soda;canned beer;shopping bags
345,berries;other vegetables;whole milk;whipped/sour cream
346,pork;tropical fruit;rolls/buns;semi-finished bread;bottled beer;newspapers
347,frankfurter;chicken;pork;citrus fruit;other vegetables;whole milk;butter milk;whipped/sour cream;cream cheese;frozen dessert;domestic eggs;rolls/buns;sugar;baking powder
348,pork;beef;whole milk;domestic eggs;bottled water;bottled beer;hygiene articles
349,frankfurter;pork;citrus fruit;root vegetables;onions;other vegetables;packaged fruit/vegetables;cat food;bottled water
350,chicken;other vegetables;packaged fruit/vegetables;condensed milk;frozen vegetables;fruit/vegetable juice
351,pork;root vegetables;whole milk;whipped/sour cream
352,grapes;other vegetables;zwieback;Instant food products;dishes
353,frankfurter;citrus fruit;whipped/sour cream;cream cheese;rolls/buns;baking powder;seasonal products;napkins
354,finished products;root vegetables;packaged fruit/vegetables;yogurt;specialty cheese;frozen vegetables;ice cream;soda;bottled beer
355,other vegetables;cream cheese;tea;chocolate;chocolate marshmallow
356,ham;turkey;beef;other vegetables;whole milk;potted plants
357,other vegetables;whole milk;margarine;bottled beer
358,ham;chicken;citrus fruit;berries;onions;whole milk;curd;yogurt;frozen vegetables;rolls/buns;margarine;soda;liquor (appetizer);cake bar;candy;seasonal products;skin care
359,packaged fruit/vegetables;whole milk;dessert;yogurt;UHT-milk;margarine;bottled water;long life bakery product
360,meat;rolls/buns;soda;specialty bar
361,chicken;UHT-milk;rolls/buns;coffee;long life bakery product;house keeping products
362,root vegetables;other vegetables;soda;shopping bags
363,frankfurter;hamburger meat;whole milk;domestic eggs;rolls/buns;brown bread;margarine;bottled water;flower (seeds)
364,chicken;grapes;whole milk;whipped/sour cream;mayonnaise
365,citrus fruit;tropical fruit;grapes;yogurt;rolls/buns;margarine;canned fruit;bottled water;soda;misc. beverages;candy;female sanitary products;shopping bags
366,sausage;pork;beef;berries;root vegetables;whole milk;butter;rolls/buns;cat food;bottled water;newspapers
367,root vegetables;onions;other vegetables;packaged fruit/vegetables;whole milk;whipped/sour cream;frozen vegetables;rolls/buns;pasta;soups;baking powder;soda;detergent
368,root vegetables;whole milk;yogurt;rolls/buns
369,root vegetables;whole milk;butter;coffee
370,berries;other vegetables;whipped/sour cream;UHT-milk;bottled water;soda;hygiene articles;newspapers
371,tropical fruit;whole milk;rolls/buns;semi-finished bread;margarine;fruit/vegetable juice;long life bakery product;newspapers
372,frankfurter;pork;beverages;frozen meals;waffles
373,frankfurter;sausage;frozen fish;margarine;specialty bar
374,beef;whole milk;frozen vegetables;brown bread;pastry;coffee
