id,support,pattern
692,0.005,shopping bags;waffles
693,0.002,frozen meals;brown bread
694,0.005,pork;bottled beer
695,0.003,shopping bags;chewing gum
696,0.005,beverages;rolls/buns
697,0.003,frozen vegetables;napkins
698,0.013,chicken;whole milk
699,0.003,chocolate;bottled beer
700,0.003,onions;frankfurter
701,0.001,turkey;pip fruit
702,0.002,yogurt;frozen fish
703,0.008,frozen vegetables;rolls/buns
704,0.001,shopping bags;canned vegetables
705,0.002,long life bakery product;frozen meals
706,0.002,seasonal products;soda
707,0.001,curd;meat
708,0.003,citrus fruit;dessert
709,0.051,rolls/buns;whole milk
710,0.001,salty snack;chicken
711,0.002,condensed milk;whole milk
712,0.020,margarine;whole milk
713,0.003,whipped/sour cream;baking powder
714,0.002,sausage;semi-finished bread
715,0.003,bottled beer;salty snack
716,0.001,soft cheese;chicken
717,0.001,instant coffee;other vegetables
718,0.001,pip fruit;soups
719,0.001,onions;meat
720,0.001,sliced cheese;dessert
721,0.001,chocolate;hamburger meat
722,0.004,sugar;bottled water
723,0.002,instant food products;whole milk
724,0.001,bottled beer;detergent
725,0.003,long life bakery product;root vegetables
726,0.001,soft cheese;citrus fruit
727,0.006,citrus fruit;margarine
728,0.001,curd;ham
729,0.002,hamburger meat;frankfurter
730,0.003,beef;sausage
731,0.010,waffles;whole milk
732,0.028,pastry;whole milk
733,0.004,tropical fruit;dessert
734,0.002,cat food;butter
735,0.001,pickled vegetables;oil
736,0.001,canned fish;sausage
737,0.001,curd;grapes
738,0.004,frankfurter;butter
739,0.002,hamburger meat;newspapers
740,0.002,white bread;meat
741,0.001,dental care;whole milk
742,0.002,frozen dessert;soda
743,0.001,curd;cake bar
744,0.001,specialty bar;frankfurter
745,0.002,mayonnaise;root vegetables
746,0.005,pastry;butter
747,0.001,specialty cheese;tropical fruit
748,0.006,pastry;domestic eggs
749,0.001,hygiene articles;cream cheese
750,0.002,frozen potato products;whole milk
751,0.001,candles;soda
752,0.001,flour;oil
753,0.002,domestic eggs;salty snack
754,0.001,white bread;sliced cheese
755,0.001,curd;candy
756,0.002,potted plants;bottled water
757,0.002,baking powder;soda
758,0.002,white bread;beef
759,0.005,dishes;other vegetables
760,0.003,shopping bags;specialty bar
761,0.002,domestic eggs;dessert
762,0.001,pork;specialty bar
763,0.001,curd;roll products
764,0.004,yogurt;salty snack
765,0.013,curd;other vegetables
766,0.017,frankfurter;whole milk
767,0.002,dish cleaner;soda
768,0.005,fruit/vegetable juice;margarine
769,0.001,dishes;coffee
770,0.001,brown bread;hard cheese
771,0.005,bottled beer;red/blush wine
772,0.004,frozen vegetables;sausage
773,0.002,canned vegetables;root vegetables
774,0.002,white bread;coffee
775,0.004,frozen vegetables;citrus fruit
776,0.001,yogurt;cleaner
777,0.004,whipped/sour cream;frankfurter
778,0.001,packaged fruit/vegetables;pastry
779,0.001,beverages;berries
780,0.001,curd;soft cheese
781,0.001,chicken;herbs
782,0.005,frozen vegetables;chicken
783,0.002,canned beer;salty snack
784,0.013,yogurt;curd
785,0.007,shopping bags;domestic eggs
786,0.003,white bread;bottled beer
787,0.003,canned beer;chicken
788,0.002,frozen fish;root vegetables
789,0.001,flour;shopping bags
790,0.002,frozen meals;chocolate
791,0.001,specialty bar;candy
792,0.001,napkins;herbs
793,0.001,salty snack;dessert
794,0.002,pip fruit;salty snack
795,0.005,citrus fruit;chicken
796,0.003,tropical fruit;salty snack
797,0.003,bottled water;berries
798,0.006,pastry;frankfurter
799,0.004,tropical fruit;chicken
800,0.001,hamburger meat;baking powder
801,0.007,beef;citrus fruit
802,0.001,mustard;fruit/vegetable juice
803,0.007,pastry;newspapers
804,0.009,newspapers;root vegetables
805,0.001,misc. beverages;dessert
806,0.002,ice cream;root vegetables
807,0.005,brown bread;bottled beer
808,0.002,flour;tropical fruit
809,0.001,rum;whole milk
810,0.003,cream cheese;coffee
811,0.002,white wine;root vegetables
812,0.001,butter milk;pork
813,0.003,canned fish;rolls/buns
814,0.002,curd;sliced cheese
815,0.002,beef;flour
816,0.001,white bread;candy
817,0.004,white bread;pip fruit
818,0.001,frozen meals;butter
819,0.003,napkins;cream cheese
820,0.003,flour;root vegetables
821,0.003,curd;beef
822,0.002,mustard;root vegetables
823,0.003,uht-milk;cream cheese
824,0.002,brown bread;pickled vegetables
825,0.003,hygiene articles;fruit/vegetable juice
826,0.005,frankfurter;newspapers
827,0.001,dishes;bottled beer
828,0.010,onions;other vegetables
829,0.003,beef;chicken
830,0.003,butter milk;frankfurter
831,0.005,beef;margarine
832,0.002,yogurt;chewing gum
833,0.001,frankfurter;berries
834,0.002,pip fruit;chewing gum
835,0.002,liquor;red/blush wine
836,0.001,yogurt;vinegar
837,0.002,sausage;chewing gum
838,0.003,pork;butter
839,0.003,processed cheese;ham
840,0.014,citrus fruit;rolls/buns
841,0.002,flour;fruit/vegetable juice
842,0.024,whipped/sour cream;whole milk
843,0.004,sausage;salty snack
844,0.003,rolls/buns;semi-finished bread
845,0.039,whole milk;root vegetables
846,0.001,dish cleaner;other vegetables
847,0.002,yogurt;processed cheese
848,0.003,curd;bottled beer
849,0.003,brown bread;coffee
850,0.001,meat spreads;soda
851,0.004,beverages;other vegetables
852,0.004,long life bakery product;pastry
853,0.002,other vegetables;candles
854,0.001,shopping bags;house keeping products
855,0.003,pip fruit;sugar
856,0.002,flower (seeds);rolls/buns
857,0.001,bottled beer;spread cheese
858,0.001,rolls/buns;kitchen towels
859,0.008,curd;whipped/sour cream
860,0.003,pip fruit;hamburger meat
861,0.001,citrus fruit;seasonal products
862,0.001,ham;cream cheese
863,0.002,hygiene articles;sugar
864,0.001,kitchen towels;root vegetables
865,0.012,sugar;whole milk
866,0.005,pork;citrus fruit
867,0.001,yogurt;dog food
868,0.001,newspapers;baking powder
869,0.003,white bread;whipped/sour cream
870,0.002,curd;coffee
871,0.004,shopping bags;specialty chocolate
872,0.004,processed cheese;other vegetables
873,0.005,napkins;fruit/vegetable juice
874,0.003,hard cheese;butter
875,0.004,pork;chicken
876,0.004,yogurt;hamburger meat
877,0.002,mayonnaise;soda
878,0.002,frozen meals;newspapers
879,0.001,yogurt;salt
880,0.002,long life bakery product;pip fruit
881,0.001,spread cheese;root vegetables
882,0.003,other vegetables;ice cream
883,0.001,brown bread;ice cream
884,0.024,sausage;whole milk
885,0.002,frozen meals;citrus fruit
886,0.003,sliced cheese;citrus fruit
887,0.002,flour;pastry
888,0.001,canned beer;sugar
