id,support,pattern
109,0.023,pickled vegetables
110,0.006,cleaner
111,0.007,softener
112,0.060,frozen vegetables
113,0.041,hygiene articles
114,0.090,fruit/vegetable juice
115,0.021,processed cheese
116,0.006,liver loaf
117,0.017,cake bar
118,0.203,soda
119,0.010,rice
120,0.069,coffee
121,0.014,frozen dessert
122,0.221,rolls/buns
123,0.032,meat
124,0.007,spices
125,0.004,nut snack
126,0.042,sugar
127,0.007,sauces
128,0.009,popcorn
129,0.133,bottled water
130,0.012,mayonnaise
131,0.011,candles
132,0.005,male cosmetics
133,0.008,kitchen towels
134,0.010,instant food products
135,0.034,oil
136,0.005,meat spreads
137,0.015,mustard
138,0.028,ice cream
139,0.009,instant coffee
140,0.009,soups
141,0.019,pasta
142,0.023,detergent
143,0.011,chocolate marshmallow
144,0.022,semi-finished bread
145,0.070,butter
146,0.003,newspapers;red/blush wine
147,0.011,brown bread;bottled water
148,0.005,pip fruit;berries
149,0.003,hamburger meat;napkins
150,0.006,butter;coffee
151,0.004,shopping bags;hard cheese
152,0.013,other vegetables;waffles
153,0.003,white wine;sausage
154,0.003,canned fish;pastry
155,0.003,frozen fish;margarine
156,0.005,frankfurter;sugar
157,0.003,domestic eggs;pickled vegetables
158,0.006,beef;pip fruit
159,0.005,sausage;oil
160,0.008,yogurt;cat food
161,0.005,specialty cheese;whole milk
162,0.003,pip fruit;candy
163,0.006,pip fruit;hygiene articles
164,0.004,oil;coffee
165,0.007,yogurt;canned beer
166,0.004,pip fruit;meat
167,0.007,butter milk;tropical fruit
168,0.007,canned fish;other vegetables
169,0.004,waffles;napkins
170,0.008,white bread;rolls/buns
171,0.035,yogurt;soda
172,0.004,ham;bottled water
173,0.010,yogurt;sliced cheese
174,0.004,flour;bottled water
175,0.003,frozen vegetables;sliced cheese
176,0.006,margarine;cream cheese
177,0.005,other vegetables;specialty cheese
178,0.011,frozen vegetables;soda
179,0.006,domestic eggs;coffee
180,0.003,processed cheese;margarine
181,0.003,ice cream;bottled water
182,0.003,white bread;salty snack
183,0.003,yogurt;cake bar
184,0.005,waffles;fruit/vegetable juice
185,0.003,root vegetables;sweet spreads
186,0.003,pickled vegetables;margarine
187,0.007,pastry;sugar
188,0.019,sausage;root vegetables
189,0.004,salty snack;coffee
190,0.004,soft cheese;whipped/sour cream
191,0.006,cat food;tropical fruit
192,0.004,candy;butter
193,0.005,long life bakery product;bottled water
194,0.006,chocolate;whipped/sour cream
195,0.003,frozen vegetables;baking powder
196,0.007,hygiene articles;bottled water
197,0.009,newspapers;margarine
198,0.003,sugar;oil
199,0.003,curd;uht-milk
200,0.003,bottled beer;meat
201,0.025,other vegetables;newspapers
202,0.017,pastry;tropical fruit
203,0.004,fruit/vegetable juice;meat
204,0.056,yogurt;other vegetables
205,0.015,napkins;soda
206,0.003,domestic eggs;grapes
207,0.004,hygiene articles;newspapers
208,0.005,sliced cheese;whipped/sour cream
209,0.032,other vegetables;bottled water
210,0.009,onions;rolls/buns
211,0.003,frozen vegetables;pickled vegetables
212,0.003,sausage;mustard
213,0.005,fruit/vegetable juice;berries
214,0.006,napkins;butter
215,0.006,frozen vegetables;pastry
216,0.004,waffles;cream cheese
217,0.005,hard cheese;tropical fruit
218,0.003,white bread;butter milk
219,0.003,shopping bags;herbs
220,0.005,hamburger meat;fruit/vegetable juice
221,0.003,yogurt;roll products
222,0.006,shopping bags;frozen meals
223,0.003,chicken;meat
224,0.006,beef;berries
225,0.003,canned vegetables;citrus fruit
226,0.006,yogurt;grapes
227,0.009,tropical fruit;hygiene articles
228,0.004,onions;napkins
229,0.003,beef;ham
230,0.004,spread cheese;whole milk
231,0.003,shopping bags;mustard
232,0.007,whipped/sour cream;salty snack
233,0.004,curd;sugar
234,0.008,pip fruit;bottled beer
235,0.003,canned beer;hygiene articles
236,0.004,beef;hygiene articles
237,0.005,yogurt;pickled vegetables
238,0.004,canned beer;frankfurter
239,0.003,uht-milk;butter
240,0.005,newspapers;dessert
241,0.007,shopping bags;cream cheese
242,0.005,shopping bags;onions
243,0.003,brown bread;waffles
244,0.005,domestic eggs;oil
245,0.017,butter;root vegetables
246,0.013,yogurt;coffee
247,0.004,newspapers;salty snack
248,0.009,tropical fruit;berries
249,0.006,yogurt;baking powder
250,0.005,white bread;dessert
251,0.007,onions;citrus fruit
252,0.003,bottled beer;specialty chocolate
253,0.004,potted plants;tropical fruit
254,0.004,tropical fruit;meat
255,0.007,long life bakery product;chocolate
256,0.004,citrus fruit;ham
257,0.005,onions;fruit/vegetable juice
258,0.005,citrus fruit;candy
259,0.004,sugar;cream cheese
260,0.006,oil;soda
261,0.005,white wine;bottled water
262,0.005,brown bread;chicken
263,0.005,cereals;whole milk
264,0.019,yogurt;butter
265,0.004,beverages;fruit/vegetable juice
266,0.004,long life bakery product;chicken
267,0.003,frozen fish;rolls/buns
268,0.003,liquor;soda
269,0.006,beef;frankfurter
270,0.003,roll products;tropical fruit
271,0.003,pip fruit;pasta
272,0.007,tropical fruit;ham
273,0.026,citrus fruit;tropical fruit
274,0.004,sausage;pickled vegetables
275,0.006,white bread;long life bakery product
276,0.009,whipped/sour cream;napkins
277,0.003,chocolate;berries
278,0.011,candy;soda
279,0.009,whipped/sour cream;margarine
280,0.005,cream cheese;butter
281,0.007,other vegetables;semi-finished bread
282,0.005,margarine;oil
283,0.016,domestic eggs;soda
284,0.003,pip fruit;specialty chocolate
285,0.004,canned fish;soda
286,0.039,pip fruit;whole milk
287,0.009,shopping bags;napkins
288,0.005,sliced cheese;pip fruit
289,0.004,chocolate;hygiene articles
290,0.011,hamburger meat;rolls/buns
291,0.006,frozen vegetables;coffee
292,0.009,pip fruit;frankfurter
293,0.005,pickled vegetables;rolls/buns
294,0.010,brown bread;newspapers
295,0.008,napkins;newspapers
296,0.005,shopping bags;butter milk
297,0.006,other vegetables;frozen fish
298,0.009,pickled vegetables;whole milk
299,0.013,curd;tropical fruit
300,0.003,turkey;tropical fruit
301,0.003,yogurt;white wine
302,0.006,frozen meals;pip fruit
303,0.016,shopping bags;root vegetables
304,0.014,shopping bags;fruit/vegetable juice
305,0.003,sausage;ice cream
306,0.006,beef;shopping bags
307,0.005,beef;bottled beer
308,0.009,beef;whipped/sour cream
309,0.006,hygiene articles;butter
310,0.003,shopping bags;liquor
311,0.004,soft cheese;pip fruit
312,0.006,sugar;coffee
313,0.003,bottled beer;ham
314,0.009,sausage;coffee
315,0.011,napkins;bottled water
316,0.003,uht-milk;waffles
317,0.004,uht-milk;sausage
318,0.009,oil;root vegetables
319,0.003,frozen vegetables;oil
320,0.004,bottled water;red/blush wine
321,0.007,bottled beer;frankfurter
322,0.009,yogurt;onions
323,0.004,sausage;grapes
324,0.006,rolls/buns;misc. beverages
325,0.005,pip fruit;ham
326,0.012,waffles;rolls/buns
327,0.010,curd;sausage
328,0.008,whipped/sour cream;cream cheese
329,0.004,whipped/sour cream;herbs
330,0.004,chicken;berries
331,0.003,canned vegetables;rolls/buns
332,0.005,brown bread;chocolate
333,0.004,long life bakery product;newspapers
334,0.003,packaged fruit/vegetables;rolls/buns
335,0.007,whipped/sour cream;onions
336,0.004,ham;butter
337,0.006,white bread;citrus fruit
338,0.004,margarine;salty snack
339,0.008,berries;root vegetables
340,0.012,domestic eggs;butter
341,0.005,chocolate;frankfurter
342,0.004,shopping bags;cake bar
343,0.025,shopping bags;rolls/buns
344,0.010,soft cheese;whole milk
345,0.012,rolls/buns;chicken
346,0.003,frozen vegetables;hard cheese
347,0.022,whipped/sour cream;root vegetables
348,0.003,yogurt;mustard
349,0.006,margarine;coffee
350,0.015,shopping bags;canned beer
351,0.003,processed cheese;frankfurter
352,0.044,bottled water;whole milk
353,0.004,hamburger meat;margarine
354,0.003,salty snack;cream cheese
355,0.012,other vegetables;grapes
356,0.006,citrus fruit;sugar
357,0.003,shopping bags;grapes
358,0.004,hard cheese;ham
359,0.024,whole milk;coffee
360,0.004,pork;meat
361,0.006,grapes;root vegetables
362,0.003,bottled water;pasta
363,0.012,onions;root vegetables
364,0.003,white bread;specialty bar
365,0.009,hygiene articles;soda
366,0.008,bottled water;cream cheese
367,0.004,soft cheese;domestic eggs
368,0.004,soft cheese;tropical fruit
369,0.008,domestic eggs;napkins
370,0.030,shopping bags;other vegetables
371,0.003,citrus fruit;specialty chocolate
372,0.034,fruit/vegetable juice;whole milk
373,0.003,coffee;meat
374,0.003,shopping bags;detergent
375,0.010,beef;pork
376,0.016,yogurt;frozen vegetables
377,0.006,curd;frozen vegetables
378,0.022,white bread;whole milk
379,0.006,white bread;brown bread
380,0.003,fruit/vegetable juice;pasta
381,0.006,frozen fish;whole milk
382,0.004,beverages;root vegetables
383,0.004,yogurt;specialty cheese
384,0.003,pip fruit;specialty bar
385,0.004,frozen vegetables;onions
386,0.010,white bread;fruit/vegetable juice
387,0.008,citrus fruit;frankfurter
388,0.012,other vegetables;canned beer
389,0.003,detergent;butter
390,0.004,chocolate;specialty chocolate
391,0.008,beef;domestic eggs
392,0.007,white bread;domestic eggs
393,0.003,domestic eggs;herbs
394,0.005,waffles;salty snack
395,0.010,uht-milk;other vegetables
396,0.004,processed cheese;fruit/vegetable juice
397,0.003,finished products;other vegetables
398,0.003,hamburger meat;salty snack
399,0.031,sausage;soda
400,0.008,rolls/buns;berries
401,0.035,other vegetables;sausage
402,0.004,canned beer;tropical fruit
403,0.015,frozen vegetables;root vegetables
404,0.005,canned vegetables;whole milk
405,0.009,semi-finished bread;whole milk
406,0.003,curd;semi-finished bread
407,0.003,bottled beer;misc. beverages
408,0.004,candy;coffee
409,0.026,pip fruit;tropical fruit
410,0.033,yogurt;root vegetables
411,0.003,brown bread;grapes
412,0.003,canned beer;dessert
413,0.005,packaged fruit/vegetables;whole milk
414,0.013,citrus fruit;domestic eggs
415,0.003,long life bakery product;sugar
416,0.003,condensed milk;soda
417,0.004,domestic eggs;waffles
418,0.015,shopping bags;pastry
419,0.009,other vegetables;baking powder
420,0.013,shopping bags;citrus fruit
421,0.005,frankfurter;chicken
422,0.005,frozen vegetables;frozen meals
423,0.004,curd;chocolate
424,0.010,long life bakery product;soda
425,0.004,citrus fruit;meat
426,0.004,tropical fruit;specialty bar
427,0.003,tropical fruit;frozen dessert
428,0.004,curd;hamburger meat
429,0.011,canned beer;whole milk
430,0.006,pip fruit;dessert
431,0.003,shopping bags;seasonal products
432,0.003,sausage;cake bar
433,0.003,beverages;citrus fruit
434,0.004,ice cream;newspapers
435,0.005,seasonal products;whole milk
436,0.005,pastry;ham
437,0.003,chocolate;misc. beverages
438,0.006,pastry;hygiene articles
439,0.003,hard cheese;frankfurter
440,0.051,whole milk;soda
441,0.006,whipped/sour cream;dessert
442,0.006,pork;sugar
443,0.029,yogurt;bottled water
444,0.054,tropical fruit;whole milk
445,0.003,condensed milk;rolls/buns
446,0.005,waffles;margarine
447,0.003,chocolate;sugar
448,0.010,yogurt;waffles
449,0.006,pastry;chicken
450,0.007,citrus fruit;hygiene articles
451,0.012,pip fruit;whipped/sour cream
452,0.003,ham;newspapers
453,0.003,pastry;meat
454,0.005,yogurt;ice cream
455,0.004,beverages;pastry
456,0.014,brown bread;sausage
457,0.004,frozen meals;whipped/sour cream
458,0.004,soups;whole milk
459,0.031,rolls/buns;bottled water
460,0.010,herbs;whole milk
461,0.009,beverages;whole milk
462,0.003,specialty chocolate;napkins
463,0.004,salt;root vegetables
464,0.010,whipped/sour cream;pastry
465,0.013,whipped/sour cream;domestic eggs
466,0.005,canned beer;citrus fruit
467,0.004,frankfurter;meat
468,0.003,beef;soft cheese
469,0.003,beef;specialty chocolate
470,0.007,tropical fruit;candy
471,0.014,whipped/sour cream;citrus fruit
472,0.007,shopping bags;margarine
473,0.012,domestic eggs;bottled water
474,0.003,detergent;bottled water
475,0.004,chocolate;ham
476,0.005,pastry;berries
477,0.003,sliced cheese;ham
478,0.003,dish cleaner;rolls/buns
479,0.005,uht-milk;newspapers
480,0.014,brown bread;tropical fruit
481,0.003,chicken;candy
482,0.008,flour;other vegetables
483,0.003,beef;dessert
484,0.006,long life bakery product;butter
485,0.004,dish cleaner;whole milk
486,0.004,beef;sugar
487,0.004,shopping bags;ice cream
488,0.011,sausage;butter
489,0.008,pip fruit;pork
490,0.004,jam;whole milk
491,0.004,long life bakery product;coffee
492,0.007,citrus fruit;berries
493,0.003,canned fish;root vegetables
494,0.003,whipped/sour cream;ice cream
495,0.003,onions;coffee
496,0.008,pork;frankfurter
497,0.018,hamburger meat;other vegetables
498,0.004,detergent;soda
499,0.024,brown bread;other vegetables
500,0.004,hygiene articles;coffee
501,0.004,house keeping products;other vegetables
502,0.019,whipped/sour cream;rolls/buns
503,0.003,potted plants;pip fruit
504,0.018,domestic eggs;root vegetables
505,0.006,detergent;root vegetables
506,0.011,pip fruit;domestic eggs
507,0.004,newspapers;oil
508,0.005,pastry;specialty chocolate
509,0.009,sausage;napkins
510,0.004,soft cheese;shopping bags
511,0.003,instant food products;rolls/buns
512,0.003,chewing gum;fruit/vegetable juice
513,0.009,frankfurter;bottled water
514,0.006,brown bread;canned beer
515,0.008,frozen vegetables;bottled water
516,0.003,soft cheese;brown bread
517,0.023,yogurt;pastry
518,0.003,hamburger meat;cream cheese
519,0.007,frozen meals;tropical fruit
520,0.010,curd;pip fruit
521,0.003,frozen vegetables;herbs
522,0.008,yogurt;frozen meals
523,0.007,frozen vegetables;butter
524,0.004,other vegetables;spread cheese
525,0.003,softener;whole milk
526,0.003,onions;hard cheese
527,0.005,brown bread;uht-milk
528,0.005,canned beer;domestic eggs
529,0.004,brown bread;hamburger meat
530,0.013,frozen meals;whole milk
531,0.003,pickled vegetables;fruit/vegetable juice
532,0.011,yogurt;chicken
533,0.007,curd;newspapers
534,0.008,shopping bags;salty snack
535,0.011,pastry;bottled water
536,0.004,white bread;cream cheese
537,0.005,frozen meals;sausage
538,0.003,hygiene articles;oil
539,0.003,canned beer;candy
540,0.018,pip fruit;citrus fruit
541,0.003,sliced cheese;frankfurter
542,0.014,canned beer;rolls/buns
543,0.003,napkins;grapes
544,0.005,fruit/vegetable juice;candy
545,0.015,sausage;bottled water
546,0.009,rolls/buns;meat
547,0.004,yogurt;mayonnaise
548,0.009,rolls/buns;sugar
549,0.005,white bread;margarine
550,0.007,shopping bags;waffles
551,0.004,frozen meals;brown bread
552,0.007,pork;bottled beer
553,0.004,shopping bags;chewing gum
554,0.007,beverages;rolls/buns
555,0.006,frozen vegetables;napkins
556,0.023,chicken;whole milk
557,0.005,chocolate;bottled beer
558,0.005,onions;frankfurter
559,0.004,yogurt;frozen fish
560,0.013,frozen vegetables;rolls/buns
561,0.003,long life bakery product;frozen meals
562,0.003,seasonal products;soda
563,0.005,citrus fruit;dessert
564,0.073,rolls/buns;whole milk
565,0.003,salty snack;chicken
566,0.031,margarine;whole milk
567,0.003,condensed milk;whole milk
568,0.006,whipped/sour cream;baking powder
569,0.004,sausage;semi-finished bread
570,0.004,bottled beer;salty snack
571,0.003,sliced cheese;dessert
572,0.003,chocolate;hamburger meat
573,0.006,sugar;bottled water
574,0.004,instant food products;whole milk
575,0.007,long life bakery product;root vegetables
576,0.003,soft cheese;citrus fruit
577,0.010,citrus fruit;margarine
578,0.003,curd;ham
579,0.004,hamburger meat;frankfurter
580,0.007,beef;sausage
581,0.016,waffles;whole milk
582,0.043,pastry;whole milk
583,0.008,tropical fruit;dessert
584,0.003,cat food;butter
585,0.003,butter milk;butter
586,0.003,curd;grapes
587,0.006,frankfurter;butter
588,0.003,white bread;meat
589,0.004,hamburger meat;newspapers
590,0.003,frozen dessert;soda
591,0.003,mayonnaise;root vegetables
592,0.010,pastry;butter
593,0.012,pastry;domestic eggs
594,0.003,hygiene articles;cream cheese
595,0.004,frozen potato products;whole milk
596,0.005,domestic eggs;salty snack
597,0.003,white bread;sliced cheese
598,0.003,curd;candy
599,0.003,potted plants;bottled water
600,0.003,baking powder;soda
601,0.004,white bread;beef
602,0.008,dishes;other vegetables
603,0.004,shopping bags;specialty bar
604,0.005,domestic eggs;dessert
605,0.008,yogurt;salty snack
606,0.022,curd;other vegetables
607,0.026,frankfurter;whole milk
608,0.003,dish cleaner;soda
609,0.008,fruit/vegetable juice;margarine
610,0.003,brown bread;hard cheese
611,0.006,bottled beer;red/blush wine
612,0.008,frozen vegetables;sausage
613,0.004,white bread;coffee
614,0.003,canned vegetables;root vegetables
615,0.008,frozen vegetables;citrus fruit
616,0.008,whipped/sour cream;frankfurter
617,0.003,curd;soft cheese
618,0.009,frozen vegetables;chicken
619,0.003,chicken;herbs
620,0.003,canned beer;salty snack
621,0.022,yogurt;curd
622,0.012,shopping bags;domestic eggs
623,0.005,white bread;bottled beer
624,0.004,canned beer;chicken
625,0.003,frozen fish;root vegetables
626,0.003,frozen meals;chocolate
627,0.003,salty snack;dessert
628,0.005,pip fruit;salty snack
629,0.009,citrus fruit;chicken
630,0.007,tropical fruit;salty snack
631,0.011,pastry;frankfurter
632,0.005,bottled water;berries
633,0.008,tropical fruit;chicken
634,0.011,beef;citrus fruit
635,0.011,pastry;newspapers
636,0.015,newspapers;root vegetables
637,0.004,ice cream;root vegetables
638,0.007,brown bread;bottled beer
639,0.004,flour;tropical fruit
640,0.005,cream cheese;coffee
641,0.003,butter milk;pork
642,0.005,canned fish;rolls/buns
643,0.004,curd;sliced cheese
644,0.004,beef;flour
645,0.003,white bread;candy
646,0.008,white bread;pip fruit
647,0.004,frozen meals;butter
648,0.005,napkins;cream cheese
649,0.006,flour;root vegetables
650,0.006,curd;beef
651,0.004,mustard;root vegetables
652,0.004,uht-milk;cream cheese
653,0.005,hygiene articles;fruit/vegetable juice
654,0.006,frankfurter;newspapers
655,0.018,onions;other vegetables
656,0.006,beef;chicken
657,0.004,butter milk;frankfurter
658,0.008,beef;margarine
659,0.003,yogurt;chewing gum
660,0.003,frankfurter;berries
661,0.003,pip fruit;chewing gum
662,0.003,liquor;red/blush wine
663,0.003,sausage;chewing gum
664,0.004,processed cheese;ham
665,0.007,pork;butter
666,0.021,citrus fruit;rolls/buns
667,0.003,flour;fruit/vegetable juice
668,0.041,whipped/sour cream;whole milk
669,0.007,sausage;salty snack
670,0.004,rolls/buns;semi-finished bread
671,0.063,whole milk;root vegetables
672,0.003,dish cleaner;other vegetables
673,0.003,yogurt;processed cheese
674,0.005,curd;bottled beer
675,0.005,brown bread;coffee
676,0.007,beverages;other vegetables
677,0.008,long life bakery product;pastry
678,0.003,other vegetables;candles
679,0.006,pip fruit;sugar
680,0.013,curd;whipped/sour cream
681,0.006,pip fruit;hamburger meat
682,0.003,ham;cream cheese
683,0.003,hygiene articles;sugar
684,0.019,sugar;whole milk
685,0.008,pork;citrus fruit
686,0.007,white bread;whipped/sour cream
687,0.004,curd;coffee
688,0.006,shopping bags;specialty chocolate
689,0.007,processed cheese;other vegetables
690,0.009,napkins;fruit/vegetable juice
691,0.005,hard cheese;butter
692,0.007,pork;chicken
693,0.003,mayonnaise;soda
694,0.008,yogurt;hamburger meat
695,0.003,frozen meals;newspapers
696,0.003,yogurt;salt
697,0.006,long life bakery product;pip fruit
698,0.007,other vegetables;ice cream
699,0.038,sausage;whole milk
700,0.004,frozen meals;citrus fruit
701,0.004,sliced cheese;citrus fruit
702,0.003,flour;pastry
703,0.006,brown bread;whipped/sour cream
704,0.003,tropical fruit;spread cheese
705,0.004,uht-milk;whipped/sour cream
706,0.003,beef;long life bakery product
707,0.004,citrus fruit;specialty bar
708,0.005,yogurt;detergent
709,0.004,instant food products;hamburger meat
710,0.014,shopping bags;bottled water
711,0.014,citrus fruit;sausage
712,0.004,tropical fruit;detergent
713,0.005,white bread;pork
714,0.006,beverages;soda
715,0.003,pip fruit;detergent
716,0.007,chocolate;newspapers
717,0.003,oil;dessert
718,0.008,ice cream;soda
719,0.004,pork;dessert
720,0.003,specialty chocolate;fruit/vegetable juice
721,0.007,chocolate;bottled water
722,0.004,white bread;newspapers
723,0.003,long life bakery product;hygiene articles
724,0.010,yogurt;uht-milk
725,0.005,whipped/sour cream;ham
726,0.006,curd;frankfurter
727,0.007,chewing gum;whole milk
728,0.003,photo/film;whole milk
729,0.009,pastry;waffles
730,0.005,uht-milk;coffee
731,0.007,other vegetables;misc. beverages
732,0.018,fruit/vegetable juice;bottled water
733,0.005,white bread;chocolate
734,0.013,napkins;root vegetables
735,0.003,citrus fruit;red/blush wine
736,0.017,beef;rolls/buns
737,0.009,yogurt;sugar
738,0.005,white wine;soda
739,0.005,whipped/sour cream;meat
740,0.003,frozen meals;pork
741,0.005,bottled water;oil
742,0.013,butter milk;other vegetables
743,0.013,whipped/sour cream;butter
744,0.003,chocolate;butter milk
745,0.004,sliced cheese;pork
746,0.003,uht-milk;bottled beer
747,0.003,long life bakery product;berries
748,0.005,yogurt;spread cheese
749,0.009,potted plants;whole milk
750,0.019,newspapers;soda
751,0.004,cat food;margarine
752,0.005,other vegetables;cake bar
753,0.003,canned fish;cream cheese
754,0.003,chicken;oil
755,0.007,root vegetables;meat
756,0.012,other vegetables;ham
757,0.011,bottled beer;tropical fruit
758,0.003,specialty chocolate;candy
759,0.005,oil;butter
760,0.008,hygiene articles;rolls/buns
761,0.005,yogurt;dishes
762,0.003,sausage;spread cheese
763,0.007,specialty chocolate;rolls/buns
764,0.004,pip fruit;hard cheese
765,0.003,frozen dessert;root vegetables
766,0.003,napkins;oil
767,0.007,soda;meat
768,0.004,other vegetables;soups
769,0.009,domestic eggs;newspapers
770,0.008,yogurt;hard cheese
771,0.006,bottled beer;domestic eggs
772,0.006,butter milk;citrus fruit
773,0.003,curd cheese;other vegetables
774,0.013,tropical fruit;butter
775,0.003,whipped/sour cream;semi-finished bread
776,0.006,rolls/buns;salty snack
777,0.006,tropical fruit;misc. beverages
778,0.005,beef;cream cheese
779,0.026,bottled beer;whole milk
780,0.014,chicken;root vegetables
781,0.004,baking powder;bottled water
782,0.007,chicken;bottled water
783,0.005,hamburger meat;citrus fruit
784,0.008,uht-milk;rolls/buns
785,0.005,cat food;sausage
786,0.003,pork;candy
787,0.003,bottled beer;waffles
788,0.007,beef;fruit/vegetable juice
789,0.006,tropical fruit;sugar
790,0.005,butter milk;sausage
791,0.003,white wine;whole milk
792,0.006,shopping bags;cat food
793,0.003,condensed milk;coffee
794,0.005,candy;root vegetables
795,0.014,pork;rolls/buns
796,0.004,bottled water;herbs
797,0.023,other vegetables;chicken
798,0.004,domestic eggs;misc. beverages
799,0.007,pastry;salty snack
800,0.009,brown bread;frankfurter
801,0.003,white bread;hard cheese
802,0.005,baking powder;root vegetables
803,0.004,frozen vegetables;cream cheese
804,0.006,whipped/sour cream;hard cheese
805,0.004,potted plants;soda
806,0.017,other vegetables;coffee
807,0.009,sugar;soda
808,0.007,bottled beer;napkins
809,0.008,other vegetables;pickled vegetables
810,0.003,frankfurter;semi-finished bread
811,0.006,roll products;whole milk
812,0.010,frozen vegetables;fruit/vegetable juice
813,0.004,shopping bags;beverages
814,0.004,frankfurter;salty snack
815,0.003,butter milk;margarine
816,0.003,specialty chocolate;sausage
817,0.004,mayonnaise;whole milk
818,0.004,hard cheese;citrus fruit
819,0.003,uht-milk;chicken
820,0.004,pastry;semi-finished bread
821,0.004,butter milk;dessert
822,0.005,chocolate;domestic eggs
823,0.007,shopping bags;long life bakery product
824,0.011,detergent;whole milk
825,0.008,ice cream;whole milk
826,0.007,chewing gum;soda
827,0.003,hamburger meat;dessert
828,0.003,uht-milk;sugar
829,0.021,other vegetables;bottled beer
830,0.035,newspapers;whole milk
831,0.013,margarine;soda
832,0.032,shopping bags;soda
833,0.010,sliced cheese;rolls/buns
834,0.004,hamburger meat;coffee
835,0.004,soft cheese;butter
836,0.005,pickled vegetables;soda
837,0.003,waffles;hygiene articles
838,0.005,cat food;rolls/buns
839,0.003,hard cheese;margarine
840,0.009,curd;butter
841,0.003,soft cheese;chocolate
842,0.007,citrus fruit;cream cheese
843,0.009,berries;soda
844,0.015,tropical fruit;newspapers
845,0.012,tropical fruit;frankfurter
846,0.005,whipped/sour cream;bottled beer
847,0.003,hamburger meat;bottled beer
848,0.006,canned beer;newspapers
849,0.003,canned beer;bottled beer
850,0.014,other vegetables;sugar
851,0.003,canned beer;misc. beverages
852,0.007,chocolate;waffles
853,0.009,whipped/sour cream;newspapers
854,0.003,other vegetables;dental care
855,0.005,fruit/vegetable juice;oil
856,0.006,processed cheese;rolls/buns
857,0.007,white bread;frankfurter
858,0.005,frozen dessert;whole milk
859,0.012,waffles;soda
860,0.020,bottled water;root vegetables
861,0.008,whipped/sour cream;coffee
862,0.005,onions;sausage
863,0.013,margarine;bottled water
864,0.015,other vegetables;dessert
865,0.005,rolls/buns;spread cheese
866,0.003,sausage;detergent
867,0.003,frozen meals;bottled beer
868,0.008,pork;margarine
869,0.003,hamburger meat;hard cheese
870,0.004,canned vegetables;soda
871,0.004,long life bakery product;salty snack
872,0.004,white bread;sugar
873,0.004,uht-milk;pork
874,0.004,domestic eggs;baking powder
875,0.010,chocolate;tropical fruit
876,0.003,onions;margarine
877,0.003,mustard;bottled water
878,0.010,sausage;newspapers
879,0.021,other vegetables;frankfurter
880,0.020,bottled beer;bottled water
881,0.007,frozen vegetables;margarine
882,0.006,uht-milk;citrus fruit
883,0.003,pip fruit;misc. beverages
884,0.012,baking powder;whole milk
885,0.004,chocolate;canned beer
